linename,station,weekdate,weekend,weekday_am,weekday_pm,week
25,STERLING ST,2019-07-29T00:00:00Z,6628,6888,5438,30
25,STERLING ST,2019-08-05T00:00:00Z,6485,6268,5066,31
25,STERLING ST,2019-08-12T00:00:00Z,6106,5928,5087,32
25,STERLING ST,2019-08-19T00:00:00Z,1623,1581,2529,33
25,STERLING ST,2019-08-26T00:00:00Z,2049,1166,2198,34
25,STERLING ST,2019-09-02T00:00:00Z,100,1210,2369,35
25,STERLING ST,2019-09-09T00:00:00Z,115,1553,2407,36
25,STERLING ST,2019-09-16T00:00:00Z,4092,3786,3074,37
25,STERLING ST,2019-09-23T00:00:00Z,4439,5130,3482,38
25,STERLING ST,2019-09-30T00:00:00Z,4641,4708,3395,39
25,STERLING ST,2019-10-07T00:00:00Z,205,4961,3550,40
25,STERLING ST,2019-10-14T00:00:00Z,196,4760,3269,41
25,STERLING ST,2019-10-21T00:00:00Z,5264,5325,3487,42
25,STERLING ST,2019-10-28T00:00:00Z,6107,5641,4732,43
25,STERLING ST,2019-11-04T00:00:00Z,6076,13464,5433,44
25,STERLING ST,2019-11-11T00:00:00Z,6536,13277,5246,45
25,STERLING ST,2019-11-18T00:00:00Z,6528,14063,5550,46
25,STERLING ST,2019-11-25T00:00:00Z,5115,9436,4799,47
25,STERLING ST,2019-12-02T00:00:00Z,6489,13990,5440,48
25,STERLING ST,2019-12-09T00:00:00Z,6579,13940,5554,49
25,STERLING ST,2019-12-16T00:00:00Z,6199,13366,5699,50
25,STERLING ST,2019-12-23T00:00:00Z,5534,5635,4393,51
25,STERLING ST,2019-12-30T00:00:00Z,5625,7801,4575,52
25,STERLING ST,2020-01-06T00:00:00Z,5750,13384,5190,1
25,STERLING ST,2020-01-13T00:00:00Z,5486,13458,5254,2
25,STERLING ST,2020-01-20T00:00:00Z,5697,11652,5149,3
25,STERLING ST,2020-01-27T00:00:00Z,5798,13937,5290,4
25,STERLING ST,2020-02-03T00:00:00Z,6519,14320,5405,5
25,STERLING ST,2020-02-10T00:00:00Z,5795,14052,5473,6
25,WEST FARMS SQ,2019-02-18T00:00:00Z,6917,6193,4861,7
25,WEST FARMS SQ,2019-02-25T00:00:00Z,6802,8774,6836,8
25,WEST FARMS SQ,2019-03-04T00:00:00Z,7118,7909,6375,9
25,WEST FARMS SQ,2019-03-11T00:00:00Z,7631,11661,5694,10
25,WEST FARMS SQ,2019-03-18T00:00:00Z,7755,11713,5622,11
25,WEST FARMS SQ,2019-03-25T00:00:00Z,7822,11849,5628,12
25,WEST FARMS SQ,2019-04-01T00:00:00Z,8040,11893,5613,13
25,WEST FARMS SQ,2019-04-08T00:00:00Z,6454,11853,5968,14
25,WEST FARMS SQ,2019-04-15T00:00:00Z,6968,10253,5419,15
25,WEST FARMS SQ,2019-04-22T00:00:00Z,7616,8544,5401,16
25,WEST FARMS SQ,2019-04-29T00:00:00Z,7407,11666,5567,17
25,WEST FARMS SQ,2019-05-06T00:00:00Z,7534,12052,5917,18
25,WEST FARMS SQ,2019-05-13T00:00:00Z,9738,11486,5550,19
25,WEST FARMS SQ,2019-05-20T00:00:00Z,8540,11225,6032,20
25,WEST FARMS SQ,2019-05-27T00:00:00Z,8611,9731,5264,21
25,WEST FARMS SQ,2019-06-03T00:00:00Z,9020,10603,5838,22
25,WEST FARMS SQ,2019-06-10T00:00:00Z,8591,11369,5928,23
25,WEST FARMS SQ,2019-06-17T00:00:00Z,8620,10667,5513,24
25,WEST FARMS SQ,2019-06-24T00:00:00Z,9175,8731,6196,25
25,WEST FARMS SQ,2019-07-01T00:00:00Z,6857,7817,5532,26
25,WEST FARMS SQ,2019-07-08T00:00:00Z,8000,9833,6164,27
25,WEST FARMS SQ,2019-07-15T00:00:00Z,6974,10129,5275,28
25,WEST FARMS SQ,2019-07-22T00:00:00Z,6594,9904,5484,29
25,WEST FARMS SQ,2019-07-29T00:00:00Z,7336,9616,5358,30
25,WEST FARMS SQ,2019-08-05T00:00:00Z,7565,9540,5356,31
25,WEST FARMS SQ,2019-08-12T00:00:00Z,7344,8122,5965,32
25,WEST FARMS SQ,2019-08-19T00:00:00Z,7226,8664,5570,33
25,WEST FARMS SQ,2019-08-26T00:00:00Z,499,9315,5685,34
25,WEST FARMS SQ,2019-09-02T00:00:00Z,8418,9183,4798,35
25,WEST FARMS SQ,2019-09-09T00:00:00Z,7680,12817,5847,36
25,WEST FARMS SQ,2019-09-16T00:00:00Z,8543,12832,5703,37
25,WEST FARMS SQ,2019-09-23T00:00:00Z,7600,12705,5870,38
25,WEST FARMS SQ,2019-09-30T00:00:00Z,8691,11146,5558,39
25,WEST FARMS SQ,2019-10-07T00:00:00Z,8045,11730,5526,40
25,WEST FARMS SQ,2019-10-14T00:00:00Z,8174,11178,5451,41
25,WEST FARMS SQ,2019-10-21T00:00:00Z,7436,12114,7715,42
25,WEST FARMS SQ,2019-10-28T00:00:00Z,8077,11863,5812,43
25,WEST FARMS SQ,2019-11-04T00:00:00Z,7468,8834,7043,44
25,WEST FARMS SQ,2019-11-11T00:00:00Z,6694,8190,6701,45
25,WEST FARMS SQ,2019-11-18T00:00:00Z,6624,8846,7114,46
25,WEST FARMS SQ,2019-11-25T00:00:00Z,5595,6123,6125,47
25,WEST FARMS SQ,2019-12-02T00:00:00Z,7244,8474,6792,48
25,WEST FARMS SQ,2019-12-09T00:00:00Z,7236,8326,7001,49
25,WEST FARMS SQ,2019-12-16T00:00:00Z,7216,7917,6702,50
25,WEST FARMS SQ,2019-12-23T00:00:00Z,6721,4415,5164,51
25,WEST FARMS SQ,2019-12-30T00:00:00Z,6470,4995,5139,52
25,WEST FARMS SQ,2020-01-06T00:00:00Z,7281,7998,7039,1
25,WEST FARMS SQ,2020-01-13T00:00:00Z,6320,7957,6800,2
25,WEST FARMS SQ,2020-01-20T00:00:00Z,6751,6457,6187,3
25,WEST FARMS SQ,2020-01-27T00:00:00Z,7266,8074,6845,4
25,WEST FARMS SQ,2020-02-03T00:00:00Z,7345,8247,7066,5
25,WEST FARMS SQ,2020-02-10T00:00:00Z,6862,8122,6849,6
25,WINTHROP ST,2019-02-18T00:00:00Z,5551,5219,8654,7
25,WINTHROP ST,2019-02-25T00:00:00Z,5800,7223,10289,8
25,WINTHROP ST,2019-03-04T00:00:00Z,5654,6761,9823,9
25,WINTHROP ST,2019-03-11T00:00:00Z,5794,11866,7359,10
25,WINTHROP ST,2019-03-18T00:00:00Z,4921,10809,6269,11
25,WINTHROP ST,2019-03-25T00:00:00Z,5060,11000,6355,12
25,WINTHROP ST,2019-04-01T00:00:00Z,4984,11338,5854,13
25,WINTHROP ST,2019-04-08T00:00:00Z,5251,11431,6374,14
25,WINTHROP ST,2019-04-15T00:00:00Z,4905,10305,6035,15
25,WINTHROP ST,2019-04-22T00:00:00Z,5288,9148,5420,16
25,WINTHROP ST,2019-04-29T00:00:00Z,5324,11945,6139,17
25,WINTHROP ST,2019-05-06T00:00:00Z,5145,10973,5986,18
25,WINTHROP ST,2019-05-13T00:00:00Z,5756,10971,5920,19
25,WINTHROP ST,2019-05-20T00:00:00Z,5153,10320,5724,20
25,WINTHROP ST,2019-05-27T00:00:00Z,5702,8823,5044,21
25,WINTHROP ST,2019-06-03T00:00:00Z,5477,12212,5944,22
25,WINTHROP ST,2019-06-10T00:00:00Z,198,10787,6028,23
25,WINTHROP ST,2019-06-17T00:00:00Z,5168,8188,6123,24
25,WINTHROP ST,2019-06-24T00:00:00Z,756,8782,5982,25
25,WINTHROP ST,2019-07-01T00:00:00Z,630,868,1209,26
25,WINTHROP ST,2019-07-08T00:00:00Z,48,1049,1468,27
25,WINTHROP ST,2019-07-15T00:00:00Z,601,1001,1397,28
25,WINTHROP ST,2019-07-22T00:00:00Z,31,1026,1011,29
25,WINTHROP ST,2019-07-29T00:00:00Z,3522,4170,4195,30
25,WINTHROP ST,2019-08-05T00:00:00Z,4039,6612,5581,31
25,WINTHROP ST,2019-08-12T00:00:00Z,3751,6931,5469,32
25,WINTHROP ST,2019-08-19T00:00:00Z,4893,9845,6437,33
25,WINTHROP ST,2019-08-26T00:00:00Z,6057,10430,6740,34
25,WINTHROP ST,2019-09-02T00:00:00Z,210,10675,6408,35
25,WINTHROP ST,2019-09-09T00:00:00Z,258,14456,7706,36
25,WINTHROP ST,2019-09-16T00:00:00Z,5297,12762,7986,37
25,WINTHROP ST,2019-09-23T00:00:00Z,5663,12230,7673,38
25,WINTHROP ST,2019-09-30T00:00:00Z,5583,11195,7250,39
25,WINTHROP ST,2019-10-07T00:00:00Z,224,11436,7569,40
25,WINTHROP ST,2019-10-14T00:00:00Z,217,10677,6806,41
25,WINTHROP ST,2019-10-21T00:00:00Z,6407,12124,7680,42
25,WINTHROP ST,2019-10-28T00:00:00Z,5699,11877,7340,43
25,WINTHROP ST,2019-11-04T00:00:00Z,6879,7066,10114,44
25,WINTHROP ST,2019-11-11T00:00:00Z,7440,6476,9540,45
25,WINTHROP ST,2019-11-18T00:00:00Z,7493,6930,10931,46
25,WINTHROP ST,2019-11-25T00:00:00Z,4957,4741,7467,47
25,WINTHROP ST,2019-12-02T00:00:00Z,6731,6787,10263,48
25,WINTHROP ST,2019-12-09T00:00:00Z,6500,6772,10699,49
25,WINTHROP ST,2019-12-16T00:00:00Z,5933,6426,10619,50
25,WINTHROP ST,2019-12-23T00:00:00Z,5165,2951,5735,51
25,WINTHROP ST,2019-12-30T00:00:00Z,5427,3783,6603,52
25,WINTHROP ST,2020-01-06T00:00:00Z,5773,6681,9823,1
25,WINTHROP ST,2020-01-13T00:00:00Z,5349,6595,10308,2
25,WINTHROP ST,2020-01-20T00:00:00Z,5372,5472,8957,3
25,WINTHROP ST,2020-01-27T00:00:00Z,5830,6746,10320,4
25,WINTHROP ST,2020-02-03T00:00:00Z,7708,6904,10260,5
25,WINTHROP ST,2020-02-10T00:00:00Z,5707,6777,10187,6
3,145 ST,2019-02-18T00:00:00Z,3487,5599,2766,7
3,145 ST,2019-02-25T00:00:00Z,2328,7536,3426,8
3,145 ST,2019-03-04T00:00:00Z,3229,6968,3238,9
3,145 ST,2019-03-11T00:00:00Z,3840,4139,2940,10
3,145 ST,2019-03-18T00:00:00Z,3764,4074,2991,11
3,145 ST,2019-03-25T00:00:00Z,3738,4134,3142,12
3,145 ST,2019-04-01T00:00:00Z,3347,4277,3124,13
3,145 ST,2019-04-08T00:00:00Z,3880,3799,3106,14
3,145 ST,2019-04-15T00:00:00Z,3533,3905,3271,15
3,145 ST,2019-04-22T00:00:00Z,3624,3299,2964,16
3,145 ST,2019-04-29T00:00:00Z,3692,4150,3072,17
3,145 ST,2019-05-06T00:00:00Z,3785,4231,3273,18
3,145 ST,2019-05-13T00:00:00Z,4188,4362,3254,19
3,145 ST,2019-05-20T00:00:00Z,254,4936,3213,20
3,145 ST,2019-05-27T00:00:00Z,3818,3499,2600,21
3,145 ST,2019-06-03T00:00:00Z,3899,3933,3281,22
3,145 ST,2019-06-10T00:00:00Z,3795,4221,3195,23
3,145 ST,2019-06-17T00:00:00Z,4031,3671,3161,24
3,145 ST,2019-06-24T00:00:00Z,4133,3364,3178,25
3,145 ST,2019-07-01T00:00:00Z,3226,2556,2726,26
3,145 ST,2019-07-08T00:00:00Z,4013,3338,3130,27
3,145 ST,2019-07-15T00:00:00Z,229,3310,2756,28
3,145 ST,2019-07-22T00:00:00Z,270,3226,3087,29
3,145 ST,2019-07-29T00:00:00Z,251,3159,3037,30
3,145 ST,2019-08-05T00:00:00Z,254,3093,2900,31
3,145 ST,2019-08-12T00:00:00Z,206,2786,2855,32
3,145 ST,2019-08-19T00:00:00Z,199,3051,2679,33
3,145 ST,2019-08-26T00:00:00Z,3209,3259,2730,34
3,145 ST,2019-09-02T00:00:00Z,3293,3118,2653,35
3,145 ST,2019-09-09T00:00:00Z,3755,4779,3385,36
3,145 ST,2019-09-16T00:00:00Z,3643,4796,3412,37
3,145 ST,2019-09-23T00:00:00Z,3640,4813,3371,38
3,145 ST,2019-09-30T00:00:00Z,3655,4291,3309,39
3,145 ST,2019-10-07T00:00:00Z,3628,4388,3356,40
3,145 ST,2019-10-14T00:00:00Z,3756,4197,3953,41
3,145 ST,2019-10-21T00:00:00Z,3529,4777,3560,42
3,145 ST,2019-10-28T00:00:00Z,4044,4494,3382,43
3,145 ST,2019-11-04T00:00:00Z,3456,8054,3841,44
3,145 ST,2019-11-11T00:00:00Z,3587,7930,3796,45
3,145 ST,2019-11-18T00:00:00Z,37,8227,3921,46
3,145 ST,2019-11-25T00:00:00Z,41,5316,3182,47
3,145 ST,2019-12-02T00:00:00Z,3661,8038,3920,48
3,145 ST,2019-12-09T00:00:00Z,989,7620,3847,49
3,145 ST,2019-12-16T00:00:00Z,3538,7684,3749,50
3,145 ST,2019-12-23T00:00:00Z,15,3958,2652,51
3,145 ST,2019-12-30T00:00:00Z,3079,4550,2757,52
3,145 ST,2020-01-06T00:00:00Z,3572,7234,3557,1
3,145 ST,2020-01-13T00:00:00Z,3446,6492,3365,2
3,145 ST,2020-01-20T00:00:00Z,3275,6418,3432,3
3,145 ST,2020-01-27T00:00:00Z,3390,7831,3608,4
3,145 ST,2020-02-03T00:00:00Z,3571,8171,3612,5
3,145 ST,2020-02-10T00:00:00Z,3429,7850,3713,6
3,HARLEM 148 ST,2019-02-18T00:00:00Z,3997,7026,3121,7
3,HARLEM 148 ST,2019-02-25T00:00:00Z,4027,9356,3916,8
3,HARLEM 148 ST,2019-03-04T00:00:00Z,4176,8954,3684,9
3,HARLEM 148 ST,2019-03-11T00:00:00Z,4485,5304,3226,10
3,HARLEM 148 ST,2019-03-18T00:00:00Z,4430,5203,3232,11
3,HARLEM 148 ST,2019-03-25T00:00:00Z,4396,5169,3238,12
3,HARLEM 148 ST,2019-04-01T00:00:00Z,4199,5369,3310,13
3,HARLEM 148 ST,2019-04-08T00:00:00Z,4584,5041,3226,14
3,HARLEM 148 ST,2019-04-15T00:00:00Z,4104,4899,3159,15
3,HARLEM 148 ST,2019-04-22T00:00:00Z,4173,4009,2761,16
3,HARLEM 148 ST,2019-04-29T00:00:00Z,4421,5291,3287,17
3,HARLEM 148 ST,2019-05-06T00:00:00Z,4286,5308,3377,18
3,HARLEM 148 ST,2019-05-13T00:00:00Z,4706,5344,3215,19
3,HARLEM 148 ST,2019-05-20T00:00:00Z,243,5087,3165,20
3,HARLEM 148 ST,2019-05-27T00:00:00Z,4495,4228,2369,21
3,HARLEM 148 ST,2019-06-03T00:00:00Z,4590,5117,3081,22
3,HARLEM 148 ST,2019-06-10T00:00:00Z,4337,5127,3191,23
3,HARLEM 148 ST,2019-06-17T00:00:00Z,4486,4551,3052,24
3,HARLEM 148 ST,2019-06-24T00:00:00Z,4513,4318,2982,25
3,HARLEM 148 ST,2019-07-01T00:00:00Z,3665,3141,2582,26
3,HARLEM 148 ST,2019-07-08T00:00:00Z,4440,4353,2875,27
3,HARLEM 148 ST,2019-07-15T00:00:00Z,3593,4309,2730,28
3,HARLEM 148 ST,2019-07-22T00:00:00Z,4058,4039,2854,29
3,HARLEM 148 ST,2019-07-29T00:00:00Z,216,3947,2811,30
3,HARLEM 148 ST,2019-08-05T00:00:00Z,179,3794,2748,31
3,HARLEM 148 ST,2019-08-12T00:00:00Z,205,3416,2133,32
3,HARLEM 148 ST,2019-08-19T00:00:00Z,192,3658,2500,33
3,HARLEM 148 ST,2019-08-26T00:00:00Z,3688,4045,2637,34
3,HARLEM 148 ST,2019-09-02T00:00:00Z,4016,4161,2523,35
3,HARLEM 148 ST,2019-09-09T00:00:00Z,4181,5902,3129,36
3,HARLEM 148 ST,2019-09-16T00:00:00Z,4242,6029,3082,37
3,HARLEM 148 ST,2019-09-23T00:00:00Z,4214,6091,3340,38
3,HARLEM 148 ST,2019-09-30T00:00:00Z,4144,5323,3084,39
3,HARLEM 148 ST,2019-10-07T00:00:00Z,4014,5431,3166,40
3,HARLEM 148 ST,2019-10-14T00:00:00Z,4214,4969,3042,41
3,HARLEM 148 ST,2019-10-21T00:00:00Z,4136,5702,3203,42
3,HARLEM 148 ST,2019-10-28T00:00:00Z,4621,5612,3117,43
3,HARLEM 148 ST,2019-11-04T00:00:00Z,4163,9236,3834,44
3,HARLEM 148 ST,2019-11-11T00:00:00Z,3876,8681,3680,45
3,HARLEM 148 ST,2019-11-18T00:00:00Z,28,9590,3818,46
3,HARLEM 148 ST,2019-11-25T00:00:00Z,15,4462,3158,47
3,HARLEM 148 ST,2019-12-02T00:00:00Z,4262,9525,3705,48
3,HARLEM 148 ST,2019-12-09T00:00:00Z,1151,8860,3702,49
3,HARLEM 148 ST,2019-12-16T00:00:00Z,3862,8712,3793,50
3,HARLEM 148 ST,2019-12-23T00:00:00Z,15,4325,2739,51
3,HARLEM 148 ST,2019-12-30T00:00:00Z,3491,5187,2878,52
3,HARLEM 148 ST,2020-01-06T00:00:00Z,3997,8279,3767,1
3,HARLEM 148 ST,2020-01-13T00:00:00Z,3913,7986,3570,2
3,HARLEM 148 ST,2020-01-20T00:00:00Z,3796,7375,3405,3
3,HARLEM 148 ST,2020-01-27T00:00:00Z,3957,8768,3533,4
3,HARLEM 148 ST,2020-02-03T00:00:00Z,4067,9020,3610,5
3,HARLEM 148 ST,2020-02-10T00:00:00Z,3920,9138,3779,6
3,JUNIUS ST,2019-02-18T00:00:00Z,2162,3229,2101,7
3,JUNIUS ST,2019-02-25T00:00:00Z,2102,4563,2668,8
3,JUNIUS ST,2019-03-04T00:00:00Z,971,4119,2535,9
3,JUNIUS ST,2019-03-11T00:00:00Z,2340,2813,2373,10
3,JUNIUS ST,2019-03-18T00:00:00Z,2410,2843,2409,11
3,JUNIUS ST,2019-03-25T00:00:00Z,2652,2969,2460,12
3,JUNIUS ST,2019-04-01T00:00:00Z,2488,3045,2444,13
3,JUNIUS ST,2019-04-08T00:00:00Z,2446,3253,2510,14
3,JUNIUS ST,2019-04-15T00:00:00Z,2354,2547,2156,15
3,JUNIUS ST,2019-04-22T00:00:00Z,2604,2244,1979,16
3,JUNIUS ST,2019-04-29T00:00:00Z,2494,3150,2340,17
3,JUNIUS ST,2019-05-06T00:00:00Z,2458,3011,2457,18
3,JUNIUS ST,2019-05-13T00:00:00Z,211,2983,2297,19
3,JUNIUS ST,2019-05-20T00:00:00Z,2930,3290,2499,20
3,JUNIUS ST,2019-05-27T00:00:00Z,2667,2502,2263,21
3,JUNIUS ST,2019-06-03T00:00:00Z,211,2779,2452,22
3,JUNIUS ST,2019-06-10T00:00:00Z,2492,2911,2311,23
3,JUNIUS ST,2019-06-17T00:00:00Z,2517,2560,2254,24
3,JUNIUS ST,2019-06-24T00:00:00Z,238,2367,2264,25
3,JUNIUS ST,2019-07-01T00:00:00Z,2088,1754,1854,26
3,JUNIUS ST,2019-07-08T00:00:00Z,2476,2619,2151,27
3,JUNIUS ST,2019-07-15T00:00:00Z,1870,2373,2003,28
3,JUNIUS ST,2019-07-22T00:00:00Z,2458,2752,2103,29
3,JUNIUS ST,2019-07-29T00:00:00Z,2027,2364,1972,30
3,JUNIUS ST,2019-08-05T00:00:00Z,2863,2349,2012,31
3,JUNIUS ST,2019-08-12T00:00:00Z,2785,2154,2143,32
3,JUNIUS ST,2019-08-19T00:00:00Z,2726,2070,2031,33
3,JUNIUS ST,2019-08-26T00:00:00Z,2638,2178,2248,34
3,JUNIUS ST,2019-09-02T00:00:00Z,2588,2260,2003,35
3,JUNIUS ST,2019-09-09T00:00:00Z,2534,3346,2474,36
3,JUNIUS ST,2019-09-16T00:00:00Z,233,3215,2562,37
3,JUNIUS ST,2019-09-23T00:00:00Z,2336,3217,2563,38
3,JUNIUS ST,2019-09-30T00:00:00Z,2407,2711,2425,39
3,JUNIUS ST,2019-10-07T00:00:00Z,2548,2951,2432,40
3,JUNIUS ST,2019-10-14T00:00:00Z,2486,2640,2216,41
3,JUNIUS ST,2019-10-21T00:00:00Z,2171,2977,2498,42
3,JUNIUS ST,2019-10-28T00:00:00Z,219,3566,2527,43
3,JUNIUS ST,2019-11-04T00:00:00Z,2442,4652,2780,44
3,JUNIUS ST,2019-11-11T00:00:00Z,2298,4552,2656,45
3,JUNIUS ST,2019-11-18T00:00:00Z,2483,4980,2878,46
3,JUNIUS ST,2019-11-25T00:00:00Z,2360,3520,2374,47
3,JUNIUS ST,2019-12-02T00:00:00Z,2366,4769,2808,48
3,JUNIUS ST,2019-12-09T00:00:00Z,2777,4816,2746,49
3,JUNIUS ST,2019-12-16T00:00:00Z,301,4556,2790,50
3,JUNIUS ST,2019-12-23T00:00:00Z,2127,2416,2015,51
3,JUNIUS ST,2019-12-30T00:00:00Z,2128,2842,2157,52
3,JUNIUS ST,2020-01-06T00:00:00Z,2252,4596,2894,1
3,JUNIUS ST,2020-01-13T00:00:00Z,1962,4562,2793,2
3,JUNIUS ST,2020-01-20T00:00:00Z,2125,3509,2676,3
3,JUNIUS ST,2020-01-27T00:00:00Z,2278,4511,2983,4
3,JUNIUS ST,2020-02-03T00:00:00Z,2334,4467,3153,5
3,JUNIUS ST,2020-02-10T00:00:00Z,2024,4186,3071,6
3,KINGSTON AV,2019-02-18T00:00:00Z,6238,9425,4985,7
3,KINGSTON AV,2019-02-25T00:00:00Z,4971,9743,5288,8
3,KINGSTON AV,2019-03-04T00:00:00Z,4461,9326,4971,9
3,KINGSTON AV,2019-03-11T00:00:00Z,4846,4754,4578,10
3,KINGSTON AV,2019-03-18T00:00:00Z,4892,4296,4497,11
3,KINGSTON AV,2019-03-25T00:00:00Z,4987,5655,4483,12
3,KINGSTON AV,2019-04-01T00:00:00Z,4849,4559,4834,13
3,KINGSTON AV,2019-04-08T00:00:00Z,5168,4570,4759,14
3,KINGSTON AV,2019-04-15T00:00:00Z,3966,3963,4402,15
3,KINGSTON AV,2019-04-22T00:00:00Z,4505,3310,3223,16
3,KINGSTON AV,2019-04-29T00:00:00Z,4717,4124,4481,17
3,KINGSTON AV,2019-05-06T00:00:00Z,4661,4498,4803,18
3,KINGSTON AV,2019-05-13T00:00:00Z,5000,4404,4837,19
3,KINGSTON AV,2019-05-20T00:00:00Z,4882,4431,4755,20
3,KINGSTON AV,2019-05-27T00:00:00Z,5125,3757,4622,21
3,KINGSTON AV,2019-06-03T00:00:00Z,4206,4174,4810,22
3,KINGSTON AV,2019-06-10T00:00:00Z,5392,4181,4396,23
3,KINGSTON AV,2019-06-17T00:00:00Z,5186,4051,4646,24
3,KINGSTON AV,2019-06-24T00:00:00Z,5254,3740,4556,25
3,KINGSTON AV,2019-07-01T00:00:00Z,4603,2883,4417,26
3,KINGSTON AV,2019-07-08T00:00:00Z,5219,3770,4383,27
3,KINGSTON AV,2019-07-15T00:00:00Z,3433,3920,4235,28
3,KINGSTON AV,2019-07-22T00:00:00Z,5227,3941,3903,29
3,KINGSTON AV,2019-07-29T00:00:00Z,4026,3903,4122,30
3,KINGSTON AV,2019-08-05T00:00:00Z,4573,3753,4110,31
3,KINGSTON AV,2019-08-12T00:00:00Z,4619,4339,4151,32
3,KINGSTON AV,2019-08-19T00:00:00Z,5182,3766,4516,33
3,KINGSTON AV,2019-08-26T00:00:00Z,5229,3873,4682,34
3,KINGSTON AV,2019-09-02T00:00:00Z,5568,3926,5115,35
3,KINGSTON AV,2019-09-09T00:00:00Z,5963,5368,5307,36
3,KINGSTON AV,2019-09-16T00:00:00Z,5626,5185,5201,37
3,KINGSTON AV,2019-09-23T00:00:00Z,5390,5054,5219,38
3,KINGSTON AV,2019-09-30T00:00:00Z,5580,4242,4303,39
3,KINGSTON AV,2019-10-07T00:00:00Z,6151,4464,4671,40
3,KINGSTON AV,2019-10-14T00:00:00Z,6243,4117,4818,41
3,KINGSTON AV,2019-10-21T00:00:00Z,4590,4481,4842,42
3,KINGSTON AV,2019-10-28T00:00:00Z,5527,4761,5130,43
3,KINGSTON AV,2019-11-04T00:00:00Z,5957,10507,5553,44
3,KINGSTON AV,2019-11-11T00:00:00Z,5087,10048,5400,45
3,KINGSTON AV,2019-11-18T00:00:00Z,5579,10416,5547,46
3,KINGSTON AV,2019-11-25T00:00:00Z,4717,7172,4876,47
3,KINGSTON AV,2019-12-02T00:00:00Z,5339,10223,5374,48
3,KINGSTON AV,2019-12-09T00:00:00Z,6419,10062,5199,49
3,KINGSTON AV,2019-12-16T00:00:00Z,5203,9580,5167,50
3,KINGSTON AV,2019-12-23T00:00:00Z,5841,5220,6064,51
3,KINGSTON AV,2019-12-30T00:00:00Z,5240,6290,4642,52
3,KINGSTON AV,2020-01-06T00:00:00Z,5139,9493,4994,1
3,KINGSTON AV,2020-01-13T00:00:00Z,4714,9303,4974,2
3,KINGSTON AV,2020-01-20T00:00:00Z,4726,8383,4945,3
3,KINGSTON AV,2020-01-27T00:00:00Z,5025,9802,4867,4
3,KINGSTON AV,2020-02-03T00:00:00Z,5276,9874,5477,5
3,KINGSTON AV,2020-02-10T00:00:00Z,5344,9673,5290,6
3,NEW LOTS AV,2019-02-18T00:00:00Z,5332,8724,4496,7
3,NEW LOTS AV,2019-02-25T00:00:00Z,5421,11991,5245,8
3,NEW LOTS AV,2019-03-04T00:00:00Z,2707,10961,4946,9
3,NEW LOTS AV,2019-03-11T00:00:00Z,5729,9851,4500,10
3,NEW LOTS AV,2019-03-18T00:00:00Z,5783,10092,4487,11
3,NEW LOTS AV,2019-03-25T00:00:00Z,5955,11400,4649,12
3,NEW LOTS AV,2019-04-01T00:00:00Z,5967,10340,4517,13
3,NEW LOTS AV,2019-04-08T00:00:00Z,5834,13058,4522,14
3,NEW LOTS AV,2019-04-15T00:00:00Z,5754,9578,4365,15
3,NEW LOTS AV,2019-04-22T00:00:00Z,5877,8044,3935,16
3,NEW LOTS AV,2019-04-29T00:00:00Z,5699,6972,4560,17
3,NEW LOTS AV,2019-05-06T00:00:00Z,5782,10475,4587,18
3,NEW LOTS AV,2019-05-13T00:00:00Z,566,10223,4397,19
3,NEW LOTS AV,2019-05-20T00:00:00Z,6093,10055,4440,20
3,NEW LOTS AV,2019-05-27T00:00:00Z,6038,8628,3876,21
3,NEW LOTS AV,2019-06-03T00:00:00Z,561,9492,4427,22
3,NEW LOTS AV,2019-06-10T00:00:00Z,5912,9831,4474,23
3,NEW LOTS AV,2019-06-17T00:00:00Z,6072,9014,4242,24
3,NEW LOTS AV,2019-06-24T00:00:00Z,566,8419,4331,25
3,NEW LOTS AV,2019-07-01T00:00:00Z,5230,6535,3580,26
3,NEW LOTS AV,2019-07-08T00:00:00Z,5692,7250,3918,27
3,NEW LOTS AV,2019-07-15T00:00:00Z,5013,8413,3568,28
3,NEW LOTS AV,2019-07-22T00:00:00Z,5983,8428,3836,29
3,NEW LOTS AV,2019-07-29T00:00:00Z,5499,8487,3732,30
3,NEW LOTS AV,2019-08-05T00:00:00Z,6019,8171,4055,31
3,NEW LOTS AV,2019-08-12T00:00:00Z,5843,7887,3961,32
3,NEW LOTS AV,2019-08-19T00:00:00Z,5978,7997,3912,33
3,NEW LOTS AV,2019-08-26T00:00:00Z,5991,8259,4031,34
3,NEW LOTS AV,2019-09-02T00:00:00Z,6552,8047,2771,35
3,NEW LOTS AV,2019-09-09T00:00:00Z,5833,11003,4320,36
3,NEW LOTS AV,2019-09-16T00:00:00Z,571,11061,4405,37
3,NEW LOTS AV,2019-09-23T00:00:00Z,5828,11050,4404,38
3,NEW LOTS AV,2019-09-30T00:00:00Z,5827,9769,4065,39
3,NEW LOTS AV,2019-10-07T00:00:00Z,5921,10210,4308,40
3,NEW LOTS AV,2019-10-14T00:00:00Z,5683,9344,4032,41
3,NEW LOTS AV,2019-10-21T00:00:00Z,5207,10500,4408,42
3,NEW LOTS AV,2019-10-28T00:00:00Z,560,10255,4500,43
3,NEW LOTS AV,2019-11-04T00:00:00Z,5273,11522,5172,44
