linename,station,weekdate,weekend,weekday_am,weekday_pm,week
1,103 ST,2019-02-18T00:00:00Z,17185,7142,14045,7
1,103 ST,2019-02-25T00:00:00Z,18382,7912,15175,8
1,103 ST,2019-03-04T00:00:00Z,8402,7603,15438,9
1,103 ST,2019-03-11T00:00:00Z,17052,16001,13830,10
1,103 ST,2019-03-18T00:00:00Z,16129,14721,13112,11
1,103 ST,2019-03-25T00:00:00Z,16395,15511,13176,12
1,103 ST,2019-04-01T00:00:00Z,17236,16083,13548,13
1,103 ST,2019-04-08T00:00:00Z,17103,16193,13760,14
1,103 ST,2019-04-15T00:00:00Z,14924,14685,13359,15
1,103 ST,2019-04-22T00:00:00Z,16789,13293,12569,16
1,103 ST,2019-04-29T00:00:00Z,17919,16170,13765,17
1,103 ST,2019-05-06T00:00:00Z,16646,16061,14206,18
1,103 ST,2019-05-13T00:00:00Z,17931,16029,13869,19
1,103 ST,2019-05-20T00:00:00Z,16092,15410,14169,20
1,103 ST,2019-05-27T00:00:00Z,834,13578,12513,21
1,103 ST,2019-06-03T00:00:00Z,16512,15456,13896,22
1,103 ST,2019-06-10T00:00:00Z,817,15413,13542,23
1,103 ST,2019-06-17T00:00:00Z,744,15267,13077,24
1,103 ST,2019-06-24T00:00:00Z,16487,14432,12910,25
1,103 ST,2019-07-01T00:00:00Z,684,9869,11318,26
1,103 ST,2019-07-08T00:00:00Z,835,13393,12072,27
1,103 ST,2019-07-15T00:00:00Z,599,15813,10971,28
1,103 ST,2019-07-22T00:00:00Z,842,13540,12139,29
1,103 ST,2019-07-29T00:00:00Z,13567,13369,11862,30
1,103 ST,2019-08-05T00:00:00Z,14228,12995,11759,31
1,103 ST,2019-08-12T00:00:00Z,808,12668,11745,32
1,103 ST,2019-08-19T00:00:00Z,686,11731,11519,33
1,103 ST,2019-08-26T00:00:00Z,13087,11783,11751,34
1,103 ST,2019-09-02T00:00:00Z,15970,12084,11453,35
1,103 ST,2019-09-09T00:00:00Z,15002,16820,13537,36
1,103 ST,2019-09-16T00:00:00Z,15739,16635,13647,37
1,103 ST,2019-09-23T00:00:00Z,15707,16780,13941,38
1,103 ST,2019-09-30T00:00:00Z,5393,15072,13257,39
1,103 ST,2019-10-07T00:00:00Z,15775,15662,13346,40
1,103 ST,2019-10-14T00:00:00Z,16483,15195,13136,41
1,103 ST,2019-10-21T00:00:00Z,16247,16299,13730,42
1,103 ST,2019-10-28T00:00:00Z,17922,16326,14130,43
1,103 ST,2019-11-04T00:00:00Z,17907,7813,15403,44
1,103 ST,2019-11-11T00:00:00Z,16422,7316,14819,45
1,103 ST,2019-11-18T00:00:00Z,16835,7758,14891,46
1,103 ST,2019-11-25T00:00:00Z,14476,5164,12433,47
1,103 ST,2019-12-02T00:00:00Z,18304,7583,14929,48
1,103 ST,2019-12-09T00:00:00Z,18809,7553,15158,49
1,103 ST,2019-12-16T00:00:00Z,16637,7262,15220,50
1,103 ST,2019-12-23T00:00:00Z,14711,2526,10644,51
1,103 ST,2019-12-30T00:00:00Z,15131,3703,12278,52
1,103 ST,2020-01-06T00:00:00Z,15436,7426,13929,1
1,103 ST,2020-01-13T00:00:00Z,14669,6973,13294,2
1,103 ST,2020-01-20T00:00:00Z,14456,5935,13434,3
1,103 ST,2020-01-27T00:00:00Z,15713,7295,13838,4
1,103 ST,2020-02-03T00:00:00Z,14798,7359,14043,5
1,103 ST,2020-02-10T00:00:00Z,14279,7434,14091,6
1,116 ST-COLUMBIA,2019-02-18T00:00:00Z,16509,1738,37355,7
1,116 ST-COLUMBIA,2019-02-25T00:00:00Z,17954,2550,39796,8
1,116 ST-COLUMBIA,2019-03-04T00:00:00Z,10533,2546,38784,9
1,116 ST-COLUMBIA,2019-03-11T00:00:00Z,12964,5278,32318,10
1,116 ST-COLUMBIA,2019-03-18T00:00:00Z,12482,4293,20619,11
1,116 ST-COLUMBIA,2019-03-25T00:00:00Z,17839,4902,34988,12
1,116 ST-COLUMBIA,2019-04-01T00:00:00Z,17137,5437,35918,13
1,116 ST-COLUMBIA,2019-04-08T00:00:00Z,17804,5576,34418,14
1,116 ST-COLUMBIA,2019-04-15T00:00:00Z,13993,5034,33124,15
1,116 ST-COLUMBIA,2019-04-22T00:00:00Z,17304,4575,32645,16
1,116 ST-COLUMBIA,2019-04-29T00:00:00Z,15510,6727,33085,17
1,116 ST-COLUMBIA,2019-05-06T00:00:00Z,13385,5175,27859,18
1,116 ST-COLUMBIA,2019-05-13T00:00:00Z,17836,5050,26774,19
1,116 ST-COLUMBIA,2019-05-20T00:00:00Z,9323,4981,23005,20
1,116 ST-COLUMBIA,2019-05-27T00:00:00Z,1153,4310,18878,21
1,116 ST-COLUMBIA,2019-06-03T00:00:00Z,10420,5452,22081,22
1,116 ST-COLUMBIA,2019-06-10T00:00:00Z,529,5912,23034,23
1,116 ST-COLUMBIA,2019-06-17T00:00:00Z,674,5305,23421,24
1,116 ST-COLUMBIA,2019-06-24T00:00:00Z,12128,5161,24520,25
1,116 ST-COLUMBIA,2019-07-01T00:00:00Z,470,3814,17499,26
1,116 ST-COLUMBIA,2019-07-08T00:00:00Z,555,5616,24587,27
1,116 ST-COLUMBIA,2019-07-15T00:00:00Z,459,5567,23988,28
1,116 ST-COLUMBIA,2019-07-22T00:00:00Z,550,5951,24489,29
1,116 ST-COLUMBIA,2019-07-29T00:00:00Z,9528,4588,23918,30
1,116 ST-COLUMBIA,2019-08-05T00:00:00Z,8989,4134,21554,31
1,116 ST-COLUMBIA,2019-08-12T00:00:00Z,455,3633,20411,32
1,116 ST-COLUMBIA,2019-08-19T00:00:00Z,393,3290,20151,33
1,116 ST-COLUMBIA,2019-08-26T00:00:00Z,14356,3296,23871,34
1,116 ST-COLUMBIA,2019-09-02T00:00:00Z,16010,3594,28731,35
1,116 ST-COLUMBIA,2019-09-09T00:00:00Z,15837,5127,38451,36
1,116 ST-COLUMBIA,2019-09-16T00:00:00Z,17448,5220,37788,37
1,116 ST-COLUMBIA,2019-09-23T00:00:00Z,16710,6020,35104,38
1,116 ST-COLUMBIA,2019-09-30T00:00:00Z,3013,4718,36734,39
1,116 ST-COLUMBIA,2019-10-07T00:00:00Z,18447,5233,37189,40
1,116 ST-COLUMBIA,2019-10-14T00:00:00Z,19368,4827,38273,41
1,116 ST-COLUMBIA,2019-10-21T00:00:00Z,17481,5332,36831,42
1,116 ST-COLUMBIA,2019-10-28T00:00:00Z,16043,5334,37130,43
1,116 ST-COLUMBIA,2019-11-04T00:00:00Z,19325,2370,37014,44
1,116 ST-COLUMBIA,2019-11-11T00:00:00Z,18143,2354,42060,45
1,116 ST-COLUMBIA,2019-11-18T00:00:00Z,17264,2433,42367,46
1,116 ST-COLUMBIA,2019-11-25T00:00:00Z,9912,1914,22527,47
1,116 ST-COLUMBIA,2019-12-02T00:00:00Z,18669,2279,38999,48
1,116 ST-COLUMBIA,2019-12-09T00:00:00Z,16649,2325,36818,49
1,116 ST-COLUMBIA,2019-12-16T00:00:00Z,10632,2285,31719,50
1,116 ST-COLUMBIA,2019-12-23T00:00:00Z,8191,689,9067,51
1,116 ST-COLUMBIA,2019-12-30T00:00:00Z,7929,970,11531,52
1,116 ST-COLUMBIA,2020-01-06T00:00:00Z,8717,1991,25847,1
1,116 ST-COLUMBIA,2020-01-13T00:00:00Z,12460,1718,26915,2
1,116 ST-COLUMBIA,2020-01-20T00:00:00Z,14425,1755,32601,3
1,116 ST-COLUMBIA,2020-01-27T00:00:00Z,14932,2192,38045,4
1,116 ST-COLUMBIA,2020-02-03T00:00:00Z,14703,2179,37715,5
1,116 ST-COLUMBIA,2020-02-10T00:00:00Z,13476,2185,36811,6
1,125 ST,2019-02-18T00:00:00Z,9959,8744,11862,7
1,125 ST,2019-02-25T00:00:00Z,10260,11240,12992,8
1,125 ST,2019-03-04T00:00:00Z,6253,10687,12505,9
1,125 ST,2019-03-11T00:00:00Z,10041,4389,11718,10
1,125 ST,2019-03-18T00:00:00Z,10074,4149,11012,11
1,125 ST,2019-03-25T00:00:00Z,11265,5847,11868,12
1,125 ST,2019-04-01T00:00:00Z,10998,4632,11720,13
1,125 ST,2019-04-08T00:00:00Z,11573,4519,11848,14
1,125 ST,2019-04-15T00:00:00Z,8517,4132,11382,15
1,125 ST,2019-04-22T00:00:00Z,10390,3504,11025,16
1,125 ST,2019-04-29T00:00:00Z,10640,4608,12233,17
1,125 ST,2019-05-06T00:00:00Z,10391,4636,12275,18
1,125 ST,2019-05-13T00:00:00Z,10363,4505,11938,19
1,125 ST,2019-05-20T00:00:00Z,9531,4726,12226,20
1,125 ST,2019-05-27T00:00:00Z,972,3913,10593,21
1,125 ST,2019-06-03T00:00:00Z,10510,4434,11871,22
1,125 ST,2019-06-10T00:00:00Z,957,4315,11333,23
1,125 ST,2019-06-17T00:00:00Z,974,4126,13003,24
1,125 ST,2019-06-24T00:00:00Z,9749,3728,10812,25
1,125 ST,2019-07-01T00:00:00Z,674,2848,9469,26
1,125 ST,2019-07-08T00:00:00Z,869,2961,11187,27
1,125 ST,2019-07-15T00:00:00Z,690,5544,10450,28
1,125 ST,2019-07-22T00:00:00Z,897,3697,10919,29
1,125 ST,2019-07-29T00:00:00Z,8773,3585,10939,30
1,125 ST,2019-08-05T00:00:00Z,9287,3650,10586,31
1,125 ST,2019-08-12T00:00:00Z,863,3480,10725,32
1,125 ST,2019-08-19T00:00:00Z,762,3253,10315,33
1,125 ST,2019-08-26T00:00:00Z,8906,3227,10997,34
1,125 ST,2019-09-02T00:00:00Z,10485,3512,10894,35
1,125 ST,2019-09-09T00:00:00Z,9186,4904,12688,36
1,125 ST,2019-09-16T00:00:00Z,11134,4772,12381,37
1,125 ST,2019-09-23T00:00:00Z,10700,4931,12836,38
1,125 ST,2019-09-30T00:00:00Z,5979,4112,12234,39
1,125 ST,2019-10-07T00:00:00Z,10767,4226,12420,40
1,125 ST,2019-10-14T00:00:00Z,10760,4059,11962,41
1,125 ST,2019-10-21T00:00:00Z,10507,4493,12948,42
1,125 ST,2019-10-28T00:00:00Z,11620,4481,12710,43
1,125 ST,2019-11-04T00:00:00Z,11095,11587,13377,44
1,125 ST,2019-11-11T00:00:00Z,10298,10796,13498,45
1,125 ST,2019-11-18T00:00:00Z,10131,11527,13861,46
1,125 ST,2019-11-25T00:00:00Z,8111,8030,9743,47
1,125 ST,2019-12-02T00:00:00Z,10576,11030,13545,48
1,125 ST,2019-12-09T00:00:00Z,9539,10987,13543,49
1,125 ST,2019-12-16T00:00:00Z,9245,10559,13534,50
1,125 ST,2019-12-23T00:00:00Z,8481,5016,7978,51
1,125 ST,2019-12-30T00:00:00Z,7955,6078,8873,52
1,125 ST,2020-01-06T00:00:00Z,9253,9865,12381,1
1,125 ST,2020-01-13T00:00:00Z,10597,7679,12324,2
1,125 ST,2020-01-20T00:00:00Z,7609,8840,12479,3
1,125 ST,2020-01-27T00:00:00Z,9220,10465,13071,4
1,125 ST,2020-02-03T00:00:00Z,8050,10686,12939,5
1,125 ST,2020-02-10T00:00:00Z,7537,10574,12877,6
1,137 ST CITY COL,2019-02-18T00:00:00Z,15114,9686,14206,7
1,137 ST CITY COL,2019-02-25T00:00:00Z,15410,10241,17166,8
1,137 ST CITY COL,2019-03-04T00:00:00Z,7071,10759,16075,9
1,137 ST CITY COL,2019-03-11T00:00:00Z,15591,19359,14072,10
1,137 ST CITY COL,2019-03-18T00:00:00Z,15296,18756,13936,11
1,137 ST CITY COL,2019-03-25T00:00:00Z,15506,20900,14509,12
1,137 ST CITY COL,2019-04-01T00:00:00Z,16303,19685,14318,13
1,137 ST CITY COL,2019-04-08T00:00:00Z,16165,19778,14132,14
1,137 ST CITY COL,2019-04-15T00:00:00Z,26235,18803,13578,15
1,137 ST CITY COL,2019-04-22T00:00:00Z,23739,15922,9757,16
1,137 ST CITY COL,2019-04-29T00:00:00Z,15769,21804,14233,17
1,137 ST CITY COL,2019-05-06T00:00:00Z,15303,19357,14138,18
1,137 ST CITY COL,2019-05-13T00:00:00Z,30455,19212,13333,19
1,137 ST CITY COL,2019-05-20T00:00:00Z,15051,19275,12107,20
1,137 ST CITY COL,2019-05-27T00:00:00Z,670,16095,9605,21
1,137 ST CITY COL,2019-06-03T00:00:00Z,15253,18434,11006,22
1,137 ST CITY COL,2019-06-10T00:00:00Z,599,18777,11160,23
1,137 ST CITY COL,2019-06-17T00:00:00Z,601,17910,10855,24
1,137 ST CITY COL,2019-06-24T00:00:00Z,15108,16844,10277,25
1,137 ST CITY COL,2019-07-01T00:00:00Z,490,13399,9229,26
1,137 ST CITY COL,2019-07-08T00:00:00Z,498,15276,9966,27
1,137 ST CITY COL,2019-07-15T00:00:00Z,8852,16441,9320,28
1,137 ST CITY COL,2019-07-22T00:00:00Z,6688,17675,9608,29
1,137 ST CITY COL,2019-07-29T00:00:00Z,12879,15862,9162,30
1,137 ST CITY COL,2019-08-05T00:00:00Z,13754,15617,8965,31
1,137 ST CITY COL,2019-08-12T00:00:00Z,2724,15391,8968,32
1,137 ST CITY COL,2019-08-19T00:00:00Z,3249,15337,8654,33
1,137 ST CITY COL,2019-08-26T00:00:00Z,13346,15189,12319,34
1,137 ST CITY COL,2019-09-02T00:00:00Z,15048,15381,11856,35
1,137 ST CITY COL,2019-09-09T00:00:00Z,24783,20094,14192,36
1,137 ST CITY COL,2019-09-16T00:00:00Z,15027,18709,14094,37
1,137 ST CITY COL,2019-09-23T00:00:00Z,14964,20084,14260,38
1,137 ST CITY COL,2019-09-30T00:00:00Z,4690,18046,11839,39
1,137 ST CITY COL,2019-10-07T00:00:00Z,14843,18478,12607,40
1,137 ST CITY COL,2019-10-14T00:00:00Z,14987,18082,13459,41
1,137 ST CITY COL,2019-10-21T00:00:00Z,14660,19666,14615,42
1,137 ST CITY COL,2019-10-28T00:00:00Z,15584,19323,14165,43
1,137 ST CITY COL,2019-11-04T00:00:00Z,15612,11718,17018,44
1,137 ST CITY COL,2019-11-11T00:00:00Z,15348,11012,16475,45
1,137 ST CITY COL,2019-11-18T00:00:00Z,14794,11772,16942,46
1,137 ST CITY COL,2019-11-25T00:00:00Z,12386,8187,12420,47
1,137 ST CITY COL,2019-12-02T00:00:00Z,15708,11413,15744,48
1,137 ST CITY COL,2019-12-09T00:00:00Z,15432,11346,15980,49
1,137 ST CITY COL,2019-12-16T00:00:00Z,14681,10885,14560,50
1,137 ST CITY COL,2019-12-23T00:00:00Z,12974,5533,8782,51
1,137 ST CITY COL,2019-12-30T00:00:00Z,13374,6876,9657,52
1,137 ST CITY COL,2020-01-06T00:00:00Z,14278,11474,11991,1
1,137 ST CITY COL,2020-01-13T00:00:00Z,24890,10420,11786,2
1,137 ST CITY COL,2020-01-20T00:00:00Z,23562,9476,11652,3
1,137 ST CITY COL,2020-01-27T00:00:00Z,14539,11145,16326,4
1,137 ST CITY COL,2020-02-03T00:00:00Z,24627,11469,15833,5
1,137 ST CITY COL,2020-02-10T00:00:00Z,23338,11315,14643,6
1,145 ST,2019-02-18T00:00:00Z,13251,14844,10074,7
1,145 ST,2019-02-25T00:00:00Z,13326,17895,10715,8
1,145 ST,2019-03-04T00:00:00Z,17635,17172,10496,9
1,145 ST,2019-03-11T00:00:00Z,14349,8910,10024,10
1,145 ST,2019-03-18T00:00:00Z,14562,8623,9520,11
1,145 ST,2019-03-25T00:00:00Z,14293,11137,9728,12
1,145 ST,2019-04-01T00:00:00Z,14962,9300,9774,13
1,145 ST,2019-04-08T00:00:00Z,14668,11578,9814,14
1,145 ST,2019-04-15T00:00:00Z,969,8433,9277,15
1,145 ST,2019-04-22T00:00:00Z,5035,7334,9003,16
1,145 ST,2019-04-29T00:00:00Z,13341,9045,9467,17
1,145 ST,2019-05-06T00:00:00Z,13221,8979,9734,18
1,145 ST,2019-05-13T00:00:00Z,1050,8961,9821,19
1,145 ST,2019-05-20T00:00:00Z,13437,8753,9876,20
1,145 ST,2019-05-27T00:00:00Z,1040,7632,9388,21
1,145 ST,2019-06-03T00:00:00Z,14487,8460,9885,22
1,145 ST,2019-06-10T00:00:00Z,922,7867,9696,23
1,145 ST,2019-06-17T00:00:00Z,949,7724,9283,24
1,145 ST,2019-06-24T00:00:00Z,13427,7253,9217,25
1,145 ST,2019-07-01T00:00:00Z,811,5761,8445,26
1,145 ST,2019-07-08T00:00:00Z,8621,7345,8244,27
1,145 ST,2019-07-15T00:00:00Z,6019,6425,8253,28
1,145 ST,2019-07-22T00:00:00Z,6928,7208,8400,29
1,145 ST,2019-07-29T00:00:00Z,11968,9324,8472,30
1,145 ST,2019-08-05T00:00:00Z,12283,7127,8505,31
1,145 ST,2019-08-12T00:00:00Z,5866,6909,8436,32
1,145 ST,2019-08-19T00:00:00Z,5697,6779,8432,33
1,145 ST,2019-08-26T00:00:00Z,11971,6728,8520,34
1,145 ST,2019-09-02T00:00:00Z,13241,6974,8057,35
1,145 ST,2019-09-09T00:00:00Z,906,9361,9423,36
1,145 ST,2019-09-16T00:00:00Z,12903,8807,9373,37
1,145 ST,2019-09-23T00:00:00Z,12756,9267,9509,38
1,145 ST,2019-09-30T00:00:00Z,20269,8430,9550,39
1,145 ST,2019-10-07T00:00:00Z,13782,8568,9477,40
1,145 ST,2019-10-14T00:00:00Z,13663,8345,9374,41
1,145 ST,2019-10-21T00:00:00Z,13001,9133,9711,42
1,145 ST,2019-10-28T00:00:00Z,15003,9157,9810,43
1,145 ST,2019-11-04T00:00:00Z,13718,17566,10747,44
1,145 ST,2019-11-11T00:00:00Z,13618,17390,11020,45
1,145 ST,2019-11-18T00:00:00Z,13554,17955,11279,46
1,145 ST,2019-11-25T00:00:00Z,11669,12617,9701,47
1,145 ST,2019-12-02T00:00:00Z,14336,17829,11470,48
1,145 ST,2019-12-09T00:00:00Z,14271,17528,10437,49
1,145 ST,2019-12-16T00:00:00Z,12989,16667,10779,50
1,145 ST,2019-12-23T00:00:00Z,12117,8351,8455,51
1,145 ST,2019-12-30T00:00:00Z,12413,10088,9127,52
1,145 ST,2020-01-06T00:00:00Z,13611,16268,10019,1
1,145 ST,2020-01-13T00:00:00Z,138,13822,9872,2
1,145 ST,2020-01-20T00:00:00Z,81,14205,9833,3
1,145 ST,2020-01-27T00:00:00Z,12448,16711,9941,4
1,145 ST,2020-02-03T00:00:00Z,123,16563,10085,5
1,145 ST,2020-02-10T00:00:00Z,91,16405,9870,6
1,157 ST,2019-02-18T00:00:00Z,16105,11305,13568,7
1,157 ST,2019-02-25T00:00:00Z,16400,12335,14962,8
1,157 ST,2019-03-04T00:00:00Z,17185,11491,14919,9
1,157 ST,2019-03-11T00:00:00Z,16706,19269,12749,10
1,157 ST,2019-03-18T00:00:00Z,16826,18280,12254,11
1,157 ST,2019-03-25T00:00:00Z,17045,18781,12901,12
1,157 ST,2019-04-01T00:00:00Z,17197,19742,12565,13
1,157 ST,2019-04-08T00:00:00Z,18826,19497,12714,14
1,157 ST,2019-04-15T00:00:00Z,615,17819,12432,15
1,157 ST,2019-04-22T00:00:00Z,6059,15589,11786,16
1,157 ST,2019-04-29T00:00:00Z,15664,20356,12413,17
1,157 ST,2019-05-06T00:00:00Z,15555,19085,12602,18
1,157 ST,2019-05-13T00:00:00Z,614,18843,12226,19
1,157 ST,2019-05-20T00:00:00Z,15266,17582,11782,20
1,157 ST,2019-05-27T00:00:00Z,710,14502,10880,21
1,157 ST,2019-06-03T00:00:00Z,15769,17757,12788,22
1,157 ST,2019-06-10T00:00:00Z,568,17219,12566,23
1,157 ST,2019-06-17T00:00:00Z,643,17696,12166,24
1,157 ST,2019-06-24T00:00:00Z,14406,15784,12273,25
1,157 ST,2019-07-01T00:00:00Z,562,11811,10428,26
1,157 ST,2019-07-08T00:00:00Z,8876,14530,11611,27
1,157 ST,2019-07-15T00:00:00Z,7408,15621,10800,28
1,157 ST,2019-07-22T00:00:00Z,9684,15536,11562,29
1,157 ST,2019-07-29T00:00:00Z,13573,15260,11474,30
1,157 ST,2019-08-05T00:00:00Z,14155,14927,11185,31
1,157 ST,2019-08-12T00:00:00Z,7403,13514,11195,32
1,157 ST,2019-08-19T00:00:00Z,6458,14180,10792,33
1,157 ST,2019-08-26T00:00:00Z,13731,14649,10939,34
1,157 ST,2019-09-02T00:00:00Z,15337,14751,10628,35
1,157 ST,2019-09-09T00:00:00Z,582,19598,12389,36
1,157 ST,2019-09-16T00:00:00Z,14677,19254,12262,37
1,157 ST,2019-09-23T00:00:00Z,14878,19360,12392,38
1,157 ST,2019-09-30T00:00:00Z,15352,17518,12181,39
1,157 ST,2019-10-07T00:00:00Z,15083,18202,12451,40
1,157 ST,2019-10-14T00:00:00Z,14978,17469,10447,41
1,157 ST,2019-10-21T00:00:00Z,14520,18951,12695,42
1,157 ST,2019-10-28T00:00:00Z,16521,18719,12473,43
1,157 ST,2019-11-04T00:00:00Z,16665,12162,14874,44
1,157 ST,2019-11-11T00:00:00Z,16036,11789,14936,45
1,157 ST,2019-11-18T00:00:00Z,15633,12702,15309,46
1,157 ST,2019-11-25T00:00:00Z,13563,8630,11880,47
1,157 ST,2019-12-02T00:00:00Z,16718,11976,15167,48
1,157 ST,2019-12-09T00:00:00Z,16706,11806,14915,49
1,157 ST,2019-12-16T00:00:00Z,14725,11131,14965,50
1,157 ST,2019-12-23T00:00:00Z,12890,5314,8393,51
1,157 ST,2019-12-30T00:00:00Z,13311,6254,9027,52
1,157 ST,2020-01-06T00:00:00Z,14460,10113,10718,1
1,157 ST,2020-01-13T00:00:00Z,764,9985,10220,2
1,157 ST,2020-01-20T00:00:00Z,804,7464,10151,3
1,157 ST,2020-01-27T00:00:00Z,12961,10382,10495,4
1,157 ST,2020-02-03T00:00:00Z,726,10398,10499,5
1,157 ST,2020-02-10T00:00:00Z,697,9904,10403,6
1,18 ST,2019-02-18T00:00:00Z,7865,6622,16236,7
1,18 ST,2019-02-25T00:00:00Z,8198,8153,19786,8
1,18 ST,2019-03-04T00:00:00Z,8761,7915,19101,9
1,18 ST,2019-03-11T00:00:00Z,7828,1507,20628,10
1,18 ST,2019-03-18T00:00:00Z,6420,1360,18821,11
1,18 ST,2019-03-25T00:00:00Z,10035,1338,19057,12
1,18 ST,2019-04-01T00:00:00Z,10592,1602,19930,13
1,18 ST,2019-04-08T00:00:00Z,9229,1583,19116,14
1,18 ST,2019-04-15T00:00:00Z,7412,1368,18564,15
1,18 ST,2019-04-22T00:00:00Z,8832,1414,17778,16
1,18 ST,2019-04-29T00:00:00Z,6175,1543,18806,17
1,18 ST,2019-05-06T00:00:00Z,8061,1607,18872,18
1,18 ST,2019-05-13T00:00:00Z,8878,1640,19567,19
1,18 ST,2019-05-20T00:00:00Z,6936,1644,17729,20
1,18 ST,2019-05-27T00:00:00Z,8933,1329,16481,21
1,18 ST,2019-06-03T00:00:00Z,6667,1556,19196,22
1,18 ST,2019-06-10T00:00:00Z,7542,1542,18614,23
1,18 ST,2019-06-17T00:00:00Z,7486,1511,19293,24
1,18 ST,2019-06-24T00:00:00Z,12577,1521,18804,25
1,18 ST,2019-07-01T00:00:00Z,5376,911,12784,26
1,18 ST,2019-07-08T00:00:00Z,7106,1392,17829,27
1,18 ST,2019-07-15T00:00:00Z,5819,1430,17266,28
1,18 ST,2019-07-22T00:00:00Z,6906,1428,18521,29
1,18 ST,2019-07-29T00:00:00Z,7425,1289,17563,30
1,18 ST,2019-08-05T00:00:00Z,7530,1304,18063,31
1,18 ST,2019-08-12T00:00:00Z,918,1214,16941,32
1,18 ST,2019-08-19T00:00:00Z,845,1181,16374,33
1,18 ST,2019-08-26T00:00:00Z,6143,1086,15706,34
1,18 ST,2019-09-02T00:00:00Z,8174,1118,15225,35
1,18 ST,2019-09-09T00:00:00Z,7620,2371,19254,36
1,18 ST,2019-09-16T00:00:00Z,8292,1633,19182,37
1,18 ST,2019-09-23T00:00:00Z,8813,1713,19974,38
1,18 ST,2019-09-30T00:00:00Z,9090,1434,18980,39
1,18 ST,2019-10-07T00:00:00Z,9242,1473,18796,40
1,18 ST,2019-10-14T00:00:00Z,8975,1452,19185,41
1,18 ST,2019-10-21T00:00:00Z,9042,1571,19871,42
1,18 ST,2019-10-28T00:00:00Z,9703,1541,19606,43
1,18 ST,2019-11-04T00:00:00Z,9727,8018,20678,44
1,18 ST,2019-11-11T00:00:00Z,8466,8100,19974,45
1,18 ST,2019-11-18T00:00:00Z,8560,8017,20154,46
1,18 ST,2019-11-25T00:00:00Z,6402,4801,12734,47
1,18 ST,2019-12-02T00:00:00Z,9438,8195,19943,48
1,18 ST,2019-12-09T00:00:00Z,9523,5063,12429,49
1,18 ST,2019-12-16T00:00:00Z,8001,7901,19870,50
1,18 ST,2019-12-23T00:00:00Z,6462,2237,8687,51
1,18 ST,2019-12-30T00:00:00Z,6777,3536,11284,52
1,18 ST,2020-01-06T00:00:00Z,7154,7402,18628,1
1,18 ST,2020-01-13T00:00:00Z,7676,6920,17565,2
1,18 ST,2020-01-20T00:00:00Z,7194,6326,16247,3
1,18 ST,2020-01-27T00:00:00Z,7493,7291,18172,4
1,18 ST,2020-02-03T00:00:00Z,7208,7338,17779,5
1,18 ST,2020-02-10T00:00:00Z,7414,7274,17764,6
1,181 ST,2019-02-18T00:00:00Z,15266,15679,14454,7
1,181 ST,2019-02-25T00:00:00Z,14703,20881,16017,8
1,181 ST,2019-03-04T00:00:00Z,14543,16426,15695,9
1,181 ST,2019-03-11T00:00:00Z,16632,12051,15086,10
1,181 ST,2019-03-18T00:00:00Z,16398,11561,14827,11
1,181 ST,2019-03-25T00:00:00Z,15963,11446,14975,12
1,181 ST,2019-04-01T00:00:00Z,16934,12029,14770,13
1,181 ST,2019-04-08T00:00:00Z,16778,14542,14881,14
1,181 ST,2019-04-15T00:00:00Z,932,10611,14058,15
1,181 ST,2019-04-22T00:00:00Z,5171,9099,12836,16
1,181 ST,2019-04-29T00:00:00Z,14047,9337,14260,17
1,181 ST,2019-05-06T00:00:00Z,14689,11856,14236,18
1,181 ST,2019-05-13T00:00:00Z,1038,11684,14139,19
1,181 ST,2019-05-20T00:00:00Z,14665,11699,14157,20
1,181 ST,2019-05-27T00:00:00Z,982,9929,12575,21
1,181 ST,2019-06-03T00:00:00Z,15010,12961,13906,22
1,181 ST,2019-06-10T00:00:00Z,779,12846,13685,23
1,181 ST,2019-06-17T00:00:00Z,958,10794,13430,24
1,181 ST,2019-06-24T00:00:00Z,13140,9150,13531,25
1,181 ST,2019-07-01T00:00:00Z,839,9532,11938,26
1,181 ST,2019-07-08T00:00:00Z,9756,9544,12203,27
1,181 ST,2019-07-15T00:00:00Z,7867,9122,11820,28
1,181 ST,2019-07-22T00:00:00Z,9688,8604,12716,29
1,181 ST,2019-07-29T00:00:00Z,12679,9180,12649,30
1,181 ST,2019-08-05T00:00:00Z,13648,8949,11673,31
1,181 ST,2019-08-12T00:00:00Z,9247,9054,12750,32
1,181 ST,2019-08-19T00:00:00Z,9009,10651,11847,33
1,181 ST,2019-08-26T00:00:00Z,12924,8571,12716,34
1,181 ST,2019-09-02T00:00:00Z,14068,8294,12074,35
1,181 ST,2019-09-09T00:00:00Z,957,11054,13542,36
1,181 ST,2019-09-16T00:00:00Z,13613,11466,13612,37
1,181 ST,2019-09-23T00:00:00Z,13677,12072,13902,38
1,181 ST,2019-09-30T00:00:00Z,14083,10525,12994,39
1,181 ST,2019-10-07T00:00:00Z,14905,11221,13516,40
1,181 ST,2019-10-14T00:00:00Z,14141,10765,12891,41
1,181 ST,2019-10-21T00:00:00Z,13935,11365,14156,42
1,181 ST,2019-10-28T00:00:00Z,16500,11434,14049,43
1,181 ST,2019-11-04T00:00:00Z,14777,19703,15604,44
1,181 ST,2019-11-11T00:00:00Z,14640,18664,15325,45
1,181 ST,2019-11-18T00:00:00Z,14255,20341,16089,46
