linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
6,ELDER AV,2022-04-11T00:00:00Z,1029,524,8394,1815,15,2019-04-15T00:00:00Z,1629,949,13974,3424,0.6316758747697975,0.5521601685985248,0.600686990124517,0.5300817757009346,40.828584,-73.879159
E,JAMAICA VAN WK,2022-02-21T00:00:00Z,633,819,3261,2560,8,2019-02-25T00:00:00Z,559,776,6589,5218,1.1323792486583184,1.0554123711340206,0.49491576870541815,0.4906094288999617,40.70289855,-73.81701287
BQ,AVENUE U,2022-02-21T00:00:00Z,554,914,3895,3194,8,2019-02-25T00:00:00Z,989,1769,10359,6723,0.5601617795753286,0.5166760881854154,0.3760015445506323,0.47508552729436265,40.59930895,-73.95581122
6,PARKCHESTER,2022-01-17T00:00:00Z,1176,987,12071,3979,3,2020-01-20T00:00:00Z,2240,2214,23175,8752,0.525,0.44579945799457993,0.5208629989212513,0.4546389396709324,40.833226,-73.860816
456,86 ST,2022-02-21T00:00:00Z,1654,6080,13549,37163,8,2019-02-25T00:00:00Z,3739,15182,55037,72235,0.4423642685209949,0.40047424581741536,0.2461798426513073,0.5144735931335225,40.779492,-73.955589
45,138/GRAND CONC,2022-04-04T00:00:00Z,195,456,1718,2654,14,2019-04-08T00:00:00Z,439,833,3490,4240,0.44419134396355353,0.5474189675870348,0.49226361031518623,0.6259433962264151,40.813224,-73.929849
25,174 ST,2022-02-21T00:00:00Z,468,622,3297,2367,8,2019-02-25T00:00:00Z,921,1397,9351,6655,0.50814332247557,0.44523979957050824,0.35258261148540265,0.35567242674680694,40.83719555,-73.8876936
NRW,23 ST,2022-01-17T00:00:00Z,409,2785,2200,9829,3,2020-01-20T00:00:00Z,573,2934,13001,45658,0.7137870855148342,0.9492160872528971,0.1692177524805784,0.21527443164396162,40.74130267,-73.989344
BC,116 ST,2022-04-04T00:00:00Z,283,784,4368,3408,14,2019-04-08T00:00:00Z,584,1873,10717,8523,0.4845890410958904,0.41857981847303793,0.4075767472240366,0.3998592045054558,40.80505813,-73.95479778
2,WAKEFIELD/241,2022-01-17T00:00:00Z,486,501,3817,2053,3,2020-01-20T00:00:00Z,863,987,6988,4207,0.5631517960602549,0.5075987841945289,0.5462220950200344,0.4879961968148324,40.903125,-73.85062
JZ,BROAD ST,2022-04-18T00:00:00Z,87,524,509,4629,16,2019-04-22T00:00:00Z,170,1337,1187,19403,0.5117647058823529,0.3919222139117427,0.42881213142375735,0.23857135494511159,40.706476,-74.011056
NRW,28 ST,2022-04-18T00:00:00Z,134,1501,414,7769,16,2019-04-22T00:00:00Z,274,4073,1567,32029,0.48905109489051096,0.3685244291676897,0.26419910657306955,0.2425614287052359,40.745454,-73.988698
6,23 ST,2022-03-07T00:00:00Z,246,2167,2968,20865,10,2019-03-11T00:00:00Z,606,3383,16573,56437,0.40594059405940597,0.6405557197753473,0.1790864659385748,0.3697042720201286,40.739864,-73.986599
C,155 ST,2022-03-21T00:00:00Z,216,232,2563,773,12,2019-03-25T00:00:00Z,467,650,5202,1816,0.4625267665952891,0.3569230769230769,0.4926951172625913,0.42566079295154186,40.830518,-73.941514
NRW,8 ST-NYU,2022-03-14T00:00:00Z,166,2780,850,9046,11,2019-03-18T00:00:00Z,327,7093,3165,28130,0.5076452599388379,0.3919357112646271,0.2685624012638231,0.32157838606469963,40.730465,-73.992508
BQ,SHEEPSHEAD BAY,2022-03-07T00:00:00Z,711,988,10088,6504,10,2019-03-11T00:00:00Z,2006,2352,32678,10829,0.3544366899302094,0.4200680272108844,0.3087092233306812,0.6006094745590544,40.58654755,-73.95405791
23,HOYT ST,2022-03-07T00:00:00Z,231,1213,2514,7851,10,2019-03-11T00:00:00Z,160,2908,1605,16669,1.44375,0.4171251719394773,1.5663551401869158,0.4709940608314836,40.69054419,-73.9850638
G,FULTON ST,2022-01-31T00:00:00Z,338,970,2827,5211,5,2020-02-03T00:00:00Z,783,3044,6278,11436,0.43167305236270753,0.31865965834428384,0.45030264415418925,0.4556663168940189,40.687119,-73.975375
456,86 ST,2022-02-14T00:00:00Z,1710,7269,18541,42745,7,2019-02-18T00:00:00Z,3544,14051,43055,65270,0.48250564334085777,0.5173297274215358,0.4306352340030194,0.6548950513252643,40.779492,-73.955589
L,EAST 105 ST,2022-03-07T00:00:00Z,157,210,2379,1397,10,2019-03-11T00:00:00Z,521,481,7964,2356,0.30134357005758156,0.4365904365904366,0.2987192365645404,0.5929541595925297,40.65046879,-73.89954769
4,FORDHAM RD,2022-03-14T00:00:00Z,922,1444,7143,5245,11,2019-03-18T00:00:00Z,1579,2571,11718,10510,0.5839138695376821,0.5616491637495138,0.6095750128008193,0.49904852521408183,40.862803,-73.901034
S2345,BOTANIC GARDEN,2022-02-14T00:00:00Z,34,155,481,1080,7,2019-02-18T00:00:00Z,51,517,555,1369,0.6666666666666666,0.29980657640232106,0.8666666666666667,0.7888970051132214,40.67034267,-73.959245
C,SHEPHERD AV,2022-02-14T00:00:00Z,265,191,2987,979,7,2019-02-18T00:00:00Z,493,489,4101,1781,0.537525354969574,0.39059304703476483,0.728358936844672,0.5496911847276811,40.67413,-73.88075
D,71 ST,2022-04-11T00:00:00Z,556,410,4739,1148,15,2019-04-15T00:00:00Z,900,963,9592,3295,0.6177777777777778,0.4257528556593977,0.49405754795663054,0.3484066767830046,40.61925871,-73.99884095
FM,23 ST,2022-03-21T00:00:00Z,146,2605,1977,19893,12,2019-03-25T00:00:00Z,142,3205,4871,64884,1.028169014084507,0.8127925117004681,0.405871484294806,0.30659330497503234,40.74295432,-73.992765
N,AVENUE U,2022-01-31T00:00:00Z,413,427,2731,1594,5,2020-02-03T00:00:00Z,774,784,5067,2707,0.5335917312661499,0.5446428571428571,0.5389776988356029,0.5888437384558551,40.597236,-73.979084
BQ,AVENUE U,2022-01-17T00:00:00Z,374,672,4422,3010,3,2020-01-20T00:00:00Z,764,1500,7775,6003,0.4895287958115183,0.448,0.5687459807073955,0.501415958687323,40.59930895,-73.95581122
L,GRAHAM AV,2022-02-07T00:00:00Z,647,1242,6374,5194,6,2020-02-10T00:00:00Z,1,0,23904,10234,647,"NA",0.2666499330655957,0.5075239398084815,40.714576,-73.943944
L,DEKALB AV,2022-03-14T00:00:00Z,762,1207,7213,4871,11,2019-03-18T00:00:00Z,790,2879,14186,9564,0.9645569620253165,0.4192427926363321,0.5084590441280136,0.509305729820159,40.703693,-73.918232
6,MIDDLETOWN RD,2022-03-07T00:00:00Z,134,86,2472,644,10,2019-03-11T00:00:00Z,310,244,5941,1064,0.432258064516129,0.3524590163934426,0.4160915670762498,0.6052631578947368,40.843863,-73.836322
6,CYPRESS AV,2022-01-03T00:00:00Z,178,269,1205,1573,1,2020-01-06T00:00:00Z,361,722,3473,4910,0.4930747922437673,0.37257617728531855,0.34696228044917937,0.32036659877800405,40.805368,-73.914042
D,79 ST,2022-03-28T00:00:00Z,653,423,6769,2337,13,2019-04-01T00:00:00Z,0,0,11130,3593,"NA","NA",0.6081761006289308,0.6504313943779572,40.61315893,-74.00058287
6,103 ST,2022-03-07T00:00:00Z,588,1198,4900,10190,10,2019-03-11T00:00:00Z,1513,3088,15576,16381,0.38863185723727695,0.38795336787564766,0.3145865434001027,0.6220621451681827,40.7906,-73.947478
D,FT HAMILTON PKY,2022-01-03T00:00:00Z,187,380,2528,2883,1,2020-01-06T00:00:00Z,425,856,4325,5334,0.44,0.4439252336448598,0.5845086705202313,0.5404949381327334,40.64091271,-73.99420224
MR,NORTHERN BLVD,2022-04-18T00:00:00Z,557,540,5452,2509,16,2019-04-22T00:00:00Z,1101,1396,12145,5268,0.5059037238873751,0.3868194842406877,0.4489090160559901,0.4762718299164768,40.75282483,-73.90606508
1,103 ST,2022-01-03T00:00:00Z,246,1260,2439,5785,1,2020-01-06T00:00:00Z,532,3968,7426,13929,0.462406015037594,0.3175403225806452,0.3284406140587126,0.41532055423935677,40.799446,-73.968379
BQ,AVENUE J,2022-01-10T00:00:00Z,766,695,4911,3605,2,2020-01-13T00:00:00Z,1458,1349,11707,7046,0.5253772290809328,0.5151964418087472,0.41949261125822157,0.5116378086857791,40.62502282,-73.96069316
6,28 ST,2022-01-17T00:00:00Z,253,1529,1314,10889,3,2020-01-20T00:00:00Z,562,4247,4079,37731,0.4501779359430605,0.36001883682599484,0.32213777886736944,0.2885955845326124,40.74307,-73.984264
3,HARLEM 148 ST,2022-01-03T00:00:00Z,406,301,2932,1386,1,2020-01-06T00:00:00Z,947,1095,8279,3767,0.42872228088701164,0.27488584474885847,0.3541490518178524,0.3679320414122644,40.82388,-73.93647
F,18 AV,2022-01-10T00:00:00Z,1,6,3411,2767,2,2020-01-13T00:00:00Z,0,1,7361,4671,"NA",6,0.4633881266132319,0.5923785056733034,40.62975467,-73.976971
ACE23,PARK PLACE,2022-02-14T00:00:00Z,789,2703,10300,41391,7,2019-02-18T00:00:00Z,1853,9254,29437,108345,0.42579600647598487,0.29208990706721416,0.34989978598362603,0.38202962757856845,"NA","NA"
Q,OCEAN PKWY,2022-03-14T00:00:00Z,190,515,1940,1933,11,2019-03-18T00:00:00Z,354,979,3850,3474,0.536723163841808,0.526046986721144,0.5038961038961038,0.556419113413932,40.57631167,-73.968501
LNQR456W,14 ST-UNION SQ,2022-01-24T00:00:00Z,808,8393,7117,56660,4,2020-01-27T00:00:00Z,2453,35645,18032,194390,0.3293925805136568,0.23546079394024408,0.39468722271517304,0.2914758989659962,40.73476331,-73.99066977
5,MORRIS PARK,2022-02-28T00:00:00Z,123,130,2795,651,9,2019-03-04T00:00:00Z,272,223,5235,1091,0.4522058823529412,0.5829596412556054,0.5339063992359121,0.5967002749770852,40.854364,-73.860495
A,181 ST,2022-03-28T00:00:00Z,646,835,10004,3239,13,2019-04-01T00:00:00Z,1632,2241,21943,7373,0.3958333333333333,0.3726015171798304,0.4559084901791004,0.43930557439305573,40.851695,-73.937969
1,TOMPKINSVILLE,2022-01-10T00:00:00Z,65,38,459,292,2,2020-01-13T00:00:00Z,1,11,877,756,65,3.4545454545454546,0.5233751425313569,0.3862433862433862,40.63777315,-74.07515765
4,170 ST,2022-03-21T00:00:00Z,704,801,6540,3685,12,2019-03-25T00:00:00Z,1216,1802,10966,8032,0.5789473684210527,0.4445061043285239,0.5963888382272479,0.4587898406374502,40.840075,-73.917791
F,NEPTUNE AV,2022-01-31T00:00:00Z,0,0,992,665,5,2020-02-03T00:00:00Z,204,412,2087,1305,0,0,0.4753234307618591,0.5095785440613027,40.58073876,-73.97459273
NQRW,49 ST,2022-01-03T00:00:00Z,885,3157,3695,11729,1,2020-01-06T00:00:00Z,2014,8752,11511,53295,0.4394240317775571,0.36071755027422303,0.320997306923812,0.22007693029364855,40.75980197,-73.98420957
RNW,CORTLANDT ST,2022-01-31T00:00:00Z,173,920,2134,9145,5,2020-02-03T00:00:00Z,134,5079,5151,52511,1.291044776119403,0.18113801929513684,0.41428848767229665,0.17415398678372151,40.71051298,-74.01113196
1,DYCKMAN ST,2022-01-10T00:00:00Z,842,790,5986,4007,2,2020-01-13T00:00:00Z,0,0,10182,7643,"NA","NA",0.5879002160675703,0.5242705743817873,40.860531,-73.925536
MR,NORTHERN BLVD,2022-02-14T00:00:00Z,348,603,4715,3540,7,2019-02-18T00:00:00Z,779,1272,7057,6491,0.4467265725288832,0.4740566037735849,0.6681309338245713,0.545370513018025,40.75282483,-73.90606508
EM6,LEXINGTON AV/53,2022-03-14T00:00:00Z,361,2529,2364,33846,11,2019-03-18T00:00:00Z,321,3728,6052,123204,1.1246105919003115,0.6783798283261803,0.3906146728354263,0.2747151066523814,40.75746831,-73.96907237
JZ,121 ST,2022-02-21T00:00:00Z,0,0,1412,1076,8,2019-02-25T00:00:00Z,471,560,4319,3265,0,0,0.3269275295207224,0.32955589586523737,40.700482,-73.828349
25,BEVERLY RD,2022-03-21T00:00:00Z,350,356,4151,1399,12,2019-03-25T00:00:00Z,652,859,8681,2794,0.5368098159509203,0.41443538998835855,0.47817071765925584,0.5007158196134575,40.64512352,-73.94884798
G,CLASSON AV,2022-03-28T00:00:00Z,127,611,2042,3222,13,2019-04-01T00:00:00Z,261,1180,4687,5722,0.48659003831417624,0.5177966101694915,0.43567313846810324,0.5630898287312128,40.688889,-73.95999
L,JEFFERSON ST,2022-04-18T00:00:00Z,391,1347,2355,3729,16,2019-04-22T00:00:00Z,592,2101,4900,8472,0.660472972972973,0.6411232746311281,0.4806122448979592,0.4401558073654391,40.70660667,-73.922913
J,CYPRESS HILLS,2022-03-14T00:00:00Z,2,0,1606,589,11,2019-03-18T00:00:00Z,1,0,2770,1269,2,"NA",0.5797833935018051,0.4641449960598897,40.689616,-73.873322
1,116 ST-COLUMBIA,2022-02-28T00:00:00Z,122,1331,1182,12556,9,2019-03-04T00:00:00Z,196,2938,2546,38784,0.6224489795918368,0.4530292716133424,0.4642576590730558,0.3237417491749175,40.807722,-73.96411
456,86 ST,2022-04-18T00:00:00Z,1085,7799,4934,35248,16,2019-04-22T00:00:00Z,1071,15247,22388,68071,1.0130718954248366,0.5115104610743098,0.22038592102912274,0.5178122842326395,40.779492,-73.955589
456JZ,BROOKLYN BRIDGE,2022-03-21T00:00:00Z,295,2566,2333,28262,12,2019-03-25T00:00:00Z,566,7172,5542,70837,0.5212014134275619,0.3577802565532627,0.420967159870083,0.3989722884933015,40.71323379,-74.00340673
ACJLZ,BROADWAY JCT,2022-02-21T00:00:00Z,1233,1038,5394,4186,8,2019-02-25T00:00:00Z,3732,3265,15504,9506,0.33038585209003213,0.31791730474732005,0.3479102167182663,0.44035346097201766,40.67833367,-73.905316
FG,SMITH-9 ST,2022-03-14T00:00:00Z,112,471,1330,3516,11,2019-03-18T00:00:00Z,262,1403,2945,7513,0.42748091603053434,0.33570919458303633,0.45161290322580644,0.4679888193797418,40.67364106,-73.99589173
4567S,GRD CNTRL-42 ST,2022-01-17T00:00:00Z,2825,8916,25299,61535,3,2020-01-20T00:00:00Z,8024,26042,93543,291396,0.35206879361914256,0.3423700176637739,0.27045316057855745,0.21117311150461915,40.75180743,-73.9767133
3,145 ST,2022-02-07T00:00:00Z,302,329,3697,1934,6,2020-02-10T00:00:00Z,762,884,7850,3713,0.3963254593175853,0.3721719457013575,0.4709554140127388,0.5208726097495286,40.820421,-73.936245
BD,TREMONT AV,2022-02-28T00:00:00Z,882,763,8061,3439,9,2019-03-04T00:00:00Z,1971,1781,15465,7226,0.4474885844748858,0.42841100505334084,0.5212415130940834,0.4759202878494326,40.85041,-73.905227
6,96 ST,2022-03-14T00:00:00Z,511,1325,6411,10635,11,2019-03-18T00:00:00Z,1109,3313,16258,22792,0.46077547339945896,0.39993963175369757,0.3943289457497847,0.4666110916110916,40.785672,-73.95107
D,BAY PKWY,2022-01-24T00:00:00Z,460,666,6093,3077,4,2020-01-27T00:00:00Z,1018,1724,11562,5787,0.4518664047151277,0.3863109048723898,0.5269849507005708,0.5317090029376188,40.60195046,-73.9936762
F,ROOSEVELT ISLND,2022-01-17T00:00:00Z,752,1180,5544,3855,3,2020-01-20T00:00:00Z,1453,1826,13901,8264,0.5175498967653132,0.6462212486308871,0.3988202287605208,0.4664811229428848,40.759172,-73.953235
M,CENTRAL AV,2022-03-07T00:00:00Z,159,224,2358,1254,10,2019-03-11T00:00:00Z,952,1503,9025,2372,0.16701680672268907,0.1490352628077179,0.2612742382271468,0.5286677908937606,40.697873,-73.927243
CE,SPRING ST,2022-02-14T00:00:00Z,212,1245,1989,10506,7,2019-02-18T00:00:00Z,356,2542,6798,32477,0.5955056179775281,0.48977183320220297,0.2925860547219771,0.3234904701788958,40.726227,-74.003739
ACJZ2345,FULTON ST,2022-03-21T00:00:00Z,526,2342,3646,19943,12,2019-03-25T00:00:00Z,899,6805,9952,75050,0.5850945494994438,0.34415870683321087,0.36635852090032156,0.26572951365756164,40.71016217,-74.00762309
FG,CHURCH AV,2022-03-21T00:00:00Z,885,1191,6687,4636,12,2019-03-25T00:00:00Z,2509,3875,13684,9003,0.35273017138302115,0.30735483870967745,0.48867290266004093,0.5149394646229035,40.644272,-73.97972116
BD,182-183 STS,2022-03-21T00:00:00Z,420,451,3605,1835,12,2019-03-25T00:00:00Z,918,1161,7745,4115,0.45751633986928103,0.38845822566752797,0.4654615881213686,0.4459295261239368,40.856093,-73.900741
25,233 ST,2022-04-04T00:00:00Z,566,406,5876,1650,14,2019-04-08T00:00:00Z,1094,913,10864,3213,0.5173674588665448,0.44468784227820374,0.5408689248895434,0.5135387488328664,40.89314324,-73.8573624
25,PELHAM PKWY,2022-01-17T00:00:00Z,519,787,4838,3747,3,2020-01-20T00:00:00Z,1137,1777,9639,7803,0.45646437994722955,0.4428812605514913,0.5019192862330117,0.4801999231064975,40.85719241,-73.86748068
1,ST. GEORGE,2022-01-10T00:00:00Z,441,512,6080,7340,2,2020-01-13T00:00:00Z,6,73,21166,23729,73.5,7.013698630136986,0.2872531418312388,0.30932614100889205,40.64400274,-74.07333546
R,45 ST,2022-01-17T00:00:00Z,1135,1050,7340,4052,3,2020-01-20T00:00:00Z,1996,1964,13156,7909,0.5686372745490982,0.5346232179226069,0.5579203405290362,0.5123277279049184,40.64893867,-74.010006
EM,5 AV/53 ST,2022-01-31T00:00:00Z,1,0,635,15042,5,2020-02-03T00:00:00Z,236,3732,1934,76624,0.00423728813559322,0,0.328335056876939,0.19630925036542077,40.76008683,-73.97524851
N,AVENUE U,2022-03-28T00:00:00Z,783,370,5285,1443,13,2019-04-01T00:00:00Z,1489,733,7652,1857,0.5258562793821356,0.504774897680764,0.690669106116048,0.777059773828756,40.597236,-73.979084
3,HARLEM 148 ST,2022-03-07T00:00:00Z,298,335,4060,1663,10,2019-03-11T00:00:00Z,392,875,5304,3226,0.7602040816326531,0.38285714285714284,0.7654600301659125,0.5154990700557966,40.82388,-73.93647
1,125 ST,2022-04-04T00:00:00Z,247,1252,2099,5847,14,2019-04-08T00:00:00Z,501,3156,4519,11848,0.4930139720558882,0.39670468948035487,0.46448329276388584,0.49350101282916947,40.815581,-73.958372
AS,BEACH 105 ST,2022-02-21T00:00:00Z,19,12,184,62,8,2019-02-25T00:00:00Z,17,33,543,139,1.1176470588235294,0.36363636363636365,0.3388581952117864,0.4460431654676259,40.58326844,-73.82758075
4,FORDHAM RD,2022-01-24T00:00:00Z,911,889,8510,5838,4,2020-01-27T00:00:00Z,2532,2796,14774,11675,0.3597946287519747,0.31795422031473536,0.5760119128198186,0.5000428265524626,40.862803,-73.901034
CE,50 ST,2022-03-07T00:00:00Z,728,2605,7262,15216,10,2019-03-11T00:00:00Z,905,10504,4991,37682,0.8044198895027624,0.248000761614623,1.4550190342616711,0.40380022291810413,40.762456,-73.985984
6,LONGWOOD AV,2022-03-28T00:00:00Z,166,144,3275,1618,13,2019-04-01T00:00:00Z,691,539,6196,2978,0.2402315484804631,0.26716141001855287,0.5285668173014848,0.5433176628609805,40.816104,-73.896435
R2345,BOROUGH HALL,2022-04-18T00:00:00Z,346,3450,3262,24886,16,2019-04-22T00:00:00Z,688,7501,8223,60167,0.502906976744186,0.4599386748433542,0.39669220479143863,0.41361543703358983,40.69419648,-73.99181831
D,NORWOOD 205 ST,2022-04-04T00:00:00Z,1071,564,10502,2406,14,2019-04-08T00:00:00Z,2223,1433,21541,5367,0.4817813765182186,0.3935799023028611,0.4875353976138527,0.44829513694801565,40.874811,-73.878855
N,AVENUE U,2022-03-21T00:00:00Z,844,433,5262,1433,12,2019-03-25T00:00:00Z,1042,582,7503,1901,0.8099808061420346,0.7439862542955327,0.7013194722111156,0.7538137822198843,40.597236,-73.979084
C,163 ST-AMSTERDM,2022-01-24T00:00:00Z,230,371,2560,1713,4,2020-01-27T00:00:00Z,560,1149,5614,3760,0.4107142857142857,0.3228894691035683,0.4560028500178126,0.4555851063829787,40.836013,-73.939892
45,138/GRAND CONC,2022-04-11T00:00:00Z,128,271,1659,2613,15,2019-04-15T00:00:00Z,422,672,3278,4247,0.3033175355450237,0.40327380952380953,0.5061012812690665,0.6152578290558041,40.813224,-73.929849
4567S,GRD CNTRL-42 ST,2022-04-18T00:00:00Z,1870,11709,24263,81687,16,2019-04-22T00:00:00Z,4117,29830,80762,327256,0.45421423366529023,0.3925243043915521,0.30042594289393526,0.24961192460948003,40.75180743,-73.9767133
NQW,39 AV,2022-02-28T00:00:00Z,307,365,1960,2444,9,2019-03-04T00:00:00Z,529,485,4504,3635,0.5803402646502835,0.7525773195876289,0.4351687388987567,0.6723521320495186,40.75276306,-73.93285138
ACS,FRANKLIN AV,2022-02-07T00:00:00Z,151,764,1863,3582,6,2020-02-10T00:00:00Z,338,2250,4551,7224,0.4467455621301775,0.33955555555555555,0.40936058009228743,0.4958471760797342,40.68137967,-73.956848
DFNQ,CONEY IS-STILLW,2022-02-28T00:00:00Z,820,1750,8946,6211,9,2019-03-04T00:00:00Z,1536,2942,13016,10626,0.5338541666666666,0.5948334466349422,0.6873079287031346,0.5845096932053454,40.577281,-73.981236
7,34 ST-HUDSON YD,2022-04-18T00:00:00Z,325,5544,1270,19624,16,2019-04-22T00:00:00Z,448,9235,2188,57470,0.7254464285714286,0.600324851109908,0.5804387568555759,0.3414651122324691,40.75544636,-74.00219709
1,23 ST,2022-02-28T00:00:00Z,173,2154,1233,9843,9,2019-03-04T00:00:00Z,455,6198,4087,29319,0.3802197802197802,0.3475314617618587,0.3016882799119158,0.33572086360380643,40.744081,-73.995657
7,52 ST,2022-04-11T00:00:00Z,527,542,5762,2144,15,2019-04-15T00:00:00Z,1033,1093,11441,3977,0.510164569215876,0.4958828911253431,0.5036273053054803,0.5390998239879305,40.744149,-73.912549
JZ,121 ST,2022-04-18T00:00:00Z,186,253,1274,1048,16,2019-04-22T00:00:00Z,349,554,3074,2819,0.5329512893982808,0.4566787003610108,0.41444372153545866,0.37176303653777937,40.700482,-73.828349
6,BUHRE AV,2022-03-21T00:00:00Z,328,206,5365,903,12,2019-03-25T00:00:00Z,648,470,11540,1702,0.5061728395061729,0.43829787234042555,0.4649046793760832,0.5305522914218567,40.84681,-73.832569
JZ,VAN SICLEN AV,2022-04-18T00:00:00Z,377,181,2407,747,16,2019-04-22T00:00:00Z,644,453,4556,1426,0.5854037267080745,0.3995584988962472,0.5283143107989464,0.5238429172510519,40.67802821,-73.89165773
BC,135 ST,2022-03-28T00:00:00Z,221,390,3292,2904,13,2019-04-01T00:00:00Z,460,1073,7450,6415,0.48043478260869565,0.3634669151910531,0.4418791946308725,0.45268901013250196,40.81790556,-73.94753481
6,33 ST,2022-04-04T00:00:00Z,511,2346,5167,15121,14,2019-04-08T00:00:00Z,1169,6256,18418,51638,0.437125748502994,0.375,0.280540775328483,0.29282698787714473,40.746081,-73.982076
MR,NORTHERN BLVD,2022-02-07T00:00:00Z,376,611,4633,3579,6,2020-02-10T00:00:00Z,635,1316,8458,6929,0.5921259842519685,0.4642857142857143,0.547765429179475,0.516524751046327,40.75282483,-73.90606508
R,UNION ST,2022-03-14T00:00:00Z,109,1224,1839,4721,11,2019-03-18T00:00:00Z,284,2543,4292,9244,0.38380281690140844,0.4813212740857255,0.42847157502329913,0.51070964950238,40.67731567,-73.98311
3,PENNSYLVANIA AV,2022-02-14T00:00:00Z,485,415,4459,2533,7,2019-02-18T00:00:00Z,1178,956,6710,3726,0.41171477079796265,0.4341004184100418,0.6645305514157973,0.6798174986580784,40.66471445,-73.89488591
J,CYPRESS HILLS,2022-01-31T00:00:00Z,0,0,1532,657,5,2020-02-03T00:00:00Z,414,292,3452,1399,0,0,0.44380069524913096,0.46962115796997855,40.689616,-73.873322
6,116 ST,2022-01-03T00:00:00Z,651,1701,4698,7490,1,2020-01-06T00:00:00Z,1152,4433,10575,17835,0.5651041666666666,0.383713061132416,0.4442553191489362,0.4199607513316512,40.798629,-73.941617
23,EASTN PKWY-MUSM,2022-04-11T00:00:00Z,54,1043,1094,2757,15,2019-04-15T00:00:00Z,140,2867,2576,7094,0.38571428571428573,0.3637949075688873,0.4246894409937888,0.3886382858753877,40.67203224,-73.96422204
1,86 ST,2022-01-31T00:00:00Z,213,1678,3096,12440,5,2020-02-03T00:00:00Z,522,5726,7772,26409,0.40804597701149425,0.2930492490394691,0.39835306227483275,0.4710515354613957,40.788644,-73.976218
F,AVENUE U,2022-02-07T00:00:00Z,31,76,1230,1100,6,2020-02-10T00:00:00Z,243,440,2924,2178,0.12757201646090535,0.17272727272727273,0.420656634746922,0.5050505050505051,40.59592483,-73.97337642
