linename,station,weekdate,week,weekend,weekday_am,weekday_pm
ACE23,PARK PLACE,2022-05-09T00:00:00Z,19,,4881,40387
ACEL,14 ST,2022-05-02T00:00:00Z,18,8857,2825,12105
ACEL,14 ST,2022-05-09T00:00:00Z,19,,2880,12234
ACEL,8 AV,2022-05-02T00:00:00Z,18,11366,3270,14515
ACEL,8 AV,2022-05-09T00:00:00Z,19,,3292,14802
ACFR,JAY ST-METROTEC,2022-05-02T00:00:00Z,18,9331,4425,32451
ACFR,JAY ST-METROTEC,2022-05-09T00:00:00Z,19,,4768,32610
ACG,HOYT-SCHER,2022-05-02T00:00:00Z,18,4562,1420,8534
ACG,HOYT-SCHER,2022-05-09T00:00:00Z,19,,1471,8754
ACJLZ,BROADWAY JCT,2022-05-02T00:00:00Z,18,5967,5263,3636
ACJLZ,BROADWAY JCT,2022-05-09T00:00:00Z,19,,5481,3877
ACJZ2345,FULTON ST,2022-05-02T00:00:00Z,18,6989,3592,20212
ACJZ2345,FULTON ST,2022-05-09T00:00:00Z,19,,3289,19743
ACS,FRANKLIN AV,2022-05-02T00:00:00Z,18,2421,2640,2563
ACS,FRANKLIN AV,2022-05-09T00:00:00Z,19,,2837,2620
AS,BEACH 105 ST,2022-05-02T00:00:00Z,18,41,242,52
AS,BEACH 105 ST,2022-05-09T00:00:00Z,19,,239,63
AS,BEACH 90 ST,2022-05-02T00:00:00Z,18,224,966,199
AS,BEACH 90 ST,2022-05-09T00:00:00Z,19,,915,184
AS,BEACH 98 ST,2022-05-02T00:00:00Z,18,134,436,94
AS,BEACH 98 ST,2022-05-09T00:00:00Z,19,,454,109
AS,BROAD CHANNEL,2022-05-02T00:00:00Z,18,56,336,90
AS,BROAD CHANNEL,2022-05-09T00:00:00Z,19,,370,102
AS,ROCKAWAY PARK B,2022-05-02T00:00:00Z,18,319,639,307
AS,ROCKAWAY PARK B,2022-05-09T00:00:00Z,19,,653,291
BC,103 ST,2022-05-02T00:00:00Z,18,2052,2591,2004
BC,103 ST,2022-05-09T00:00:00Z,19,,2686,2103
BC,116 ST,2022-05-02T00:00:00Z,18,3193,4223,3299
BC,116 ST,2022-05-09T00:00:00Z,19,,4775,3610
BC,135 ST,2022-05-02T00:00:00Z,18,1976,3147,2508
BC,135 ST,2022-05-09T00:00:00Z,19,,3705,2567
BC,72 ST,2022-05-02T00:00:00Z,18,3380,820,7505
BC,72 ST,2022-05-09T00:00:00Z,19,,848,8039
BC,81 ST-MUSEUM,2022-05-02T00:00:00Z,18,8726,2370,8602
BC,81 ST-MUSEUM,2022-05-09T00:00:00Z,19,,2372,8386
BC,86 ST,2022-05-02T00:00:00Z,18,3464,1635,8884
BC,86 ST,2022-05-09T00:00:00Z,19,,1745,9526
BC,96 ST,2022-05-02T00:00:00Z,18,2778,1649,8179
BC,96 ST,2022-05-09T00:00:00Z,19,,1769,8686
BC,CATHEDRAL PKWY,2022-05-02T00:00:00Z,18,3222,4370,3066
BC,CATHEDRAL PKWY,2022-05-09T00:00:00Z,19,,4660,3266
BD,155 ST,2022-05-02T00:00:00Z,18,1759,3399,1311
BD,155 ST,2022-05-09T00:00:00Z,19,,3549,1352
BD,167 ST,2022-05-02T00:00:00Z,18,4256,6249,3221
BD,167 ST,2022-05-09T00:00:00Z,19,,6496,3396
BD,170 ST,2022-05-02T00:00:00Z,18,2951,6686,1739
BD,170 ST,2022-05-09T00:00:00Z,19,,7065,1767
BD,174-175 STS,2022-05-02T00:00:00Z,18,2022,3018,2555
BD,174-175 STS,2022-05-09T00:00:00Z,19,,3294,2715
BD,182-183 STS,2022-05-02T00:00:00Z,18,2254,3392,1760
BD,182-183 STS,2022-05-09T00:00:00Z,19,,3757,1649
BD,BEDFORD PK BLVD,2022-05-02T00:00:00Z,18,3068,7875,1845
BD,BEDFORD PK BLVD,2022-05-09T00:00:00Z,19,,7733,1865
BD,FORDHAM RD,2022-05-02T00:00:00Z,18,5003,7193,5365
BD,FORDHAM RD,2022-05-09T00:00:00Z,19,,7949,5599
BD,GRAND ST,2022-05-02T00:00:00Z,18,12680,2794,20671
BD,GRAND ST,2022-05-09T00:00:00Z,19,,2995,22103
BD,KINGSBRIDGE RD,2022-05-02T00:00:00Z,18,3159,8102,1845
BD,KINGSBRIDGE RD,2022-05-09T00:00:00Z,19,,8722,1907
BD,TREMONT AV,2022-05-02T00:00:00Z,18,4007,10089,2365
BD,TREMONT AV,2022-05-09T00:00:00Z,19,,10823,2381
BD4,161/YANKEE STAD,2022-05-02T00:00:00Z,18,14396,14551,10727
BD4,161/YANKEE STAD,2022-05-09T00:00:00Z,19,,15549,12097
BDE,7 AV,2022-05-02T00:00:00Z,18,6676,1844,10970
BDE,7 AV,2022-05-09T00:00:00Z,19,,1797,10735
BDFM,47-50 STS ROCK,2022-05-02T00:00:00Z,18,13856,1451,58316
BDFM,47-50 STS ROCK,2022-05-09T00:00:00Z,19,,1483,57031
BDFM7,42 ST-BRYANT PK,2022-05-02T00:00:00Z,18,13957,2472,44884
BDFM7,42 ST-BRYANT PK,2022-05-09T00:00:00Z,19,,2574,47949
BDFMNQRW,34 ST-HERALD SQ,2022-05-02T00:00:00Z,18,44368,14412,81550
BDFMNQRW,34 ST-HERALD SQ,2022-05-09T00:00:00Z,19,,15001,81977
BDFQ6,B'WAY-LAFAYETTE,2022-05-02T00:00:00Z,18,14311,3084,24141
BDFQ6,B'WAY-LAFAYETTE,2022-05-09T00:00:00Z,19,,3199,24350
BDNQR,DEKALB AV,2022-05-02T00:00:00Z,18,7946,4279,13065
BDNQR,DEKALB AV,2022-05-09T00:00:00Z,19,,4317,13776
BQ,7 AV,2022-05-02T00:00:00Z,18,4448,4752,4478
BQ,7 AV,2022-05-09T00:00:00Z,19,,5047,4834
BQ,AVENUE H,2022-05-02T00:00:00Z,18,1295,1710,1576
BQ,AVENUE H,2022-05-09T00:00:00Z,19,,1768,1620
BQ,AVENUE J,2022-05-02T00:00:00Z,18,2875,3027,3382
BQ,AVENUE J,2022-05-09T00:00:00Z,19,,3340,3586
BQ,AVENUE M,2022-05-02T00:00:00Z,18,2616,2984,3936
BQ,AVENUE M,2022-05-09T00:00:00Z,19,,3151,3984
BQ,AVENUE U,2022-05-02T00:00:00Z,18,4137,7282,2574
BQ,AVENUE U,2022-05-09T00:00:00Z,19,,7814,2842
BQ,BEVERLEY ROAD,2022-05-02T00:00:00Z,18,1834,2405,1317
BQ,BEVERLEY ROAD,2022-05-09T00:00:00Z,19,,2549,1391
BQ,BRIGHTON BEACH,2022-05-02T00:00:00Z,18,5032,6693,5622
BQ,BRIGHTON BEACH,2022-05-09T00:00:00Z,19,,6899,6063
BQ,CHURCH AV,2022-05-02T00:00:00Z,18,7501,11037,6487
BQ,CHURCH AV,2022-05-09T00:00:00Z,19,,11477,6680
BQ,CORTELYOU RD,2022-05-02T00:00:00Z,18,3138,4211,2293
BQ,CORTELYOU RD,2022-05-09T00:00:00Z,19,,4572,2378
BQ,KINGS HWY,2022-05-02T00:00:00Z,18,8037,12462,10683
BQ,KINGS HWY,2022-05-09T00:00:00Z,19,,13089,11016
BQ,NECK RD,2022-05-02T00:00:00Z,18,1912,3825,1499
BQ,NECK RD,2022-05-09T00:00:00Z,19,,3930,1501
BQ,NEWKIRK PLAZA,2022-05-02T00:00:00Z,18,4686,10741,3127
BQ,NEWKIRK PLAZA,2022-05-09T00:00:00Z,19,,11459,3354
BQ,PARKSIDE AV,2022-05-02T00:00:00Z,18,3400,5023,2006
BQ,PARKSIDE AV,2022-05-09T00:00:00Z,19,,5183,2229
BQ,SHEEPSHEAD BAY,2022-05-02T00:00:00Z,18,4713,13598,4856
BQ,SHEEPSHEAD BAY,2022-05-09T00:00:00Z,19,,14536,5176
BQS,PROSPECT PARK,2022-05-02T00:00:00Z,18,5116,5444,4694
BQS,PROSPECT PARK,2022-05-09T00:00:00Z,19,,5096,5073
C,155 ST,2022-05-02T00:00:00Z,18,1409,2296,806
C,155 ST,2022-05-09T00:00:00Z,19,,2193,870
C,163 ST-AMSTERDM,2022-05-02T00:00:00Z,18,2123,3802,1230
C,163 ST-AMSTERDM,2022-05-09T00:00:00Z,19,,3881,1270
C,CLINTON-WASH AV,2022-05-02T00:00:00Z,18,2046,1638,4033
C,CLINTON-WASH AV,2022-05-09T00:00:00Z,19,,1960,4133
C,KINGSTON-THROOP,2022-05-02T00:00:00Z,18,2209,2483,2546
C,KINGSTON-THROOP,2022-05-09T00:00:00Z,19,,2637,2842
C,LAFAYETTE AV,2022-05-02T00:00:00Z,18,2213,1530,2671
C,LAFAYETTE AV,2022-05-09T00:00:00Z,19,,1637,2633
C,LIBERTY AV,2022-05-02T00:00:00Z,18,1046,2417,1034
C,LIBERTY AV,2022-05-09T00:00:00Z,19,,2339,1146
C,RALPH AV,2022-05-02T00:00:00Z,18,2358,4514,1560
C,RALPH AV,2022-05-09T00:00:00Z,19,,4864,1578
C,ROCKAWAY AV,2022-05-02T00:00:00Z,18,2238,5265,1309
C,ROCKAWAY AV,2022-05-09T00:00:00Z,19,,5416,1443
C,SHEPHERD AV,2022-05-02T00:00:00Z,18,1333,3732,730
C,SHEPHERD AV,2022-05-09T00:00:00Z,19,,3829,701
C,VAN SICLEN AVE,2022-05-02T00:00:00Z,18,1173,3022,650
C,VAN SICLEN AVE,2022-05-09T00:00:00Z,19,,3297,660
CE,23 ST,2022-05-02T00:00:00Z,18,5595,2328,16262
CE,23 ST,2022-05-09T00:00:00Z,19,,2387,16349
CE,50 ST,2022-05-02T00:00:00Z,18,8354,1992,12385
CE,50 ST,2022-05-09T00:00:00Z,19,,2115,12523
CE,SPRING ST,2022-05-02T00:00:00Z,18,3346,520,10214
CE,SPRING ST,2022-05-09T00:00:00Z,19,,486,9981
D,18 AV,2022-05-02T00:00:00Z,18,3207,5202,2388
D,18 AV,2022-05-09T00:00:00Z,19,,5051,2440
D,20 AV,2022-05-02T00:00:00Z,18,2735,4675,1718
D,20 AV,2022-05-09T00:00:00Z,19,,4943,1767
D,25 AV,2022-05-02T00:00:00Z,18,2270,5825,1190
D,25 AV,2022-05-09T00:00:00Z,19,,6185,1268
D,50 ST,2022-05-02T00:00:00Z,18,1476,1686,3185
D,50 ST,2022-05-09T00:00:00Z,19,,1698,3093
D,55 ST,2022-05-02T00:00:00Z,18,874,848,1964
D,55 ST,2022-05-09T00:00:00Z,19,,912,1952
D,71 ST,2022-05-02T00:00:00Z,18,2678,4856,1467
D,71 ST,2022-05-09T00:00:00Z,19,,4952,1470
D,79 ST,2022-05-02T00:00:00Z,18,3101,6377,2185
D,79 ST,2022-05-09T00:00:00Z,19,,6733,2283
D,9 AV,2022-05-02T00:00:00Z,18,3551,6904,1928
D,9 AV,2022-05-09T00:00:00Z,19,,7383,1973
D,BAY 50 ST,2022-05-02T00:00:00Z,18,1390,3225,749
D,BAY 50 ST,2022-05-09T00:00:00Z,19,,3089,694
D,BAY PKWY,2022-05-02T00:00:00Z,18,4109,8980,2640
D,BAY PKWY,2022-05-09T00:00:00Z,19,,9414,2731
D,FT HAMILTON PKY,2022-05-02T00:00:00Z,18,1949,4176,2394
D,FT HAMILTON PKY,2022-05-09T00:00:00Z,19,,4483,2344
D,NORWOOD 205 ST,2022-05-02T00:00:00Z,18,3663,9949,2201
D,NORWOOD 205 ST,2022-05-09T00:00:00Z,19,,10553,2306
DFGMNR,4 AV-9 ST,2022-05-02T00:00:00Z,18,1401,797,2604
DFGMNR,4 AV-9 ST,2022-05-09T00:00:00Z,19,,1045,2707
DFGMNR,4AV-9 ST,2022-05-02T00:00:00Z,18,3794,2391,5626
DFGMNR,4AV-9 ST,2022-05-09T00:00:00Z,19,,2651,5874
DFNQ,CONEY IS-STILLW,2022-05-02T00:00:00Z,18,7169,11469,5549
DFNQ,CONEY IS-STILLW,2022-05-09T00:00:00Z,19,,12157,6771
DNR,36 ST,2022-05-02T00:00:00Z,18,11793,9133,9775
DNR,36 ST,2022-05-09T00:00:00Z,19,,9922,10029
E,JAMAICA VAN WK,2022-05-02T00:00:00Z,18,1841,4520,1884
E,JAMAICA VAN WK,2022-05-09T00:00:00Z,19,,4680,2036
EF,75 AV,2022-05-02T00:00:00Z,18,1283,1780,1465
EF,75 AV,2022-05-09T00:00:00Z,19,,1866,1477
EF,BRIARWOOD,2022-05-02T00:00:00Z,18,2064,3842,1777
EF,BRIARWOOD,2022-05-09T00:00:00Z,19,,4027,1926
EF,KEW GARDENS,2022-05-02T00:00:00Z,18,8909,26209,12670
EF,KEW GARDENS,2022-05-09T00:00:00Z,19,,27319,13259
EFMR,FOREST HILLS 71,2022-05-02T00:00:00Z,18,10457,22171,9920
EFMR,FOREST HILLS 71,2022-05-09T00:00:00Z,19,,23113,10394
EFMR7,JKSN HT-ROOSVLT,2022-05-02T00:00:00Z,18,37565,31717,26086
EFMR7,JKSN HT-ROOSVLT,2022-05-09T00:00:00Z,19,,33731,27394
EJZ,JAMAICA CENTER,2022-05-02T00:00:00Z,18,11756,28909,14985
EJZ,JAMAICA CENTER,2022-05-09T00:00:00Z,19,,27160,15684
EJZ,SUTPHIN-ARCHER,2022-05-02T00:00:00Z,18,26698,21729,21848
EJZ,SUTPHIN-ARCHER,2022-05-09T00:00:00Z,19,,22226,23241
EM,5 AV/53 ST,2022-05-02T00:00:00Z,18,3548,1222,23455
EM,5 AV/53 ST,2022-05-09T00:00:00Z,19,,1219,22084
EM6,LEXINGTON AV/53,2022-05-02T00:00:00Z,18,7607,2425,34866
EM6,LEXINGTON AV/53,2022-05-09T00:00:00Z,19,,2428,34535
EMG7,COURT SQ,2022-05-02T00:00:00Z,18,7078,3921,17046
EMG7,COURT SQ,2022-05-09T00:00:00Z,19,,3996,17346
EMR,QUEENS PLAZA,2022-05-02T00:00:00Z,18,4912,3959,6762
EMR,QUEENS PLAZA,2022-05-09T00:00:00Z,19,,4229,5802
F,169 ST,2022-05-02T00:00:00Z,18,3363,5283,3309
F,169 ST,2022-05-09T00:00:00Z,19,,5743,3462
F,18 AV,2022-05-02T00:00:00Z,18,18,2242,2384
F,18 AV,2022-05-09T00:00:00Z,19,,2594,2558
F,2 AV,2022-05-02T00:00:00Z,18,7723,2045,9375
F,2 AV,2022-05-09T00:00:00Z,19,,3167,9292
F,21 ST-QNSBRIDGE,2022-05-02T00:00:00Z,18,6377,4339,7343
F,21 ST-QNSBRIDGE,2022-05-09T00:00:00Z,19,,4609,7752
F,57 ST,2022-05-02T00:00:00Z,18,6210,1192,10506
F,57 ST,2022-05-09T00:00:00Z,19,,1173,10496
F,AVENUE I,2022-05-02T00:00:00Z,18,1,1285,1293
F,AVENUE I,2022-05-09T00:00:00Z,19,,1386,1364
F,AVENUE N,2022-05-02T00:00:00Z,18,1,3453,1169
F,AVENUE N,2022-05-09T00:00:00Z,19,,3537,1198
F,AVENUE P,2022-05-02T00:00:00Z,18,0,2099,1114
F,AVENUE P,2022-05-09T00:00:00Z,19,,2253,1154
F,AVENUE U,2022-05-02T00:00:00Z,18,0,2130,916
F,AVENUE U,2022-05-09T00:00:00Z,19,,2172,908
F,AVENUE X,2022-05-02T00:00:00Z,18,5,2255,1166
F,AVENUE X,2022-05-09T00:00:00Z,19,,2325,1298
F,BAY PKWY,2022-05-02T00:00:00Z,18,0,1100,468
F,BAY PKWY,2022-05-09T00:00:00Z,19,,1524,540
F,DITMAS AV,2022-05-02T00:00:00Z,18,1,4169,1903
F,DITMAS AV,2022-05-09T00:00:00Z,19,,4617,1792
F,EAST BROADWAY,2022-05-02T00:00:00Z,18,6072,3490,9746
F,EAST BROADWAY,2022-05-09T00:00:00Z,19,,3624,10074
F,JAMAICA 179 ST,2022-05-02T00:00:00Z,18,7147,22961,6499
F,JAMAICA 179 ST,2022-05-09T00:00:00Z,19,,21082,6596
F,KINGS HWY,2022-05-02T00:00:00Z,18,17,3745,1495
F,KINGS HWY,2022-05-09T00:00:00Z,19,,4008,1509
F,LEXINGTON AV/63,2022-05-02T00:00:00Z,18,6932,2323,18700
F,LEXINGTON AV/63,2022-05-09T00:00:00Z,19,,2323,19361
F,NEPTUNE AV,2022-05-02T00:00:00Z,18,1,1468,545
F,NEPTUNE AV,2022-05-09T00:00:00Z,19,,1550,560
F,PARSONS BLVD,2022-05-02T00:00:00Z,18,3181,5312,2885
F,PARSONS BLVD,2022-05-09T00:00:00Z,19,,5921,3182
F,ROOSEVELT ISLND,2022-05-02T00:00:00Z,18,4523,2777,4700
F,ROOSEVELT ISLND,2022-05-09T00:00:00Z,19,,2966,5018
F,SUTPHIN BLVD,2022-05-02T00:00:00Z,18,2031,4502,1334
F,SUTPHIN BLVD,2022-05-09T00:00:00Z,19,,4814,1416
F,YORK ST,2022-05-02T00:00:00Z,18,4604,2512,7533
F,YORK ST,2022-05-09T00:00:00Z,19,,2499,7997
FG,15 ST-PROSPECT,2022-05-02T00:00:00Z,18,2196,3800,2651
FG,15 ST-PROSPECT,2022-05-09T00:00:00Z,19,,4023,2906
FG,7 AV,2022-05-02T00:00:00Z,18,3880,6818,5785
FG,7 AV,2022-05-09T00:00:00Z,19,,7192,5846
FG,BERGEN ST,2022-05-02T00:00:00Z,18,4043,5023,5844
FG,BERGEN ST,2022-05-09T00:00:00Z,19,,5379,6047
FG,CARROLL ST,2022-05-02T00:00:00Z,18,3565,3198,7297
FG,CARROLL ST,2022-05-09T00:00:00Z,19,,3429,7518
FG,CHURCH AV,2022-05-02T00:00:00Z,18,5319,6464,4594
FG,CHURCH AV,2022-05-09T00:00:00Z,19,,7602,4665
FG,FT HAMILTON PKY,2022-05-02T00:00:00Z,18,2073,5782,1949
FG,FT HAMILTON PKY,2022-05-09T00:00:00Z,19,,6269,2142
FG,SMITH-9 ST,2022-05-02T00:00:00Z,18,1600,1233,3162
FG,SMITH-9 ST,2022-05-09T00:00:00Z,19,,1417,3482
FJMZ,DELANCEY/ESSEX,2022-05-02T00:00:00Z,18,12357,8588,14031
FJMZ,DELANCEY/ESSEX,2022-05-09T00:00:00Z,19,,9054,14234
FLM123,14 ST,2022-05-02T00:00:00Z,18,16724,4153,30800
FLM123,14 ST,2022-05-09T00:00:00Z,19,,4405,31320
FM,23 ST,2022-05-02T00:00:00Z,18,8187,2023,20344
FM,23 ST,2022-05-09T00:00:00Z,19,,2064,20396
FQ,W 8 ST-AQUARIUM,2022-05-02T00:00:00Z,18,966,1121,1460
FQ,W 8 ST-AQUARIUM,2022-05-09T00:00:00Z,19,,1141,1615
G,21 ST,2022-05-02T00:00:00Z,18,660,564,1214
G,21 ST,2022-05-09T00:00:00Z,19,,585,1319
G,BEDFORD-NOSTRAN,2022-05-02T00:00:00Z,18,3327,3289,3606
G,BEDFORD-NOSTRAN,2022-05-09T00:00:00Z,19,,3590,3572
G,BROADWAY,2022-05-02T00:00:00Z,18,2135,3259,2514
G,BROADWAY,2022-05-09T00:00:00Z,19,,3288,2608
G,CLASSON AV,2022-05-02T00:00:00Z,18,2212,1843,2704
G,CLASSON AV,2022-05-09T00:00:00Z,19,,2042,2998
G,CLINTON-WASH AV,2022-05-02T00:00:00Z,18,1736,2542,2620
G,CLINTON-WASH AV,2022-05-09T00:00:00Z,19,,2621,2528
G,FLUSHING AV,2022-05-02T00:00:00Z,18,1090,1583,2018
G,FLUSHING AV,2022-05-09T00:00:00Z,19,,1639,1986
G,FULTON ST,2022-05-02T00:00:00Z,18,2410,1521,4150
G,FULTON ST,2022-05-09T00:00:00Z,19,,1681,4410
G,GREENPOINT AV,2022-05-02T00:00:00Z,18,3807,2475,6545
G,GREENPOINT AV,2022-05-09T00:00:00Z,19,,2624,6695
G,MYRTLE-WILLOUGH,2022-05-02T00:00:00Z,18,2185,4287,2013
G,MYRTLE-WILLOUGH,2022-05-09T00:00:00Z,19,,4599,2063
G,NASSAU AV,2022-05-02T00:00:00Z,18,3777,2602,5951
G,NASSAU AV,2022-05-09T00:00:00Z,19,,2715,6072
GL,METROPOLITAN AV,2022-05-02T00:00:00Z,18,4548,3539,4350
GL,METROPOLITAN AV,2022-05-09T00:00:00Z,19,,3350,4500
J,111 ST,2022-05-02T00:00:00Z,18,1191,2127,1071
J,111 ST,2022-05-09T00:00:00Z,19,,2221,1096
J,85 ST-FOREST PK,2022-05-02T00:00:00Z,18,1878,4051,1033
J,85 ST-FOREST PK,2022-05-09T00:00:00Z,19,,4385,1096
J,ALABAMA AV,2022-05-02T00:00:00Z,18,1215,1612,1396
J,ALABAMA AV,2022-05-09T00:00:00Z,19,,1474,1497
J,CLEVELAND ST,2022-05-02T00:00:00Z,18,1266,3357,797
J,CLEVELAND ST,2022-05-09T00:00:00Z,19,,3449,796
J,CYPRESS HILLS,2022-05-02T00:00:00Z,18,699,1552,557
J,CYPRESS HILLS,2022-05-09T00:00:00Z,19,,1731,628
J,HALSEY ST,2022-05-02T00:00:00Z,18,2580,4891,1680
J,HALSEY ST,2022-05-09T00:00:00Z,19,,5007,1653
J,KOSCIUSZKO ST,2022-05-02T00:00:00Z,18,2622,3738,2267
J,KOSCIUSZKO ST,2022-05-09T00:00:00Z,19,,3832,1762
JM,FLUSHING AV,2022-05-02T00:00:00Z,18,3605,3539,4411
JM,FLUSHING AV,2022-05-09T00:00:00Z,19,,3627,4716
JM,HEWES ST,2022-05-02T00:00:00Z,18,1165,1335,1430
JM,HEWES ST,2022-05-09T00:00:00Z,19,,1518,1483
JM,LORIMER ST,2022-05-02T00:00:00Z,18,1975,2861,2165
JM,LORIMER ST,2022-05-09T00:00:00Z,19,,3061,2341
JMZ,MARCY AV,2022-05-02T00:00:00Z,18,4513,5014,6506
JMZ,MARCY AV,2022-05-09T00:00:00Z,19,,5196,6711
JMZ,MYRTLE AV,2022-05-02T00:00:00Z,18,4640,7131,3762
JMZ,MYRTLE AV,2022-05-09T00:00:00Z,19,,7455,3978
JNQRZ6W,CANAL ST,2022-05-02T00:00:00Z,18,22214,4046,31493
JNQRZ6W,CANAL ST,2022-05-09T00:00:00Z,19,,4416,31445
JZ,104 ST,2022-05-02T00:00:00Z,18,1280,3105,731
JZ,104 ST,2022-05-09T00:00:00Z,19,,3251,949
JZ,121 ST,2022-05-02T00:00:00Z,18,1300,1960,1232
JZ,121 ST,2022-05-09T00:00:00Z,19,,2056,1279
JZ,75 ST-ELDERTS,2022-05-02T00:00:00Z,18,1764,3523,1298
JZ,75 ST-ELDERTS,2022-05-09T00:00:00Z,19,,3798,1424
JZ,BOWERY,2022-05-02T00:00:00Z,18,2237,281,2311
JZ,BOWERY,2022-05-09T00:00:00Z,19,,265,2095
JZ,BROAD ST,2022-05-02T00:00:00Z,18,1563,644,4737
JZ,BROAD ST,2022-05-09T00:00:00Z,19,,693,4523
JZ,CHAUNCEY ST,2022-05-02T00:00:00Z,18,1527,2558,1031
JZ,CHAUNCEY ST,2022-05-09T00:00:00Z,19,,2573,1038
JZ,CRESCENT ST,2022-05-02T00:00:00Z,18,2270,5287,1077
JZ,CRESCENT ST,2022-05-09T00:00:00Z,19,,5325,1078
JZ,GATES AV,2022-05-02T00:00:00Z,18,2946,4951,2259
JZ,GATES AV,2022-05-09T00:00:00Z,19,,5128,2429
JZ,NORWOOD AV,2022-05-02T00:00:00Z,18,1353,3387,812
JZ,NORWOOD AV,2022-05-09T00:00:00Z,19,,3602,881
JZ,VAN SICLEN AV,2022-05-02T00:00:00Z,18,1299,3404,712
JZ,VAN SICLEN AV,2022-05-09T00:00:00Z,19,,3656,788
JZ,WOODHAVEN BLVD,2022-05-02T00:00:00Z,18,2712,3800,2362
JZ,WOODHAVEN BLVD,2022-05-09T00:00:00Z,19,,4099,2482
L,1 AV,2022-05-02T00:00:00Z,18,8723,2985,14377
L,1 AV,2022-05-09T00:00:00Z,19,,3127,14738
L,3 AV,2022-05-02T00:00:00Z,18,2672,475,4602
L,3 AV,2022-05-09T00:00:00Z,19,,464,4583
L,ATLANTIC AV,2022-05-02T00:00:00Z,18,25,1172,1246
L,ATLANTIC AV,2022-05-09T00:00:00Z,19,,1231,1188
L,BEDFORD AV,2022-05-02T00:00:00Z,18,11834,3934,13332
L,BEDFORD AV,2022-05-09T00:00:00Z,19,,3624,14026
L,BUSHWICK AV,2022-05-02T00:00:00Z,18,1072,1480,920
L,BUSHWICK AV,2022-05-09T00:00:00Z,19,,1502,1013
L,CANARSIE-ROCKAW,2022-05-02T00:00:00Z,18,110,5428,1970
L,CANARSIE-ROCKAW,2022-05-09T00:00:00Z,19,,5648,2062
L,DEKALB AV,2022-05-02T00:00:00Z,18,4974,7114,4327
L,DEKALB AV,2022-05-09T00:00:00Z,19,,7391,4720
L,EAST 105 ST,2022-05-02T00:00:00Z,18,11,3228,1098
L,EAST 105 ST,2022-05-09T00:00:00Z,19,,2632,1043
L,GRAHAM AV,2022-05-02T00:00:00Z,18,3228,2384,4433
L,GRAHAM AV,2022-05-09T00:00:00Z,19,,2532,4722
L,GRAND ST,2022-05-02T00:00:00Z,18,2528,2187,4625
L,GRAND ST,2022-05-09T00:00:00Z,19,,1970,5176
L,HALSEY ST,2022-05-02T00:00:00Z,18,2800,4292,2474
L,HALSEY ST,2022-05-09T00:00:00Z,19,,4725,2614
L,JEFFERSON ST,2022-05-02T00:00:00Z,18,3645,2801,3684
L,JEFFERSON ST,2022-05-09T00:00:00Z,19,,2955,3612
L,LIVONIA AV,2022-05-02T00:00:00Z,18,14,3071,1217
L,LIVONIA AV,2022-05-09T00:00:00Z,19,,2938,1273
L,MONTROSE AV,2022-05-02T00:00:00Z,18,2962,1884,3448
L,MONTROSE AV,2022-05-09T00:00:00Z,19,,2028,3485
L,MORGAN AV,2022-05-02T00:00:00Z,18,2888,1498,3728
L,MORGAN AV,2022-05-09T00:00:00Z,19,,1614,3628
L,NEW LOTS,2022-05-02T00:00:00Z,18,27,4675,1394
L,NEW LOTS,2022-05-09T00:00:00Z,19,,5023,1319
L,SUTTER AV,2022-05-02T00:00:00Z,18,19,3107,986
L,SUTTER AV,2022-05-09T00:00:00Z,19,,3386,1147
L,WILSON AV,2022-05-02T00:00:00Z,18,1874,2486,1378
L,WILSON AV,2022-05-09T00:00:00Z,19,,2661,1450
LG,LORIMER ST,2022-05-02T00:00:00Z,18,1654,1966,1414
LG,LORIMER ST,2022-05-09T00:00:00Z,19,,2030,1412
LM,MYRTLE-WYCKOFF,2022-05-02T00:00:00Z,18,8808,11993,7412
LM,MYRTLE-WYCKOFF,2022-05-09T00:00:00Z,19,,16067,8313
LNQR456W,14 ST-UNION SQ,2022-05-02T00:00:00Z,18,35906,12879,57599
LNQR456W,14 ST-UNION SQ,2022-05-09T00:00:00Z,19,,13500,58863
M,CENTRAL AV,2022-05-02T00:00:00Z,18,1352,3598,966
M,CENTRAL AV,2022-05-09T00:00:00Z,19,,3671,1030
M,FOREST AVE,2022-05-02T00:00:00Z,18,1587,6137,991
M,FOREST AVE,2022-05-09T00:00:00Z,19,,5261,1002
M,FRESH POND RD,2022-05-02T00:00:00Z,18,2161,7806,1323
M,FRESH POND RD,2022-05-09T00:00:00Z,19,,8229,1397
M,KNICKERBOCKER,2022-05-02T00:00:00Z,18,1697,3550,1409
M,KNICKERBOCKER,2022-05-09T00:00:00Z,19,,3657,1498
M,METROPOLITAN AV,2022-05-02T00:00:00Z,18,1363,3175,2219
M,METROPOLITAN AV,2022-05-09T00:00:00Z,19,,3384,2494
M,SENECA AVE,2022-05-02T00:00:00Z,18,1046,3376,688
M,SENECA AVE,2022-05-09T00:00:00Z,19,,3536,732
MR,36 ST,2022-05-02T00:00:00Z,18,431,1250,2394
MR,36 ST,2022-05-09T00:00:00Z,19,,1276,2412
MR,46 ST,2022-05-02T00:00:00Z,18,2311,6952,2668
MR,46 ST,2022-05-09T00:00:00Z,19,,7357,2655
MR,63 DR-REGO PARK,2022-05-02T00:00:00Z,18,4701,8561,6909
