linename,station,weekdate_2022,week,weekend_2022,weekday_am_2022,weekday_pm_2022,weekdate_bl,weekend_bl,weekday_am_bl,weekday_pm_bl,d_weekend,d_weekday_am,d_weekday_pm,Latitude,Longitude
1,103 ST,2022-05-02T00:00:00Z,18,6420,6348,6464,2019-05-06T00:00:00Z,16646,16061,14206,0.3856782410188634,0.39524313554573187,0.4550190060537801,40.799446,-73.968379
1,103 ST,2022-05-09T00:00:00Z,19,,6400,6653,2019-05-13T00:00:00Z,17931,16029,13869,,0.39927631168507083,0.4797029346023506,40.799446,-73.968379
1,116 ST-COLUMBIA,2022-05-02T00:00:00Z,18,3615,1966,8299,2019-05-06T00:00:00Z,13385,5175,27859,0.27007844602166603,0.3799033816425121,0.2978929609820884,40.807722,-73.96411
1,116 ST-COLUMBIA,2022-05-09T00:00:00Z,19,,1957,7637,2019-05-13T00:00:00Z,17836,5050,26774,,0.38752475247524754,0.2852394113692388,40.807722,-73.96411
1,125 ST,2022-05-02T00:00:00Z,18,3557,2072,5082,2019-05-06T00:00:00Z,10391,4636,12275,0.34231546530651524,0.4469370146678171,0.4140122199592668,40.815581,-73.958372
1,125 ST,2022-05-09T00:00:00Z,19,,2140,5367,2019-05-13T00:00:00Z,10363,4505,11938,,0.4750277469478357,0.4495727927626068,40.815581,-73.958372
1,137 ST CITY COL,2022-05-02T00:00:00Z,18,6379,9048,5228,2019-05-06T00:00:00Z,15303,19357,14138,0.4168463699928119,0.4674278038952317,0.3697835620314047,40.822008,-73.953676
1,137 ST CITY COL,2022-05-09T00:00:00Z,19,,8648,5575,2019-05-13T00:00:00Z,30455,19212,13333,,0.4501353320841141,0.4181354533863347,40.822008,-73.953676
1,145 ST,2022-05-02T00:00:00Z,18,5764,5327,4642,2019-05-06T00:00:00Z,13221,8979,9734,0.43597307314121475,0.5932731930059026,0.47688514485309225,40.826551,-73.95036
1,145 ST,2022-05-09T00:00:00Z,19,,5422,4885,2019-05-13T00:00:00Z,1050,8961,9821,,0.6050663988394153,0.49740352306282454,40.826551,-73.95036
1,157 ST,2022-05-02T00:00:00Z,18,6237,9064,4204,2019-05-06T00:00:00Z,15555,19085,12602,0.40096432015429123,0.4749279538904899,0.3335978416124425,40.834041,-73.94489
1,157 ST,2022-05-09T00:00:00Z,19,,9247,4343,2019-05-13T00:00:00Z,614,18843,12226,,0.4907392665711405,0.3552265663340422,40.834041,-73.94489
1,18 ST,2022-05-02T00:00:00Z,18,2649,531,5132,2019-05-06T00:00:00Z,8061,1607,18872,0.3286192780052103,0.3304293714996889,0.2719372615515049,40.74104,-73.997871
1,18 ST,2022-05-09T00:00:00Z,19,,529,5195,2019-05-13T00:00:00Z,8878,1640,19567,,0.3225609756097561,0.26549803240149233,40.74104,-73.997871
1,181 ST,2022-05-02T00:00:00Z,18,5018,5060,5170,2019-05-06T00:00:00Z,14689,11856,14236,0.341616175369324,0.4267881241565452,0.36316381005900533,40.849505,-73.933596
1,181 ST,2022-05-09T00:00:00Z,19,,5278,5807,2019-05-13T00:00:00Z,1038,11684,14139,,0.4517288599794591,0.4107079708607398,40.849505,-73.933596
1,191 ST,2022-05-02T00:00:00Z,18,4092,5066,3560,2019-05-06T00:00:00Z,9436,10249,7936,0.433658329800763,0.49429212606107914,0.4485887096774194,40.855225,-73.929412
1,191 ST,2022-05-09T00:00:00Z,19,,5374,3764,2019-05-13T00:00:00Z,538,9511,7773,,0.5650299653033329,0.48424031905313264,40.855225,-73.929412
1,207 ST,2022-05-02T00:00:00Z,18,3419,3981,3703,2019-05-06T00:00:00Z,7979,6751,7393,0.4284998120065171,0.5896904162346319,0.5008792100635736,40.864614,-73.918819
1,207 ST,2022-05-09T00:00:00Z,19,,4244,3860,2019-05-13T00:00:00Z,680,6628,7019,,0.6403138201569101,0.5499358883031771,40.864614,-73.918819
1,215 ST,2022-05-02T00:00:00Z,18,852,979,1206,2019-05-06T00:00:00Z,1868,1549,2436,0.45610278372591007,0.632020658489348,0.49507389162561577,40.869444,-73.915279
1,215 ST,2022-05-09T00:00:00Z,19,,1062,1207,2019-05-13T00:00:00Z,177,1631,2301,,0.65113427345187,0.5245545415036941,40.869444,-73.915279
1,23 ST,2022-05-02T00:00:00Z,18,5940,2283,7928,2019-05-06T00:00:00Z,16359,7762,27867,0.36310287914909223,0.29412522545735637,0.2844942046147773,40.744081,-73.995657
1,23 ST,2022-05-09T00:00:00Z,19,,2331,7735,2019-05-13T00:00:00Z,17968,7858,28059,,0.29664036650547215,0.27566912577069747,40.744081,-73.995657
1,231 ST,2022-05-02T00:00:00Z,18,4427,6333,4849,2019-05-06T00:00:00Z,10112,13284,9791,0.4377966772151899,0.4767389340560072,0.4952507404759473,40.878856,-73.904834
1,231 ST,2022-05-09T00:00:00Z,19,,6876,4926,2019-05-13T00:00:00Z,644,13498,9262,,0.5094088013038969,0.5318505722306197,40.878856,-73.904834
1,238 ST,2022-05-02T00:00:00Z,18,1902,4408,1447,2019-05-06T00:00:00Z,4089,10033,2667,0.46515040352164344,0.43935014452307386,0.5425571803524559,40.884667,-73.90087
1,238 ST,2022-05-09T00:00:00Z,19,,4833,1462,2019-05-13T00:00:00Z,144,9858,2635,,0.49026171637248933,0.5548387096774193,40.884667,-73.90087
1,28 ST,2022-05-02T00:00:00Z,18,4680,1901,8547,2019-05-06T00:00:00Z,13406,5426,31027,0.3490974190660898,0.35035016586804274,0.27546975215135205,40.747215,-73.993365
1,28 ST,2022-05-09T00:00:00Z,19,,1880,8424,2019-05-13T00:00:00Z,14443,5199,32109,,0.36160800153875744,0.2623563486872839,40.747215,-73.993365
1,50 ST,2022-05-02T00:00:00Z,18,10667,1429,17924,2019-05-06T00:00:00Z,16774,3422,66115,0.6359246452843687,0.41759205143191114,0.27110338047341753,40.761728,-73.983849
1,50 ST,2022-05-09T00:00:00Z,19,,1529,17683,2019-05-13T00:00:00Z,30260,3290,67757,,0.464741641337386,0.26097672565196217,40.761728,-73.983849
1,66 ST-LINCOLN,2022-05-02T00:00:00Z,18,9551,3845,11720,2019-05-06T00:00:00Z,15345,14095,36686,0.6224177256435321,0.2727917701312522,0.3194679169165349,40.77344,-73.982209
1,66 ST-LINCOLN,2022-05-09T00:00:00Z,19,,3829,11781,2019-05-13T00:00:00Z,29297,14362,37565,,0.26660632223924247,0.3136163982430454,40.77344,-73.982209
1,79 ST,2022-05-02T00:00:00Z,18,7350,4410,9507,2019-05-06T00:00:00Z,7900,15448,21628,0.930379746835443,0.2854738477472812,0.43956907712224896,40.783934,-73.979917
1,79 ST,2022-05-09T00:00:00Z,19,,4410,9397,2019-05-13T00:00:00Z,21539,14132,21490,,0.3120577412963487,0.4372731503024663,40.783934,-73.979917
1,86 ST,2022-05-02T00:00:00Z,18,8362,6852,10537,2019-05-06T00:00:00Z,10910,19663,24780,0.7664527956003666,0.348471748970147,0.4252219531880549,40.788644,-73.976218
1,86 ST,2022-05-09T00:00:00Z,19,,6872,10929,2019-05-13T00:00:00Z,23118,19835,24418,,0.3464582808167381,0.4475796543533459,40.788644,-73.976218
1,CANAL ST,2022-05-02T00:00:00Z,18,1756,612,3353,2019-05-06T00:00:00Z,4626,2085,16178,0.37959360138348464,0.2935251798561151,0.20725676845098281,40.722854,-74.006277
1,CANAL ST,2022-05-09T00:00:00Z,19,,654,3366,2019-05-13T00:00:00Z,5391,1986,16431,,0.3293051359516616,0.2048566733613292,40.722854,-74.006277
1,CATHEDRAL PKWY,2022-05-02T00:00:00Z,18,5550,4825,6252,2019-05-06T00:00:00Z,15292,12986,16330,0.3629348679047868,0.3715539812105344,0.3828536436007348,40.803967,-73.966847
1,CATHEDRAL PKWY,2022-05-09T00:00:00Z,19,,4952,6629,2019-05-13T00:00:00Z,18631,13048,16685,,0.37952176578786023,0.39730296673658977,40.803967,-73.966847
1,CHRISTOPHER ST,2022-05-02T00:00:00Z,18,5798,807,6141,2019-05-06T00:00:00Z,17428,2532,14892,0.33268303878815697,0.3187203791469194,0.41236905721192585,40.733422,-74.002906
1,CHRISTOPHER ST,2022-05-09T00:00:00Z,19,,780,6064,2019-05-13T00:00:00Z,19063,2588,14887,,0.30139103554868624,0.4073352589507624,40.733422,-74.002906
1,DYCKMAN ST,2022-05-02T00:00:00Z,18,3862,4628,3467,2019-05-06T00:00:00Z,8588,8012,7220,0.4496972519795063,0.5776335496754867,0.4801939058171745,40.860531,-73.925536
1,DYCKMAN ST,2022-05-09T00:00:00Z,19,,4930,3842,2019-05-13T00:00:00Z,607,7885,6884,,0.6252377932783767,0.5581057524694945,40.860531,-73.925536
1,FRANKLIN ST,2022-05-02T00:00:00Z,18,1905,920,3796,2019-05-06T00:00:00Z,4466,3078,12689,0.42655620241827136,0.29889538661468484,0.2991567499408937,40.719318,-74.006886
1,FRANKLIN ST,2022-05-09T00:00:00Z,19,,957,3568,2019-05-13T00:00:00Z,4966,3097,11209,,0.3090087181143042,0.31831563921848516,40.719318,-74.006886
1,HOUSTON ST,2022-05-02T00:00:00Z,18,3725,1401,7638,2019-05-06T00:00:00Z,10170,4455,35408,0.3662733529990167,0.31447811447811447,0.21571396294622683,40.728251,-74.005367
1,HOUSTON ST,2022-05-09T00:00:00Z,19,,1471,7679,2019-05-13T00:00:00Z,11128,4506,35712,,0.3264536173990235,0.2150257616487455,40.728251,-74.005367
1,MARBLE HILL-225,2022-05-02T00:00:00Z,18,2446,3531,2556,2019-05-06T00:00:00Z,5868,7004,5528,0.4168370824812543,0.5041404911479155,0.46237337192474676,40.874561,-73.909831
1,MARBLE HILL-225,2022-05-09T00:00:00Z,19,,3810,2632,2019-05-13T00:00:00Z,381,6862,5137,,0.55523171087146606,0.5123613003698657,40.874561,-73.909831
1,RECTOR ST,2022-05-02T00:00:00Z,18,3035,858,5136,2019-05-06T00:00:00Z,7728,2634,17577,0.3927277432712215,0.32574031890660593,0.292200034135518,40.707513,-74.013783
1,RECTOR ST,2022-05-09T00:00:00Z,19,,1023,5355,2019-05-13T00:00:00Z,8753,2913,17843,,0.35118434603501547,0.30011769321302473,40.707513,-74.013783
1,ST. GEORGE,2022-05-02T00:00:00Z,18,2185,7327,8999,2019-05-06T00:00:00Z,7869,21170,26128,0.27767187698563983,0.3461029759093056,0.34441977954684627,40.64400274,-74.07333546
1,ST. GEORGE,2022-05-09T00:00:00Z,19,,7583,9402,2019-05-13T00:00:00Z,9921,21253,26819,,0.35679668752646687,0.35057235541966514,40.64400274,-74.07333546
1,TOMPKINSVILLE,2022-05-02T00:00:00Z,18,230,432,544,2019-05-06T00:00:00Z,757,1135,1461,0.3038309114927345,0.38061674008810575,0.3723477070499658,40.63777315,-74.07515765
1,TOMPKINSVILLE,2022-05-09T00:00:00Z,19,,576,561,2019-05-13T00:00:00Z,1037,1118,1469,,0.5152057245080501,0.3818924438393465,40.63777315,-74.07515765
1,V.CORTLANDT PK,2022-05-02T00:00:00Z,18,2898,7422,3106,2019-05-06T00:00:00Z,7030,15031,6495,0.4122332859174964,0.49377952232053757,0.4782140107775212,40.889248,-73.898583
1,V.CORTLANDT PK,2022-05-09T00:00:00Z,19,,7580,3313,2019-05-13T00:00:00Z,365,11135,6275,,0.6807364167040862,0.5279681274900399,40.889248,-73.898583
1,WTC-CORTLANDT,2022-05-02T00:00:00Z,18,5280,4436,6631,2019-05-06T00:00:00Z,11899,9454,24696,0.4437347676275317,0.4692193780410408,0.26850502105604146,40.711835,-74.012188
1,WTC-CORTLANDT,2022-05-09T00:00:00Z,19,,4307,6685,2019-05-13T00:00:00Z,12401,9578,25435,,0.4496763416162038,0.2628268134460389,40.711835,-74.012188
123,72 ST,2022-05-02T00:00:00Z,18,17735,11472,20646,2019-05-06T00:00:00Z,61701,39989,54356,0.2874345634592632,0.2868788916952162,0.37982927367723895,40.778453,-73.98197
123,72 ST,2022-05-09T00:00:00Z,19,,11549,22404,2019-05-13T00:00:00Z,56829,36075,53202,,0.3201386001386001,0.4211119882711176,40.778453,-73.98197
123,96 ST,2022-05-02T00:00:00Z,18,15972,15938,18165,2019-05-06T00:00:00Z,46042,46611,43058,0.3469006559228531,0.34193645276865975,0.42187282270425935,40.793919,-73.972323
123,96 ST,2022-05-09T00:00:00Z,19,,16562,18547,2019-05-13T00:00:00Z,48699,46407,42325,,0.3568858146400328,0.43820437093916126,40.793919,-73.972323
123,CHAMBERS ST,2022-05-02T00:00:00Z,18,4131,1395,17231,2019-05-06T00:00:00Z,15847,3820,50076,0.26068025493784314,0.36518324607329844,0.3440969726016455,40.715478,-74.009266
123,CHAMBERS ST,2022-05-09T00:00:00Z,19,,1423,17918,2019-05-13T00:00:00Z,17564,5364,48373,,0.26528709917971666,0.37041324705930995,40.715478,-74.009266
1237ACENQRSW,TIMES SQ-42 ST,2022-05-02T00:00:00Z,18,82382,59188,107366,2019-05-06T00:00:00Z,247191,163177,330779,0.33327265151239327,0.3627226876336739,0.3245852971319219,40.75529,-73.987495
1237ACENQRSW,TIMES SQ-42 ST,2022-05-09T00:00:00Z,19,,60310,108264,2019-05-13T00:00:00Z,270349,148367,342500,,0.40649200967870214,0.3160992700729927,40.75529,-73.987495
123ACE,34 ST-PENN STA,2022-05-02T00:00:00Z,18,56336,72853,74058,2019-05-06T00:00:00Z,165422,206848,222282,0.3405592968287169,0.352205484220297,0.333171376899614,40.750373,-73.991057
123ACE,34 ST-PENN STA,2022-05-09T00:00:00Z,19,,69736,73186,2019-05-13T00:00:00Z,188812,185867,233277,,0.37519301435973035,0.31373002910702724,40.750373,-73.991057
1ABCD,59 ST COLUMBUS,2022-05-02T00:00:00Z,18,28465,5616,56649,2019-05-06T00:00:00Z,87641,13753,157676,0.32479090836480645,0.40834726968661383,0.3592747152388442,40.768247,-73.981929
1ABCD,59 ST COLUMBUS,2022-05-09T00:00:00Z,19,,6100,58171,2019-05-13T00:00:00Z,100315,13974,151458,,0.436524974953485,0.3840734725138322,40.768247,-73.981929
1RW,SOUTH FERRY,2022-05-02T00:00:00Z,18,5772,7900,6686,2019-05-06T00:00:00Z,14194,21811,21958,0.4066506974778075,0.36220255834212095,0.30449039074596956,40.70173051,-74.01316896
1RW,SOUTH FERRY,2022-05-09T00:00:00Z,19,,7930,7046,2019-05-13T00:00:00Z,20764,21458,22088,,0.3695591387827384,0.31899674031148134,40.70173051,-74.01316896
2,WAKEFIELD/241,2022-05-02T00:00:00Z,18,2556,4992,1869,2019-05-06T00:00:00Z,5393,10128,3874,0.47394770999443725,0.4928909952606635,0.48244708311822404,40.903125,-73.85062
2,WAKEFIELD/241,2022-05-09T00:00:00Z,19,,5301,2035,2019-05-13T00:00:00Z,6317,10029,3625,,0.5285671552497756,0.5613793103448276,40.903125,-73.85062
23,116 ST,2022-05-02T00:00:00Z,18,5267,6696,4484,2019-05-06T00:00:00Z,14723,16298,12195,0.35773959111594106,0.4108479568045159,0.3676916769167692,40.802098,-73.949625
23,116 ST,2022-05-09T00:00:00Z,19,,6538,4642,2019-05-13T00:00:00Z,16068,14849,12082,,0.44029901003434574,0.3842079125972521,40.802098,-73.949625
23,125 ST,2022-05-02T00:00:00Z,18,6839,5975,8124,2019-05-06T00:00:00Z,20241,14119,21879,0.3378785633120893,0.4231886110914371,0.3713149595502537,40.807754,-73.945495
23,125 ST,2022-05-09T00:00:00Z,19,,6126,8385,2019-05-13T00:00:00Z,23354,13995,21594,,0.4377277599142551,0.3883023061961656,40.807754,-73.945495
23,135 ST,2022-05-02T00:00:00Z,18,5704,5340,7684,2019-05-06T00:00:00Z,17248,12190,17937,0.33070500927643787,0.4380639868744873,0.428388247756035,40.814229,-73.94077
23,135 ST,2022-05-09T00:00:00Z,19,,4920,8020,2019-05-13T00:00:00Z,19039,12127,18705,,0.4057062752535664,0.42876236300454423,40.814229,-73.94077
23,BERGEN ST,2022-05-02T00:00:00Z,18,409,939,1893,2019-05-06T00:00:00Z,4862,2471,3829,0.08412176059234883,0.3800080938891137,0.4943849569078088,40.68086214,-73.97499915
23,BERGEN ST,2022-05-09T00:00:00Z,19,,1002,1906,2019-05-13T00:00:00Z,5259,3622,3875,,0.2766427388183324,0.4918709677419355,40.68086214,-73.97499915
23,CENTRAL PK N110,2022-05-02T00:00:00Z,18,3514,2945,4420,2019-05-06T00:00:00Z,11499,10006,11484,0.30559179059048613,0.29432340595642614,0.3848833159177987,40.799075,-73.951822
23,CENTRAL PK N110,2022-05-09T00:00:00Z,19,,2848,4727,2019-05-13T00:00:00Z,14251,7379,11403,,0.385960157202873,0.4145400333245637,40.799075,-73.951822
23,CLARK ST,2022-05-02T00:00:00Z,18,1953,157,716,2019-05-06T00:00:00Z,7631,2652,8439,0.25592976018870395,0.059200603318250375,0.08484417585021922,40.697466,-73.993086
23,CLARK ST,2022-05-09T00:00:00Z,19,,683,2590,2019-05-13T00:00:00Z,8749,2617,9094,,0.26098586167367216,0.2848031669232461,40.697466,-73.993086
23,EASTN PKWY-MUSM,2022-05-02T00:00:00Z,18,1500,1165,2729,2019-05-06T00:00:00Z,8672,4416,7834,0.17297047970479704,0.26381340579710144,0.3483533316313505,40.67203224,-73.96422204
23,EASTN PKWY-MUSM,2022-05-09T00:00:00Z,19,,1271,2670,2019-05-13T00:00:00Z,6211,3901,5315,,0.3258138938733658,0.5023518344308561,40.67203224,-73.96422204
23,GRAND ARMY PLAZ,2022-05-02T00:00:00Z,18,1234,1952,4386,2019-05-06T00:00:00Z,8648,4749,9213,0.14269195189639222,0.41103390187407873,0.47606642787365677,40.6752947,-73.97095633
23,GRAND ARMY PLAZ,2022-05-09T00:00:00Z,19,,2067,4449,2019-05-13T00:00:00Z,10430,4711,8853,,0.43876034812141795,0.502541511352084,40.6752947,-73.97095633
23,HOYT ST,2022-05-02T00:00:00Z,18,3035,720,6627,2019-05-06T00:00:00Z,9056,1723,16818,0.335136925795053,0.4178757980266976,0.3940420977524081,40.69054419,-73.9850638
23,HOYT ST,2022-05-09T00:00:00Z,19,,755,6647,2019-05-13T00:00:00Z,9365,2270,15900,,0.33259911894273125,0.4180503144654088,40.69054419,-73.9850638
23,WALL ST,2022-05-02T00:00:00Z,18,3638,1239,16600,2019-05-06T00:00:00Z,13834,4203,73793,0.26297527829984096,0.29478943611705927,0.2249535863835323,40.706821,-74.0091
23,WALL ST,2022-05-09T00:00:00Z,19,,1293,16795,2019-05-13T00:00:00Z,17147,6857,74047,,0.18856642846725974,0.22681540102907613,40.706821,-74.0091
2345,NEVINS ST,2022-05-02T00:00:00Z,18,3505,1767,6168,2019-05-06T00:00:00Z,10674,4341,17418,0.3283679970020611,0.40704906703524535,0.3541164312779883,40.68831058,-73.9804068
2345,NEVINS ST,2022-05-09T00:00:00Z,19,,1840,6466,2019-05-13T00:00:00Z,11259,3934,16217,,0.4677173360447382,0.39871739532589257,40.68831058,-73.9804068
2345ACJZ,FULTON ST,2022-05-02T00:00:00Z,18,18880,22400,41609,2019-05-06T00:00:00Z,42170,51719,141957,0.4477116433483519,0.4331096888957636,0.29310988538782873,40.709416,-74.006571
2345ACJZ,FULTON ST,2022-05-09T00:00:00Z,19,,22496,37275,2019-05-13T00:00:00Z,46743,51226,143914,,0.43915199312848946,0.2590088525091374,40.709416,-74.006571
2345BDNQR,ATL AV-BARCLAY,2022-05-02T00:00:00Z,18,19495,12695,27103,2019-05-06T00:00:00Z,55674,34964,54887,0.3501634515213565,0.36308774739732297,0.4937963452183577,40.68366567,-73.97881
2345BDNQR,ATL AV-BARCLAY,2022-05-09T00:00:00Z,19,,13410,29858,2019-05-13T00:00:00Z,56238,33884,61643,,0.3957620115688821,0.4843696770111773,40.68366567,-73.97881
2345S,FRANKLIN AV,2022-05-02T00:00:00Z,18,6158,5199,5251,2019-05-06T00:00:00Z,16502,17685,13331,0.37316688886195615,0.29397794741306194,0.39389393143800167,40.67076515,-73.95809974
2345S,FRANKLIN AV,2022-05-09T00:00:00Z,19,,5392,5321,2019-05-13T00:00:00Z,17902,11829,12592,,0.45582889508834223,0.42256988564167725,40.67076515,-73.95809974
245,149/GRAND CONC,2022-05-02T00:00:00Z,18,4938,4714,8486,2019-05-06T00:00:00Z,12465,9803,20514,0.3961492178098676,0.4808732020809956,0.4136687140489422,40.81833014,-73.92672247
245,149/GRAND CONC,2022-05-09T00:00:00Z,19,,4904,8758,2019-05-13T00:00:00Z,15080,9434,19541,,0.5198219207123171,0.4481858656158845,40.81833014,-73.92672247
25,174 ST,2022-05-02T00:00:00Z,18,2875,5555,2054,2019-05-06T00:00:00Z,6932,12519,5211,0.41474321984997115,0.4437255371834811,0.3941661869123009,40.83719555,-73.8876936
25,174 ST,2022-05-09T00:00:00Z,19,,5978,2233,2019-05-13T00:00:00Z,8341,12046,5077,,0.4962643201062593,0.4398266692928895,40.83719555,-73.8876936
25,219 ST,2022-05-02T00:00:00Z,18,1336,3777,753,2019-05-06T00:00:00Z,1557,8129,1713,0.8580603725112396,0.4646327961618895,0.4395796847635727,40.88388797,-73.86250971
25,219 ST,2022-05-09T00:00:00Z,19,,4009,831,2019-05-13T00:00:00Z,3099,4646,1676,,0.8628928110202324,0.4958233890214797,40.88388797,-73.86250971
25,225 ST,2022-05-02T00:00:00Z,18,1623,4273,969,2019-05-06T00:00:00Z,2880,9868,2261,0.5635416666666667,0.43301580867450346,0.42857142857142855,40.88802826,-73.86021462
25,225 ST,2022-05-09T00:00:00Z,19,,4017,1075,2019-05-13T00:00:00Z,4185,9684,2310,,0.4148079306071871,0.4653679653679654,40.88802826,-73.86021462
25,233 ST,2022-05-02T00:00:00Z,18,2154,5593,1576,2019-05-06T00:00:00Z,3729,10970,3163,0.5776347546259051,0.509845031905196,0.49826114448308567,40.89314324,-73.8573624
25,233 ST,2022-05-09T00:00:00Z,19,,5806,2207,2019-05-13T00:00:00Z,4917,10734,3012,,0.5408980808645426,0.7327357237715804,40.89314324,-73.8573624
25,3 AV-149 ST,2022-05-02T00:00:00Z,18,8709,10354,11089,2019-05-06T00:00:00Z,22420,23402,28163,0.3884478144513827,0.442440817024186,0.39374356425096757,40.81602925,-73.91779153
25,3 AV-149 ST,2022-05-09T00:00:00Z,19,,11668,12029,2019-05-13T00:00:00Z,26188,23065,27470,,0.5058747019293302,0.4378958864215508,40.81602925,-73.91779153
25,ALLERTON AV,2022-05-02T00:00:00Z,18,1812,5414,1560,2019-05-06T00:00:00Z,4492,11190,3815,0.40338379341050756,0.4838248436103664,0.4089121887287025,40.86548338,-73.86723423
25,ALLERTON AV,2022-05-09T00:00:00Z,19,,5657,1658,2019-05-13T00:00:00Z,5709,10991,3586,,0.5146938404148849,0.46235359732292247,40.86548338,-73.86723423
25,BEVERLY RD,2022-05-02T00:00:00Z,18,1883,3976,1335,2019-05-06T00:00:00Z,4540,7464,2850,0.41475770925110134,0.5326902465166131,0.46842105263157896,40.64512352,-73.94884798
25,BEVERLY RD,2022-05-09T00:00:00Z,19,,4304,1431,2019-05-13T00:00:00Z,5077,7473,2836,,0.5759400508497257,0.5045839210155149,40.64512352,-73.94884798
25,BRONX PARK EAST,2022-05-02T00:00:00Z,18,600,2952,725,2019-05-06T00:00:00Z,1480,6361,1634,0.40540540540540543,0.4640779751611382,0.44369645042839656,40.84876867,-73.86835609
25,BRONX PARK EAST,2022-05-09T00:00:00Z,19,,3106,811,2019-05-13T00:00:00Z,2739,6215,1553,,0.4997586484312148,0.5222150676110754,40.84876867,-73.86835609
25,BURKE AV,2022-05-02T00:00:00Z,18,1038,3901,873,2019-05-06T00:00:00Z,2443,8463,1776,0.424887433483422,0.4609476544960416,0.49155405405405406,40.8712588,-73.86705362
25,BURKE AV,2022-05-09T00:00:00Z,19,,4226,857,2019-05-13T00:00:00Z,3268,8278,1733,,0.5105097849722156,0.49451817657241776,40.8712588,-73.86705362
25,CHURCH AV,2022-05-02T00:00:00Z,18,4258,10481,3259,2019-05-06T00:00:00Z,9559,20448,7043,0.44544408410921643,0.5125684663536776,0.4627289507312225,40.65086069,-73.94945514
25,CHURCH AV,2022-05-09T00:00:00Z,19,,11043,3411,2019-05-13T00:00:00Z,11089,20258,7003,,0.5451179780827328,0.4870769670141368,40.65086069,-73.94945514
25,E 180 ST,2022-05-02T00:00:00Z,18,3577,9080,2247,2019-05-06T00:00:00Z,7745,17650,5071,0.4618463524854745,0.5144475920679886,0.4431078682705581,40.84186304,-73.8733461
25,E 180 ST,2022-05-09T00:00:00Z,19,,9514,2400,2019-05-13T00:00:00Z,9485,11769,5015,,0.8083949358484154,0.4785643070787637,40.84186304,-73.8733461
25,FLATBUSH AV-B.C,2022-05-02T00:00:00Z,18,6776,19601,6435,2019-05-06T00:00:00Z,16336,45789,15971,0.4147894221351616,0.42807224442551706,0.4029177884916411,40.63284241,-73.94754121
25,FLATBUSH AV-B.C,2022-05-09T00:00:00Z,19,,20643,6345,2019-05-13T00:00:00Z,18183,43377,15109,,0.47589736496299884,0.41994837514064465,40.63284241,-73.94754121
25,FREEMAN ST,2022-05-02T00:00:00Z,18,2219,4812,1469,2019-05-06T00:00:00Z,4661,9047,3050,0.47607809482943575,0.5318890239858517,0.4816393442622951,40.82998745,-73.89175225
25,FREEMAN ST,2022-05-09T00:00:00Z,19,,5336,1609,2019-05-13T00:00:00Z,5386,8935,3047,,0.5972020145495244,0.5280603872661634,40.82998745,-73.89175225
25,GUN HILL RD,2022-05-02T00:00:00Z,18,3237,6273,2419,2019-05-06T00:00:00Z,9274,12902,5925,0.34904032779814537,0.4862036893504883,0.40827004219409285,40.87783939,-73.86613411
25,GUN HILL RD,2022-05-09T00:00:00Z,19,,6719,2458,2019-05-13T00:00:00Z,8604,12744,5517,,0.5272284996861268,0.4455319920246511,40.87783939,-73.86613411
25,INTERVALE AV,2022-05-02T00:00:00Z,18,1543,2883,930,2019-05-06T00:00:00Z,3110,5261,2663,0.4961414790996785,0.5479946778179053,0.34923019151333085,40.82214213,-73.89661738
25,INTERVALE AV,2022-05-09T00:00:00Z,19,,3111,1284,2019-05-13T00:00:00Z,4042,5225,2574,,0.5954066985645933,0.4988344988344988,40.82214213,-73.89661738
25,JACKSON AV,2022-05-02T00:00:00Z,18,2737,5200,1829,2019-05-06T00:00:00Z,5599,10503,4079,0.48883729237363815,0.49509663905550794,0.448394214268203,40.81643747,-73.90770194
25,JACKSON AV,2022-05-09T00:00:00Z,19,,5807,1943,2019-05-13T00:00:00Z,6928,9732,3901,,0.5966913275791205,0.4980774160471674,40.81643747,-73.90770194
25,NEREID AV,2022-05-02T00:00:00Z,18,1355,4291,1268,2019-05-06T00:00:00Z,2258,8661,2495,0.600088573959256,0.49543932571296617,0.5082164328657315,40.89828652,-73.85431531
25,NEREID AV,2022-05-09T00:00:00Z,19,,4648,1241,2019-05-13T00:00:00Z,2997,8487,2323,,0.5476611287852009,0.5342229875161429,40.89828652,-73.85431531
25,NEWKIRK AV,2022-05-02T00:00:00Z,18,2940,8822,1848,2019-05-06T00:00:00Z,6780,18507,4107,0.4336283185840708,0.47668449775760524,0.44996347699050404,40.63999124,-73.94829991
25,NEWKIRK AV,2022-05-09T00:00:00Z,19,,9346,1916,2019-05-13T00:00:00Z,7615,16569,4040,,0.5640654233810127,0.47425742574257423,40.63999124,-73.94829991
25,PELHAM PKWY,2022-05-02T00:00:00Z,18,2746,7175,3068,2019-05-06T00:00:00Z,7246,15955,8392,0.3789677063207287,0.4497022876841116,0.3655862726406101,40.85719241,-73.86748068
25,PELHAM PKWY,2022-05-09T00:00:00Z,19,,7324,3277,2019-05-13T00:00:00Z,9118,15611,7755,,0.4691563641022356,0.4225660863958736,40.85719241,-73.86748068
25,PRESIDENT ST,2022-05-02T00:00:00Z,18,1288,1793,1911,2019-05-06T00:00:00Z,3317,3820,4047,0.3883026831474224,0.4693717277486911,0.47220163083765754,40.6678836,-73.9505892
