id,datetime,entries,station,linename
A002_R051_02-00-00,2022-05-13T20:00:00Z,7711478,59 ST,456NQRW
A002_R051_02-00-01,2022-05-13T20:00:00Z,6827669,59 ST,456NQRW
A002_R051_02-03-00,2022-05-13T20:00:00Z,1503507,59 ST,456NQRW
A002_R051_02-03-01,2022-05-13T20:00:00Z,1775089,59 ST,456NQRW
A002_R051_02-03-02,2022-05-13T20:00:00Z,182397,59 ST,456NQRW
A002_R051_02-03-03,2022-05-13T20:00:00Z,6293617,59 ST,456NQRW
A002_R051_02-03-04,2022-05-13T20:00:00Z,7690286,59 ST,456NQRW
A002_R051_02-03-05,2022-05-13T20:00:00Z,12405299,59 ST,456NQRW
A002_R051_02-03-06,2022-05-13T20:00:00Z,9654630,59 ST,456NQRW
A002_R051_02-05-00,2022-05-13T20:00:00Z,526037,59 ST,456NQRW
A002_R051_02-06-00,2022-05-13T20:00:00Z,342493,59 ST,456NQRW
A006_R079_00-00-00,2022-05-13T22:00:00Z,4696776,59 ST,456NQRW
A006_R079_00-00-01,2022-05-13T22:00:00Z,5751356,59 ST,456NQRW
A006_R079_00-00-02,2022-05-13T22:00:00Z,6669592,59 ST,456NQRW
A006_R079_00-00-03,2022-05-13T22:00:00Z,3382685,59 ST,456NQRW
A006_R079_00-00-04,2022-05-13T22:00:00Z,178923,59 ST,456NQRW
A006_R079_00-03-00,2022-05-13T22:00:00Z,188196,59 ST,456NQRW
A006_R079_00-03-01,2022-05-13T22:00:00Z,891600,59 ST,456NQRW
A006_R079_00-03-02,2022-05-13T22:00:00Z,1383073,59 ST,456NQRW
A007_R079_01-05-00,2022-05-13T22:00:00Z,4831,59 ST,456NQRW
A007_R079_01-06-00,2022-05-13T22:00:00Z,802604,59 ST,456NQRW
A007_R079_01-06-01,2022-05-13T22:00:00Z,119948939,59 ST,456NQRW
A007_R079_01-06-02,2022-05-13T22:00:00Z,5285829,59 ST,456NQRW
A007_R079_01-06-03,2022-05-13T22:00:00Z,276870,59 ST,456NQRW
A010_R080_00-00-00,2022-05-13T20:00:00Z,5413484,57 ST-7 AV,NQRW
A010_R080_00-00-01,2022-05-13T20:00:00Z,3572,57 ST-7 AV,NQRW
A010_R080_00-00-02,2022-05-13T20:00:00Z,2467,57 ST-7 AV,NQRW
A010_R080_00-00-03,2022-05-13T20:00:00Z,2648,57 ST-7 AV,NQRW
A010_R080_00-00-04,2022-05-13T20:00:00Z,5005576,57 ST-7 AV,NQRW
A010_R080_00-00-05,2022-05-13T20:00:00Z,2567777,57 ST-7 AV,NQRW
A010_R080_00-00-06,2022-05-13T20:00:00Z,20287250,57 ST-7 AV,NQRW
A010_R080_00-00-07,2022-05-13T20:00:00Z,4748275,57 ST-7 AV,NQRW
A011_R080_01-00-00,2022-05-13T20:00:00Z,556691,57 ST-7 AV,NQRW
A011_R080_01-00-01,2022-05-13T20:00:00Z,5336,57 ST-7 AV,NQRW
A011_R080_01-00-02,2022-05-13T20:00:00Z,848011,57 ST-7 AV,NQRW
A011_R080_01-00-03,2022-05-13T20:00:00Z,1252034,57 ST-7 AV,NQRW
A011_R080_01-00-04,2022-05-13T20:00:00Z,4722309,57 ST-7 AV,NQRW
A011_R080_01-03-00,2022-05-13T20:00:00Z,885486809,57 ST-7 AV,NQRW
A011_R080_01-03-01,2022-05-13T20:00:00Z,225380,57 ST-7 AV,NQRW
A011_R080_01-03-02,2022-05-13T20:00:00Z,208016,57 ST-7 AV,NQRW
A011_R080_01-03-03,2022-05-13T20:00:00Z,64774,57 ST-7 AV,NQRW
A011_R080_01-03-04,2022-05-13T20:00:00Z,159578,57 ST-7 AV,NQRW
A011_R080_01-05-00,2022-05-13T20:00:00Z,461927,57 ST-7 AV,NQRW
A013_R081_01-00-00,2022-05-13T20:00:00Z,6301915,49 ST,NQRW
A013_R081_01-03-00,2022-05-13T20:00:00Z,63449,49 ST,NQRW
A013_R081_01-03-01,2022-05-13T20:00:00Z,6616847,49 ST,NQRW
A013_R081_01-03-02,2022-05-13T20:00:00Z,6302114,49 ST,NQRW
A013_R081_01-05-00,2022-05-13T20:00:00Z,1587,49 ST,NQRW
A013_R081_01-06-00,2022-05-13T20:00:00Z,428274,49 ST,NQRW
A013_R081_01-06-01,2022-05-13T20:00:00Z,48983,49 ST,NQRW
A013_R081_01-06-02,2022-05-13T20:00:00Z,764416,49 ST,NQRW
A014_R081_02-00-00,2022-05-13T20:00:00Z,160432,49 ST,NQRW
A014_R081_02-00-01,2022-05-13T20:00:00Z,7043856,49 ST,NQRW
A014_R081_02-00-02,2022-05-13T20:00:00Z,1668386,49 ST,NQRW
A014_R081_02-06-00,2022-05-13T20:00:00Z,636614,49 ST,NQRW
A014_R081_02-06-01,2022-05-13T20:00:00Z,36253,49 ST,NQRW
A015_R081_00-00-00,2022-05-13T20:00:00Z,13278583,49 ST,NQRW
A015_R081_00-00-01,2022-05-13T20:00:00Z,1306567,49 ST,NQRW
A015_R081_00-00-02,2022-05-13T20:00:00Z,78614,49 ST,NQRW
A015_R081_00-00-03,2022-05-13T20:00:00Z,9271292,49 ST,NQRW
A015_R081_00-03-00,2022-05-13T20:00:00Z,7664609,49 ST,NQRW
A015_R081_00-03-01,2022-05-13T20:00:00Z,3956,49 ST,NQRW
A016_R081_03-00-00,2022-05-13T20:00:00Z,4209322,49 ST,NQRW
A016_R081_03-00-01,2022-05-13T20:00:00Z,6198563,49 ST,NQRW
A016_R081_03-00-02,2022-05-13T20:00:00Z,15707345,49 ST,NQRW
A016_R081_03-06-00,2022-05-13T20:00:00Z,1380848,49 ST,NQRW
A016_R081_03-06-01,2022-05-13T20:00:00Z,46062,49 ST,NQRW
A021_R032_01-00-00,2022-05-13T20:00:00Z,10359077,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-01,2022-05-13T20:00:00Z,4418739,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-02,2022-05-13T20:00:00Z,3090372,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-03,2022-05-13T20:00:00Z,3005511,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-04,2022-05-13T20:00:00Z,2714996,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-05,2022-05-13T20:00:00Z,2069501,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-06,2022-05-13T20:00:00Z,2349177,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-07,2022-05-13T20:00:00Z,3907584,TIMES SQ-42 ST,1237ACENQRSW
A022_R022_01-00-00,2022-05-13T20:00:00Z,29301505,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-00-01,2022-05-13T20:00:00Z,28816909,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-00-02,2022-05-13T20:00:00Z,16983681,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-06-00,2022-05-13T20:00:00Z,67859593,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-06-01,2022-05-13T20:00:00Z,5617905,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-00,2022-05-13T20:00:00Z,5946838,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-01,2022-05-13T20:00:00Z,14722521,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-02,2022-05-13T20:00:00Z,15573499,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-03,2022-05-13T20:00:00Z,9424359,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-00,2022-05-13T20:00:00Z,8872105,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-01,2022-05-13T20:00:00Z,415996,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-02,2022-05-13T20:00:00Z,2829351,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-00,2022-05-13T20:00:00Z,351963,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-01,2022-05-13T20:00:00Z,16072355,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-02,2022-05-13T20:00:00Z,618453,34 ST-HERALD SQ,BDFMNQRW
A027_R082_01-00-00,2022-05-13T20:00:00Z,4061793,28 ST,NRW
A027_R082_01-03-00,2022-05-13T20:00:00Z,843032,28 ST,NRW
A027_R082_01-03-01,2022-05-13T20:00:00Z,2667520,28 ST,NRW
A027_R082_01-03-02,2022-05-13T20:00:00Z,3136989,28 ST,NRW
A027_R082_01-03-03,2022-05-13T20:00:00Z,3282010,28 ST,NRW
A029_R082_00-00-00,2022-05-13T20:00:00Z,4442272,28 ST,NRW
A029_R082_00-00-01,2022-05-13T20:00:00Z,6840812,28 ST,NRW
A029_R082_00-03-00,2022-05-13T20:00:00Z,8249494,28 ST,NRW
A029_R082_00-03-01,2022-05-13T20:00:00Z,5326463,28 ST,NRW
A030_R083_01-00-00,2022-05-13T20:00:00Z,308661,23 ST,NRW
A030_R083_01-00-01,2022-05-13T20:00:00Z,7456625,23 ST,NRW
A030_R083_01-00-02,2022-05-13T20:00:00Z,5633196,23 ST,NRW
A030_R083_01-03-00,2022-05-13T20:00:00Z,6990565,23 ST,NRW
A030_R083_01-03-01,2022-05-13T20:00:00Z,10649363,23 ST,NRW
A030_R083_01-03-02,2022-05-13T20:00:00Z,12221301,23 ST,NRW
A030_R083_01-06-00,2022-05-13T20:00:00Z,9331813,23 ST,NRW
A030_R083_01-06-01,2022-05-13T20:00:00Z,86264064,23 ST,NRW
A031_R083_00-00-00,2022-05-13T20:00:00Z,2203423,23 ST,NRW
A031_R083_00-00-01,2022-05-13T20:00:00Z,184713,23 ST,NRW
A031_R083_00-00-02,2022-05-13T20:00:00Z,7043504,23 ST,NRW
A031_R083_00-03-00,2022-05-13T20:00:00Z,3014354,23 ST,NRW
A031_R083_00-03-01,2022-05-13T20:00:00Z,4359280,23 ST,NRW
A031_R083_00-03-02,2022-05-13T20:00:00Z,345185,23 ST,NRW
A033_R170_02-00-00,2022-05-13T21:00:00Z,460077,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-01,2022-05-13T21:00:00Z,2750859,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-02,2022-05-13T21:00:00Z,15460571,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-03,2022-05-13T21:00:00Z,7923580,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-04,2022-05-13T21:00:00Z,8806,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-05,2022-05-13T21:00:00Z,781902,14 ST-UNION SQ,LNQR456W
A033_R170_02-06-00,2022-05-13T21:00:00Z,794614,14 ST-UNION SQ,LNQR456W
A033_R170_02-06-01,2022-05-13T21:00:00Z,71461674,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-00,2022-05-13T21:00:00Z,2401517,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-01,2022-05-13T21:00:00Z,1391643,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-02,2022-05-13T21:00:00Z,5406615,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-00,2022-05-13T21:00:00Z,522450,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-01,2022-05-13T21:00:00Z,7268463,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-02,2022-05-13T21:00:00Z,14564805,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-00,2022-05-13T21:00:00Z,530851,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-01,2022-05-13T21:00:00Z,460981,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-02,2022-05-13T21:00:00Z,531548,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-03,2022-05-13T21:00:00Z,545695,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-00,2022-05-13T21:00:00Z,262906,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-01,2022-05-13T21:00:00Z,261698,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-02,2022-05-13T21:00:00Z,1310820,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-03,2022-05-13T21:00:00Z,5025219,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-04,2022-05-13T21:00:00Z,4088339,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-00,2022-05-13T21:00:00Z,1719848,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-01,2022-05-13T21:00:00Z,6634631,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-02,2022-05-13T21:00:00Z,8579526,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-03,2022-05-13T21:00:00Z,26992799,14 ST-UNION SQ,LNQR456W
A038_R085_00-00-00,2022-05-13T20:00:00Z,4179007,8 ST-NYU,NRW
A038_R085_00-00-01,2022-05-13T20:00:00Z,2304069,8 ST-NYU,NRW
A038_R085_00-00-02,2022-05-13T20:00:00Z,14479546,8 ST-NYU,NRW
A038_R085_00-00-03,2022-05-13T20:00:00Z,5144683,8 ST-NYU,NRW
A038_R085_00-00-04,2022-05-13T20:00:00Z,6098215,8 ST-NYU,NRW
A038_R085_00-03-00,2022-05-13T20:00:00Z,3441,8 ST-NYU,NRW
A038_R085_00-03-01,2022-05-13T20:00:00Z,130065,8 ST-NYU,NRW
A038_R085_00-03-02,2022-05-13T20:00:00Z,209180,8 ST-NYU,NRW
A039_R085_01-00-00,2022-05-13T20:00:00Z,92017,8 ST-NYU,NRW
A039_R085_01-00-01,2022-05-13T20:00:00Z,461032,8 ST-NYU,NRW
A039_R085_01-00-02,2022-05-13T20:00:00Z,2914810,8 ST-NYU,NRW
A039_R085_01-03-00,2022-05-13T20:00:00Z,2980139,8 ST-NYU,NRW
A039_R085_01-03-01,2022-05-13T20:00:00Z,61638,8 ST-NYU,NRW
A039_R085_01-06-00,2022-05-13T20:00:00Z,69171483,8 ST-NYU,NRW
A041_R086_00-00-00,2022-05-13T20:00:00Z,12910616,PRINCE ST,NRW
A041_R086_00-00-01,2022-05-13T20:00:00Z,14599679,PRINCE ST,NRW
A041_R086_00-00-02,2022-05-13T20:00:00Z,14614487,PRINCE ST,NRW
A041_R086_00-00-03,2022-05-13T20:00:00Z,13811793,PRINCE ST,NRW
A041_R086_00-00-04,2022-05-13T20:00:00Z,9563724,PRINCE ST,NRW
A042_R086_01-00-00,2022-05-13T20:00:00Z,1441969,PRINCE ST,NRW
A042_R086_01-00-01,2022-05-13T20:00:00Z,2306205,PRINCE ST,NRW
A042_R086_01-00-02,2022-05-13T20:00:00Z,2266342,PRINCE ST,NRW
A042_R086_01-00-03,2022-05-13T20:00:00Z,5390670,PRINCE ST,NRW
A042_R086_01-00-04,2022-05-13T20:00:00Z,7945,PRINCE ST,NRW
A043_R462_00-00-00,2022-05-13T21:00:00Z,371930222,CANAL ST,JNQRZ6W
A043_R462_00-00-01,2022-05-13T21:00:00Z,355946951,CANAL ST,JNQRZ6W
A043_R462_00-00-02,2022-05-13T21:00:00Z,14820303,CANAL ST,JNQRZ6W
A043_R462_00-03-00,2022-05-13T21:00:00Z,5842703,CANAL ST,JNQRZ6W
A043_R462_00-03-01,2022-05-13T21:00:00Z,5422846,CANAL ST,JNQRZ6W
A043_R462_00-03-02,2022-05-13T21:00:00Z,4422089,CANAL ST,JNQRZ6W
A043_R462_00-03-03,2022-05-13T21:00:00Z,94468,CANAL ST,JNQRZ6W
A043_R462_00-03-04,2022-05-13T21:00:00Z,9042557,CANAL ST,JNQRZ6W
A043_R462_00-06-00,2022-05-13T21:00:00Z,1374855,CANAL ST,JNQRZ6W
A043_R462_00-06-01,2022-05-13T21:00:00Z,4380331,CANAL ST,JNQRZ6W
A043_R462_00-06-02,2022-05-13T21:00:00Z,7668176,CANAL ST,JNQRZ6W
A046_R463_00-00-00,2022-05-13T21:00:00Z,4318710,CANAL ST,JNQRZ6W
A046_R463_00-00-01,2022-05-13T21:00:00Z,9212754,CANAL ST,JNQRZ6W
A046_R463_00-00-02,2022-05-13T21:00:00Z,10108244,CANAL ST,JNQRZ6W
A046_R463_00-00-03,2022-05-13T21:00:00Z,356197,CANAL ST,JNQRZ6W
A046_R463_00-03-00,2022-05-13T21:00:00Z,9753308,CANAL ST,JNQRZ6W
A046_R463_00-03-01,2022-05-13T21:00:00Z,13541286,CANAL ST,JNQRZ6W
A046_R463_00-05-00,2022-05-13T21:00:00Z,8266,CANAL ST,JNQRZ6W
A046_R463_00-05-02,2022-05-13T21:00:00Z,160,CANAL ST,JNQRZ6W
A046_R463_00-06-00,2022-05-13T21:00:00Z,1812997,CANAL ST,JNQRZ6W
A046_R463_00-06-01,2022-05-13T21:00:00Z,731492,CANAL ST,JNQRZ6W
A046_R463_00-06-02,2022-05-13T21:00:00Z,1669144,CANAL ST,JNQRZ6W
A046_R463_00-06-03,2022-05-13T21:00:00Z,51164704,CANAL ST,JNQRZ6W
A046_R463_00-06-04,2022-05-13T21:00:00Z,4548019,CANAL ST,JNQRZ6W
A046_R463_00-06-05,2022-05-13T21:00:00Z,806553,CANAL ST,JNQRZ6W
A046_R463_00-06-06,2022-05-13T21:00:00Z,102913570,CANAL ST,JNQRZ6W
A046_R463_00-06-07,2022-05-13T21:00:00Z,5061212,CANAL ST,JNQRZ6W
A046_R463_00-06-08,2022-05-13T21:00:00Z,1760135,CANAL ST,JNQRZ6W
A047_R087_00-00-00,2022-05-13T20:00:00Z,76725,CITY HALL,NRW
A047_R087_00-00-01,2022-05-13T20:00:00Z,2761894,CITY HALL,NRW
A047_R087_00-00-02,2022-05-13T20:00:00Z,7505270,CITY HALL,NRW
A047_R087_00-03-00,2022-05-13T20:00:00Z,6023799,CITY HALL,NRW
A047_R087_00-03-01,2022-05-13T20:00:00Z,930921,CITY HALL,NRW
A047_R087_00-03-02,2022-05-13T20:00:00Z,6545900,CITY HALL,NRW
A047_R087_00-06-00,2022-05-13T20:00:00Z,118824364,CITY HALL,NRW
A047_R087_00-06-01,2022-05-13T20:00:00Z,313349,CITY HALL,NRW
A047_R087_00-06-02,2022-05-13T20:00:00Z,769937,CITY HALL,NRW
A049_R088_02-00-00,2022-05-13T21:00:00Z,960164,CORTLANDT ST,RNW
A049_R088_02-00-01,2022-05-13T21:00:00Z,1053585,CORTLANDT ST,RNW
A049_R088_02-00-02,2022-05-13T21:00:00Z,57755,CORTLANDT ST,RNW
A049_R088_02-00-03,2022-05-13T21:00:00Z,872695301,CORTLANDT ST,RNW
A049_R088_02-01-00,2022-05-13T21:00:00Z,1128420,CORTLANDT ST,RNW
A049_R088_02-01-01,2022-05-13T21:00:00Z,387884,CORTLANDT ST,RNW
A049_R088_02-01-02,2022-05-13T21:00:00Z,1951951,CORTLANDT ST,RNW
A049_R088_02-03-00,2022-05-13T21:00:00Z,1902356,CORTLANDT ST,RNW
A049_R088_02-03-01,2022-05-13T21:00:00Z,130147,CORTLANDT ST,RNW
A049_R088_02-03-02,2022-05-13T21:00:00Z,1393377,CORTLANDT ST,RNW
A049_R088_02-03-03,2022-05-13T21:00:00Z,1570667,CORTLANDT ST,RNW
A049_R088_02-05-00,2022-05-13T21:00:00Z,1058663692,CORTLANDT ST,RNW
A050_R088_00-00-00,2022-05-13T21:00:00Z,17331,CORTLANDT ST,RNW
A050_R088_00-00-01,2022-05-13T21:00:00Z,4095809,CORTLANDT ST,RNW
A050_R088_00-02-00,2022-05-13T21:00:00Z,3831913,CORTLANDT ST,RNW
A050_R088_00-02-01,2022-05-13T21:00:00Z,756450,CORTLANDT ST,RNW
A050_R088_00-03-00,2022-05-13T21:00:00Z,231742,CORTLANDT ST,RNW
A050_R088_00-03-01,2022-05-13T21:00:00Z,10798818,CORTLANDT ST,RNW
A050_R088_00-03-02,2022-05-13T21:00:00Z,10277,CORTLANDT ST,RNW
A050_R088_00-03-03,2022-05-13T21:00:00Z,1731783,CORTLANDT ST,RNW
A050_R088_00-05-00,2022-05-13T21:00:00Z,714802,CORTLANDT ST,RNW
A050_R088_00-05-01,2022-05-13T21:00:00Z,11391,CORTLANDT ST,RNW
A050_R088_00-05-02,2022-05-13T21:00:00Z,1727828,CORTLANDT ST,RNW
A050_R088_00-05-03,2022-05-13T21:00:00Z,793254,CORTLANDT ST,RNW
A052_R088_01-00-00,2022-05-13T21:00:00Z,311358,CORTLANDT ST,RNW
A052_R088_01-00-01,2022-05-13T21:00:00Z,207555,CORTLANDT ST,RNW
A052_R088_01-00-02,2022-05-13T21:00:00Z,36399,CORTLANDT ST,RNW
A052_R088_01-00-03,2022-05-13T21:00:00Z,175664,CORTLANDT ST,RNW
A052_R088_01-03-00,2022-05-13T21:00:00Z,279199,CORTLANDT ST,RNW
A052_R088_01-03-01,2022-05-13T21:00:00Z,448092,CORTLANDT ST,RNW
A052_R088_01-05-00,2022-05-13T21:00:00Z,2574,CORTLANDT ST,RNW
A053_R088_03-00-00,2022-05-13T21:00:00Z,1194291,CORTLANDT ST,RNW
A053_R088_03-00-01,2022-05-13T21:00:00Z,199398,CORTLANDT ST,RNW
A053_R088_03-00-02,2022-05-13T21:00:00Z,282550,CORTLANDT ST,RNW
A053_R088_03-00-03,2022-05-13T21:00:00Z,235329,CORTLANDT ST,RNW
A053_R088_03-05-00,2022-05-13T21:00:00Z,852495,CORTLANDT ST,RNW
A054_R227_01-00-00,2022-05-13T20:00:00Z,19073,RECTOR ST,NRW
A054_R227_01-00-01,2022-05-13T20:00:00Z,349462,RECTOR ST,NRW
A054_R227_01-00-02,2022-05-13T20:00:00Z,1979912,RECTOR ST,NRW
A054_R227_01-03-00,2022-05-13T20:00:00Z,3949969,RECTOR ST,NRW
A054_R227_01-03-01,2022-05-13T20:00:00Z,4928633,RECTOR ST,NRW
A054_R227_01-06-00,2022-05-13T20:00:00Z,473058,RECTOR ST,NRW
A055_R227_00-00-00,2022-05-13T20:00:00Z,1410829,RECTOR ST,NRW
A055_R227_00-00-01,2022-05-13T20:00:00Z,2379831,RECTOR ST,NRW
A055_R227_00-00-02,2022-05-13T20:00:00Z,117795413,RECTOR ST,NRW
A055_R227_00-00-03,2022-05-13T20:00:00Z,3351210,RECTOR ST,NRW
A055_R227_00-00-04,2022-05-13T20:00:00Z,4756032,RECTOR ST,NRW
A058_R001_01-00-00,2022-05-13T21:00:00Z,32154,WHITEHALL S-FRY,R1W
A058_R001_01-00-01,2022-05-13T21:00:00Z,140838,WHITEHALL S-FRY,R1W
A058_R001_01-00-02,2022-05-13T21:00:00Z,4804381,WHITEHALL S-FRY,R1W
A058_R001_01-00-03,2022-05-13T21:00:00Z,135622966,WHITEHALL S-FRY,R1W
A058_R001_01-06-00,2022-05-13T21:00:00Z,117940900,WHITEHALL S-FRY,R1W
A058_R001_01-06-01,2022-05-13T21:00:00Z,1703185,WHITEHALL S-FRY,R1W
A058_R001_01-06-02,2022-05-13T21:00:00Z,187385,WHITEHALL S-FRY,R1W
A060_R001_00-00-00,2022-05-13T21:00:00Z,5725381,WHITEHALL S-FRY,R1W
A060_R001_00-00-01,2022-05-13T21:00:00Z,4413679,WHITEHALL S-FRY,R1W
A060_R001_00-00-02,2022-05-13T21:00:00Z,1395188,WHITEHALL S-FRY,R1W
A060_R001_00-00-03,2022-05-13T21:00:00Z,3143663,WHITEHALL S-FRY,R1W
A060_R001_00-00-04,2022-05-13T21:00:00Z,961120,WHITEHALL S-FRY,R1W
A060_R001_00-00-05,2022-05-13T21:00:00Z,2539242,WHITEHALL S-FRY,R1W
A060_R001_00-00-06,2022-05-13T21:00:00Z,738131,WHITEHALL S-FRY,R1W
A060_R001_00-00-07,2022-05-13T21:00:00Z,3907972,WHITEHALL S-FRY,R1W
A061_R142_00-00-00,2022-05-13T21:00:00Z,14544748,DELANCEY/ESSEX,FJMZ
A061_R142_00-00-01,2022-05-13T21:00:00Z,12432042,DELANCEY/ESSEX,FJMZ
A061_R142_00-00-02,2022-05-13T21:00:00Z,1556375,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-00,2022-05-13T21:00:00Z,102746,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-01,2022-05-13T21:00:00Z,3667427,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-02,2022-05-13T21:00:00Z,2896812,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-03,2022-05-13T21:00:00Z,1634840,DELANCEY/ESSEX,FJMZ
A064_R311_00-00-00,2022-05-13T20:00:00Z,6314217,BOWERY,JZ
A064_R311_00-03-00,2022-05-13T20:00:00Z,163804,BOWERY,JZ
A064_R311_00-03-01,2022-05-13T20:00:00Z,7266524,BOWERY,JZ
A066_R118_00-00-00,2022-05-13T21:00:00Z,1722249368,CANAL ST,JNQRZ6W
A066_R118_00-00-01,2022-05-13T21:00:00Z,11535266,CANAL ST,JNQRZ6W
A066_R118_00-00-02,2022-05-13T21:00:00Z,340751711,CANAL ST,JNQRZ6W
A069_R044_01-00-00,2022-05-13T20:00:00Z,275205,BROOKLYN BRIDGE,456JZ
A069_R044_01-00-01,2022-05-13T20:00:00Z,278430,BROOKLYN BRIDGE,456JZ
A069_R044_01-00-02,2022-05-13T20:00:00Z,684735,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-00,2022-05-13T20:00:00Z,3524714,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-01,2022-05-13T20:00:00Z,1202354,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-02,2022-05-13T20:00:00Z,38206,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-03,2022-05-13T20:00:00Z,7835436,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-04,2022-05-13T20:00:00Z,6785211,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-00,2022-05-13T20:00:00Z,191271,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-01,2022-05-13T20:00:00Z,1894722,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-02,2022-05-13T20:00:00Z,135028,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-00,2022-05-13T20:00:00Z,177143,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-01,2022-05-13T20:00:00Z,6761468,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-02,2022-05-13T20:00:00Z,3777112,BROOKLYN BRIDGE,456JZ
A077_R028_03-00-00,2022-05-13T23:00:00Z,534267,FULTON ST,ACJZ2345
A077_R028_03-03-00,2022-05-13T23:00:00Z,4884698,FULTON ST,ACJZ2345
A077_R028_03-03-01,2022-05-13T23:00:00Z,74972,FULTON ST,ACJZ2345
A077_R028_03-03-02,2022-05-13T23:00:00Z,1662601056,FULTON ST,ACJZ2345
A081_R028_04-00-00,2022-05-13T23:00:00Z,229485,FULTON ST,ACJZ2345
A081_R028_04-00-01,2022-05-13T23:00:00Z,451728,FULTON ST,ACJZ2345
A081_R028_04-00-02,2022-05-13T23:00:00Z,33940,FULTON ST,ACJZ2345
A081_R028_04-00-03,2022-05-13T23:00:00Z,956220,FULTON ST,ACJZ2345
A081_R028_04-00-04,2022-05-13T23:00:00Z,119026128,FULTON ST,ACJZ2345
A081_R028_04-05-00,2022-05-13T23:00:00Z,3489,FULTON ST,ACJZ2345
A082_R028_05-05-00,2022-05-13T23:00:00Z,33555280,FULTON ST,ACJZ2345
A082_R028_05-06-00,2022-05-13T23:00:00Z,4284182,FULTON ST,ACJZ2345
A082_R028_05-06-01,2022-05-13T23:00:00Z,955900,FULTON ST,ACJZ2345
A083_R125_00-00-00,2022-05-13T21:00:00Z,6151684,BROAD ST,JZ
A083_R125_00-00-01,2022-05-13T21:00:00Z,787559,BROAD ST,JZ
A083_R125_00-00-02,2022-05-13T21:00:00Z,1072562,BROAD ST,JZ
A083_R125_00-00-03,2022-05-13T21:00:00Z,2342635,BROAD ST,JZ
A083_R125_00-00-04,2022-05-13T21:00:00Z,103605,BROAD ST,JZ
A084_R125_01-00-00,2022-05-13T21:00:00Z,358946,BROAD ST,JZ
