id,datetime,entries,station,linename
A014_R081_02-00-00,2022-05-06T20:00:00Z,160432,49 ST,NQRW
A014_R081_02-00-01,2022-05-06T20:00:00Z,7043856,49 ST,NQRW
A014_R081_02-00-02,2022-05-06T20:00:00Z,1668386,49 ST,NQRW
A014_R081_02-06-00,2022-05-06T20:00:00Z,636614,49 ST,NQRW
A014_R081_02-06-01,2022-05-06T20:00:00Z,36253,49 ST,NQRW
A015_R081_00-00-00,2022-05-06T20:00:00Z,13274510,49 ST,NQRW
A015_R081_00-00-01,2022-05-06T20:00:00Z,1303228,49 ST,NQRW
A015_R081_00-00-02,2022-05-06T20:00:00Z,75400,49 ST,NQRW
A015_R081_00-00-03,2022-05-06T20:00:00Z,9268784,49 ST,NQRW
A015_R081_00-03-00,2022-05-06T20:00:00Z,7661983,49 ST,NQRW
A015_R081_00-03-01,2022-05-06T20:00:00Z,1929,49 ST,NQRW
A016_R081_03-00-00,2022-05-06T20:00:00Z,4206647,49 ST,NQRW
A016_R081_03-00-01,2022-05-06T20:00:00Z,6194411,49 ST,NQRW
A016_R081_03-00-02,2022-05-06T20:00:00Z,15700871,49 ST,NQRW
A016_R081_03-06-00,2022-05-06T20:00:00Z,1380333,49 ST,NQRW
A016_R081_03-06-01,2022-05-06T20:00:00Z,45746,49 ST,NQRW
A021_R032_01-00-00,2022-05-06T20:00:00Z,10351196,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-01,2022-05-06T20:00:00Z,4413878,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-02,2022-05-06T20:00:00Z,3086999,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-03,2022-05-06T20:00:00Z,3002878,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-04,2022-05-06T20:00:00Z,2712474,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-05,2022-05-06T20:00:00Z,2067078,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-06,2022-05-06T20:00:00Z,2348336,TIMES SQ-42 ST,1237ACENQRSW
A021_R032_01-00-07,2022-05-06T20:00:00Z,3903099,TIMES SQ-42 ST,1237ACENQRSW
A022_R022_01-00-00,2022-05-06T20:00:00Z,29292250,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-00-01,2022-05-06T20:00:00Z,28810579,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-00-02,2022-05-06T20:00:00Z,16979220,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-06-00,2022-05-06T20:00:00Z,67859218,34 ST-HERALD SQ,BDFMNQRW
A022_R022_01-06-01,2022-05-06T20:00:00Z,5617164,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-00,2022-05-06T20:00:00Z,5938290,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-01,2022-05-06T20:00:00Z,14711790,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-02,2022-05-06T20:00:00Z,15564883,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-00-03,2022-05-06T20:00:00Z,9416565,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-00,2022-05-06T20:00:00Z,8864865,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-01,2022-05-06T20:00:00Z,410094,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-03-02,2022-05-06T20:00:00Z,2821130,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-00,2022-05-06T20:00:00Z,345854,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-01,2022-05-06T20:00:00Z,16066074,34 ST-HERALD SQ,BDFMNQRW
A025_R023_01-06-02,2022-05-06T20:00:00Z,617349,34 ST-HERALD SQ,BDFMNQRW
A027_R082_01-00-00,2022-05-06T20:00:00Z,4059165,28 ST,NRW
A027_R082_01-03-00,2022-05-06T20:00:00Z,839422,28 ST,NRW
A027_R082_01-03-01,2022-05-06T20:00:00Z,2664597,28 ST,NRW
A027_R082_01-03-02,2022-05-06T20:00:00Z,3134491,28 ST,NRW
A027_R082_01-03-03,2022-05-06T20:00:00Z,3279352,28 ST,NRW
A029_R082_00-00-00,2022-05-06T20:00:00Z,4440968,28 ST,NRW
A029_R082_00-00-01,2022-05-06T20:00:00Z,6838820,28 ST,NRW
A029_R082_00-03-00,2022-05-06T20:00:00Z,8246790,28 ST,NRW
A029_R082_00-03-01,2022-05-06T20:00:00Z,5322863,28 ST,NRW
A030_R083_01-00-00,2022-05-06T20:00:00Z,302811,23 ST,NRW
A030_R083_01-00-01,2022-05-06T20:00:00Z,7452669,23 ST,NRW
A030_R083_01-00-02,2022-05-06T20:00:00Z,5630130,23 ST,NRW
A030_R083_01-03-00,2022-05-06T20:00:00Z,6987972,23 ST,NRW
A030_R083_01-03-01,2022-05-06T20:00:00Z,10645141,23 ST,NRW
A030_R083_01-03-02,2022-05-06T20:00:00Z,12213795,23 ST,NRW
A030_R083_01-06-00,2022-05-06T20:00:00Z,9331813,23 ST,NRW
A030_R083_01-06-01,2022-05-06T20:00:00Z,86264064,23 ST,NRW
A031_R083_00-00-00,2022-05-06T20:00:00Z,2199006,23 ST,NRW
A031_R083_00-00-01,2022-05-06T20:00:00Z,181644,23 ST,NRW
A031_R083_00-00-02,2022-05-06T20:00:00Z,7041177,23 ST,NRW
A031_R083_00-03-00,2022-05-06T20:00:00Z,3013035,23 ST,NRW
A031_R083_00-03-01,2022-05-06T20:00:00Z,4355806,23 ST,NRW
A031_R083_00-03-02,2022-05-06T20:00:00Z,345185,23 ST,NRW
A033_R170_02-00-00,2022-05-06T21:00:00Z,458023,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-01,2022-05-06T21:00:00Z,2747632,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-02,2022-05-06T21:00:00Z,15455643,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-03,2022-05-06T21:00:00Z,7915958,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-04,2022-05-06T21:00:00Z,140077,14 ST-UNION SQ,LNQR456W
A033_R170_02-00-05,2022-05-06T21:00:00Z,767164,14 ST-UNION SQ,LNQR456W
A033_R170_02-06-00,2022-05-06T21:00:00Z,794424,14 ST-UNION SQ,LNQR456W
A033_R170_02-06-01,2022-05-06T21:00:00Z,71457971,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-00,2022-05-06T21:00:00Z,2399399,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-01,2022-05-06T21:00:00Z,1388523,14 ST-UNION SQ,LNQR456W
A034_R170_03-00-02,2022-05-06T21:00:00Z,5399841,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-00,2022-05-06T21:00:00Z,518072,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-01,2022-05-06T21:00:00Z,7261834,14 ST-UNION SQ,LNQR456W
A034_R170_03-03-02,2022-05-06T21:00:00Z,14551839,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-00,2022-05-06T21:00:00Z,527703,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-01,2022-05-06T21:00:00Z,458150,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-02,2022-05-06T21:00:00Z,528240,14 ST-UNION SQ,LNQR456W
A034_R170_03-05-03,2022-05-06T21:00:00Z,542360,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-00,2022-05-06T21:00:00Z,262167,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-01,2022-05-06T21:00:00Z,259884,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-02,2022-05-06T21:00:00Z,1307561,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-03,2022-05-06T21:00:00Z,5019657,14 ST-UNION SQ,LNQR456W
A035_R170_00-00-04,2022-05-06T21:00:00Z,4078180,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-00,2022-05-06T21:00:00Z,1711645,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-01,2022-05-06T21:00:00Z,6626840,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-02,2022-05-06T21:00:00Z,8571157,14 ST-UNION SQ,LNQR456W
A037_R170_05-00-03,2022-05-06T21:00:00Z,26984376,14 ST-UNION SQ,LNQR456W
A038_R085_00-00-00,2022-05-06T20:00:00Z,4176510,8 ST-NYU,NRW
A038_R085_00-00-01,2022-05-06T20:00:00Z,2299900,8 ST-NYU,NRW
A038_R085_00-00-02,2022-05-06T20:00:00Z,14475206,8 ST-NYU,NRW
A038_R085_00-00-03,2022-05-06T20:00:00Z,5141381,8 ST-NYU,NRW
A038_R085_00-00-04,2022-05-06T20:00:00Z,6095933,8 ST-NYU,NRW
A038_R085_00-03-00,2022-05-06T20:00:00Z,1925,8 ST-NYU,NRW
A038_R085_00-03-01,2022-05-06T20:00:00Z,127609,8 ST-NYU,NRW
A038_R085_00-03-02,2022-05-06T20:00:00Z,206143,8 ST-NYU,NRW
A039_R085_01-00-00,2022-05-06T20:00:00Z,90541,8 ST-NYU,NRW
A039_R085_01-00-01,2022-05-06T20:00:00Z,459186,8 ST-NYU,NRW
A039_R085_01-00-02,2022-05-06T20:00:00Z,2913589,8 ST-NYU,NRW
A039_R085_01-03-00,2022-05-06T20:00:00Z,2979694,8 ST-NYU,NRW
A039_R085_01-03-01,2022-05-06T20:00:00Z,60618,8 ST-NYU,NRW
A039_R085_01-06-00,2022-05-06T20:00:00Z,69168880,8 ST-NYU,NRW
A041_R086_00-00-00,2022-05-06T20:00:00Z,12906572,PRINCE ST,NRW
A041_R086_00-00-01,2022-05-06T20:00:00Z,14595804,PRINCE ST,NRW
A041_R086_00-00-02,2022-05-06T20:00:00Z,14610646,PRINCE ST,NRW
A041_R086_00-00-03,2022-05-06T20:00:00Z,13808174,PRINCE ST,NRW
A041_R086_00-00-04,2022-05-06T20:00:00Z,9559814,PRINCE ST,NRW
A042_R086_01-00-00,2022-05-06T20:00:00Z,1441167,PRINCE ST,NRW
A042_R086_01-00-01,2022-05-06T20:00:00Z,2304875,PRINCE ST,NRW
A042_R086_01-00-02,2022-05-06T20:00:00Z,2264599,PRINCE ST,NRW
A042_R086_01-00-03,2022-05-06T20:00:00Z,5388635,PRINCE ST,NRW
A042_R086_01-00-04,2022-05-06T20:00:00Z,6883,PRINCE ST,NRW
A043_R462_00-00-00,2022-05-06T21:00:00Z,371926788,CANAL ST,JNQRZ6W
A043_R462_00-00-01,2022-05-06T21:00:00Z,355943505,CANAL ST,JNQRZ6W
A043_R462_00-00-02,2022-05-06T21:00:00Z,14814861,CANAL ST,JNQRZ6W
A043_R462_00-03-00,2022-05-06T21:00:00Z,5839868,CANAL ST,JNQRZ6W
A043_R462_00-03-01,2022-05-06T21:00:00Z,5420886,CANAL ST,JNQRZ6W
A043_R462_00-03-02,2022-05-06T21:00:00Z,4420449,CANAL ST,JNQRZ6W
A043_R462_00-03-03,2022-05-06T21:00:00Z,92908,CANAL ST,JNQRZ6W
A043_R462_00-03-04,2022-05-06T21:00:00Z,9040442,CANAL ST,JNQRZ6W
A043_R462_00-06-00,2022-05-06T21:00:00Z,1370316,CANAL ST,JNQRZ6W
A043_R462_00-06-01,2022-05-06T21:00:00Z,4376881,CANAL ST,JNQRZ6W
A043_R462_00-06-02,2022-05-06T21:00:00Z,7665036,CANAL ST,JNQRZ6W
A046_R463_00-00-00,2022-05-06T21:00:00Z,4317689,CANAL ST,JNQRZ6W
A046_R463_00-00-01,2022-05-06T21:00:00Z,9209808,CANAL ST,JNQRZ6W
A046_R463_00-00-02,2022-05-06T21:00:00Z,10103978,CANAL ST,JNQRZ6W
A046_R463_00-00-03,2022-05-06T21:00:00Z,351449,CANAL ST,JNQRZ6W
A046_R463_00-03-00,2022-05-06T21:00:00Z,9749762,CANAL ST,JNQRZ6W
A046_R463_00-03-01,2022-05-06T21:00:00Z,13536230,CANAL ST,JNQRZ6W
A046_R463_00-05-00,2022-05-06T21:00:00Z,8067,CANAL ST,JNQRZ6W
A046_R463_00-05-02,2022-05-06T21:00:00Z,155,CANAL ST,JNQRZ6W
A046_R463_00-06-00,2022-05-06T21:00:00Z,1806711,CANAL ST,JNQRZ6W
A046_R463_00-06-01,2022-05-06T21:00:00Z,723472,CANAL ST,JNQRZ6W
A046_R463_00-06-02,2022-05-06T21:00:00Z,1664173,CANAL ST,JNQRZ6W
A046_R463_00-06-03,2022-05-06T21:00:00Z,51163805,CANAL ST,JNQRZ6W
A046_R463_00-06-04,2022-05-06T21:00:00Z,4546339,CANAL ST,JNQRZ6W
A046_R463_00-06-05,2022-05-06T21:00:00Z,805501,CANAL ST,JNQRZ6W
A046_R463_00-06-06,2022-05-06T21:00:00Z,102911692,CANAL ST,JNQRZ6W
A046_R463_00-06-07,2022-05-06T21:00:00Z,5059639,CANAL ST,JNQRZ6W
A046_R463_00-06-08,2022-05-06T21:00:00Z,1759255,CANAL ST,JNQRZ6W
A047_R087_00-00-00,2022-05-06T20:00:00Z,75775,CITY HALL,NRW
A047_R087_00-00-01,2022-05-06T20:00:00Z,2761194,CITY HALL,NRW
A047_R087_00-00-02,2022-05-06T20:00:00Z,7503530,CITY HALL,NRW
A047_R087_00-03-00,2022-05-06T20:00:00Z,6022002,CITY HALL,NRW
A047_R087_00-03-01,2022-05-06T20:00:00Z,929683,CITY HALL,NRW
A047_R087_00-03-02,2022-05-06T20:00:00Z,6544699,CITY HALL,NRW
A047_R087_00-06-00,2022-05-06T20:00:00Z,118821844,CITY HALL,NRW
A047_R087_00-06-01,2022-05-06T20:00:00Z,312133,CITY HALL,NRW
A047_R087_00-06-02,2022-05-06T20:00:00Z,768132,CITY HALL,NRW
A049_R088_02-00-00,2022-05-06T21:00:00Z,959156,CORTLANDT ST,RNW
A049_R088_02-00-01,2022-05-06T21:00:00Z,1052530,CORTLANDT ST,RNW
A049_R088_02-00-02,2022-05-06T21:00:00Z,56599,CORTLANDT ST,RNW
A049_R088_02-00-03,2022-05-06T21:00:00Z,872693464,CORTLANDT ST,RNW
A049_R088_02-01-00,2022-05-06T21:00:00Z,1126996,CORTLANDT ST,RNW
A049_R088_02-01-01,2022-05-06T21:00:00Z,386368,CORTLANDT ST,RNW
A049_R088_02-01-02,2022-05-06T21:00:00Z,1949279,CORTLANDT ST,RNW
A049_R088_02-03-00,2022-05-06T21:00:00Z,1900695,CORTLANDT ST,RNW
A049_R088_02-03-01,2022-05-06T21:00:00Z,128674,CORTLANDT ST,RNW
A049_R088_02-03-02,2022-05-06T21:00:00Z,1391635,CORTLANDT ST,RNW
A049_R088_02-03-03,2022-05-06T21:00:00Z,1568282,CORTLANDT ST,RNW
A049_R088_02-05-00,2022-05-06T21:00:00Z,1058663779,CORTLANDT ST,RNW
A050_R088_00-00-00,2022-05-06T21:00:00Z,17027,CORTLANDT ST,RNW
A050_R088_00-00-01,2022-05-06T21:00:00Z,4095329,CORTLANDT ST,RNW
A050_R088_00-02-00,2022-05-06T21:00:00Z,3831056,CORTLANDT ST,RNW
A050_R088_00-02-01,2022-05-06T21:00:00Z,755744,CORTLANDT ST,RNW
A050_R088_00-03-00,2022-05-06T21:00:00Z,231356,CORTLANDT ST,RNW
A050_R088_00-03-01,2022-05-06T21:00:00Z,10798454,CORTLANDT ST,RNW
A050_R088_00-03-02,2022-05-06T21:00:00Z,9745,CORTLANDT ST,RNW
A050_R088_00-03-03,2022-05-06T21:00:00Z,1730953,CORTLANDT ST,RNW
A050_R088_00-05-00,2022-05-06T21:00:00Z,713505,CORTLANDT ST,RNW
A050_R088_00-05-01,2022-05-06T21:00:00Z,10462,CORTLANDT ST,RNW
A050_R088_00-05-02,2022-05-06T21:00:00Z,1726692,CORTLANDT ST,RNW
A050_R088_00-05-03,2022-05-06T21:00:00Z,791420,CORTLANDT ST,RNW
A052_R088_01-00-00,2022-05-06T21:00:00Z,309883,CORTLANDT ST,RNW
A052_R088_01-00-01,2022-05-06T21:00:00Z,206907,CORTLANDT ST,RNW
A052_R088_01-00-02,2022-05-06T21:00:00Z,35732,CORTLANDT ST,RNW
A052_R088_01-00-03,2022-05-06T21:00:00Z,174952,CORTLANDT ST,RNW
A052_R088_01-03-00,2022-05-06T21:00:00Z,278034,CORTLANDT ST,RNW
A052_R088_01-03-01,2022-05-06T21:00:00Z,446264,CORTLANDT ST,RNW
A052_R088_01-05-00,2022-05-06T21:00:00Z,2477,CORTLANDT ST,RNW
A053_R088_03-00-00,2022-05-06T21:00:00Z,1193647,CORTLANDT ST,RNW
A053_R088_03-00-01,2022-05-06T21:00:00Z,198656,CORTLANDT ST,RNW
A053_R088_03-00-02,2022-05-06T21:00:00Z,281800,CORTLANDT ST,RNW
A053_R088_03-00-03,2022-05-06T21:00:00Z,234576,CORTLANDT ST,RNW
A053_R088_03-05-00,2022-05-06T21:00:00Z,852482,CORTLANDT ST,RNW
A054_R227_01-00-00,2022-05-06T20:00:00Z,18054,RECTOR ST,NRW
A054_R227_01-00-01,2022-05-06T20:00:00Z,348981,RECTOR ST,NRW
A054_R227_01-00-02,2022-05-06T20:00:00Z,1979382,RECTOR ST,NRW
A054_R227_01-03-00,2022-05-06T20:00:00Z,3948898,RECTOR ST,NRW
A054_R227_01-03-01,2022-05-06T20:00:00Z,4925447,RECTOR ST,NRW
A054_R227_01-06-00,2022-05-06T20:00:00Z,471592,RECTOR ST,NRW
A055_R227_00-00-00,2022-05-06T20:00:00Z,1409264,RECTOR ST,NRW
A055_R227_00-00-01,2022-05-06T20:00:00Z,2378991,RECTOR ST,NRW
A055_R227_00-00-02,2022-05-06T20:00:00Z,117794975,RECTOR ST,NRW
A055_R227_00-00-03,2022-05-06T20:00:00Z,3350589,RECTOR ST,NRW
A055_R227_00-00-04,2022-05-06T20:00:00Z,4755347,RECTOR ST,NRW
A058_R001_01-00-00,2022-05-06T21:00:00Z,30656,WHITEHALL S-FRY,R1W
A058_R001_01-00-01,2022-05-06T21:00:00Z,138091,WHITEHALL S-FRY,R1W
A058_R001_01-00-02,2022-05-06T21:00:00Z,4802381,WHITEHALL S-FRY,R1W
A058_R001_01-00-03,2022-05-06T21:00:00Z,135621132,WHITEHALL S-FRY,R1W
A058_R001_01-06-00,2022-05-06T21:00:00Z,117940519,WHITEHALL S-FRY,R1W
A058_R001_01-06-01,2022-05-06T21:00:00Z,1702638,WHITEHALL S-FRY,R1W
A058_R001_01-06-02,2022-05-06T21:00:00Z,187243,WHITEHALL S-FRY,R1W
A060_R001_00-00-00,2022-05-06T21:00:00Z,5717378,WHITEHALL S-FRY,R1W
A060_R001_00-00-01,2022-05-06T21:00:00Z,4408671,WHITEHALL S-FRY,R1W
A060_R001_00-00-02,2022-05-06T21:00:00Z,1391722,WHITEHALL S-FRY,R1W
A060_R001_00-00-03,2022-05-06T21:00:00Z,3141586,WHITEHALL S-FRY,R1W
A060_R001_00-00-04,2022-05-06T21:00:00Z,959777,WHITEHALL S-FRY,R1W
A060_R001_00-00-05,2022-05-06T21:00:00Z,2537611,WHITEHALL S-FRY,R1W
A060_R001_00-00-06,2022-05-06T21:00:00Z,736098,WHITEHALL S-FRY,R1W
A060_R001_00-00-07,2022-05-06T21:00:00Z,3905199,WHITEHALL S-FRY,R1W
A061_R142_00-00-00,2022-05-06T21:00:00Z,14537029,DELANCEY/ESSEX,FJMZ
A061_R142_00-00-01,2022-05-06T21:00:00Z,12426849,DELANCEY/ESSEX,FJMZ
A061_R142_00-00-02,2022-05-06T21:00:00Z,1551374,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-00,2022-05-06T21:00:00Z,101168,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-01,2022-05-06T21:00:00Z,3665997,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-02,2022-05-06T21:00:00Z,2895646,DELANCEY/ESSEX,FJMZ
A061_R142_00-03-03,2022-05-06T21:00:00Z,1633509,DELANCEY/ESSEX,FJMZ
A064_R311_00-00-00,2022-05-06T20:00:00Z,6311431,BOWERY,JZ
A064_R311_00-03-00,2022-05-06T20:00:00Z,161692,BOWERY,JZ
A064_R311_00-03-01,2022-05-06T20:00:00Z,7262229,BOWERY,JZ
A066_R118_00-00-00,2022-05-06T21:00:00Z,1722256697,CANAL ST,JNQRZ6W
A066_R118_00-00-01,2022-05-06T21:00:00Z,11525181,CANAL ST,JNQRZ6W
A066_R118_00-00-02,2022-05-06T21:00:00Z,340744034,CANAL ST,JNQRZ6W
A069_R044_01-00-00,2022-05-06T20:00:00Z,273330,BROOKLYN BRIDGE,456JZ
A069_R044_01-00-01,2022-05-06T20:00:00Z,274594,BROOKLYN BRIDGE,456JZ
A069_R044_01-00-02,2022-05-06T20:00:00Z,678414,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-00,2022-05-06T20:00:00Z,3523469,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-01,2022-05-06T20:00:00Z,1201410,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-02,2022-05-06T20:00:00Z,37334,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-03,2022-05-06T20:00:00Z,7834240,BROOKLYN BRIDGE,456JZ
A069_R044_01-03-04,2022-05-06T20:00:00Z,6783330,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-00,2022-05-06T20:00:00Z,190984,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-01,2022-05-06T20:00:00Z,1894199,BROOKLYN BRIDGE,456JZ
A071_R044_02-00-02,2022-05-06T20:00:00Z,134570,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-00,2022-05-06T20:00:00Z,176184,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-01,2022-05-06T20:00:00Z,6758965,BROOKLYN BRIDGE,456JZ
A071_R044_02-06-02,2022-05-06T20:00:00Z,3772714,BROOKLYN BRIDGE,456JZ
A077_R028_03-00-00,2022-05-06T23:00:00Z,531645,FULTON ST,ACJZ2345
A077_R028_03-03-00,2022-05-06T23:00:00Z,4882829,FULTON ST,ACJZ2345
A077_R028_03-03-01,2022-05-06T23:00:00Z,73591,FULTON ST,ACJZ2345
A077_R028_03-03-02,2022-05-06T23:00:00Z,1662599395,FULTON ST,ACJZ2345
A081_R028_04-00-00,2022-05-06T23:00:00Z,229283,FULTON ST,ACJZ2345
A081_R028_04-00-01,2022-05-06T23:00:00Z,451301,FULTON ST,ACJZ2345
A081_R028_04-00-02,2022-05-06T23:00:00Z,33232,FULTON ST,ACJZ2345
A081_R028_04-00-03,2022-05-06T23:00:00Z,955178,FULTON ST,ACJZ2345
A081_R028_04-00-04,2022-05-06T23:00:00Z,119023909,FULTON ST,ACJZ2345
A081_R028_04-05-00,2022-05-06T23:00:00Z,3444,FULTON ST,ACJZ2345
A082_R028_05-05-00,2022-05-06T23:00:00Z,33555254,FULTON ST,ACJZ2345
A082_R028_05-06-00,2022-05-06T23:00:00Z,4283295,FULTON ST,ACJZ2345
A082_R028_05-06-01,2022-05-06T23:00:00Z,954161,FULTON ST,ACJZ2345
A083_R125_00-00-00,2022-05-06T21:00:00Z,6149196,BROAD ST,JZ
A083_R125_00-00-01,2022-05-06T21:00:00Z,786601,BROAD ST,JZ
A083_R125_00-00-02,2022-05-06T21:00:00Z,1071958,BROAD ST,JZ
A083_R125_00-00-03,2022-05-06T21:00:00Z,2342324,BROAD ST,JZ
A083_R125_00-00-04,2022-05-06T21:00:00Z,103407,BROAD ST,JZ
A084_R125_01-00-00,2022-05-06T21:00:00Z,358039,BROAD ST,JZ
