id,datetime,entries,station,linename,lat,lon
A052_R088_01-00-02,2022-04-29T21:00:00Z,35051,CORTLANDT ST,RNW,40.71051298,-74.01113196
A052_R088_01-00-03,2022-04-29T21:00:00Z,174243,CORTLANDT ST,RNW,40.71051298,-74.01113196
A052_R088_01-03-00,2022-04-29T21:00:00Z,276869,CORTLANDT ST,RNW,40.71051298,-74.01113196
A052_R088_01-03-01,2022-04-29T21:00:00Z,444257,CORTLANDT ST,RNW,40.71051298,-74.01113196
A052_R088_01-05-00,2022-04-29T21:00:00Z,2369,CORTLANDT ST,RNW,40.71051298,-74.01113196
A053_R088_03-00-00,2022-04-29T21:00:00Z,1193002,CORTLANDT ST,RNW,40.71051298,-74.01113196
A053_R088_03-00-01,2022-04-29T21:00:00Z,197905,CORTLANDT ST,RNW,40.71051298,-74.01113196
A053_R088_03-00-02,2022-04-29T21:00:00Z,281046,CORTLANDT ST,RNW,40.71051298,-74.01113196
A053_R088_03-00-03,2022-04-29T21:00:00Z,233765,CORTLANDT ST,RNW,40.71051298,-74.01113196
A053_R088_03-05-00,2022-04-29T21:00:00Z,852473,CORTLANDT ST,RNW,40.71051298,-74.01113196
A054_R227_01-00-00,2022-04-29T20:00:00Z,16759,RECTOR ST,NRW,40.70774476,-74.01297456
A054_R227_01-00-01,2022-04-29T20:00:00Z,348307,RECTOR ST,NRW,40.70774476,-74.01297456
A054_R227_01-00-02,2022-04-29T20:00:00Z,1978599,RECTOR ST,NRW,40.70774476,-74.01297456
A054_R227_01-03-00,2022-04-29T20:00:00Z,3947524,RECTOR ST,NRW,40.70774476,-74.01297456
A054_R227_01-03-01,2022-04-29T20:00:00Z,4921505,RECTOR ST,NRW,40.70774476,-74.01297456
A054_R227_01-06-00,2022-04-29T20:00:00Z,469715,RECTOR ST,NRW,40.70774476,-74.01297456
